expt	samplepos	time	temp	x465_580
dye-titration	D2	241517	71.06	5.73
dye-titration	D2	242784	71.26	5.76
dye-titration	D2	244050	71.46	5.83
dye-titration	D2	245317	71.67	5.85
dye-titration	D2	246567	71.91	5.88
dye-titration	D2	247833	72.08	5.95
dye-titration	D2	249100	72.29	5.97
dye-titration	D2	250350	72.49	6.01
dye-titration	D2	251617	72.73	6.02
dye-titration	D2	252883	72.93	6.01
dye-titration	D2	254133	73.11	6.02
dye-titration	D2	255400	73.31	6.04
dye-titration	D2	256667	73.55	6.04
dye-titration	D2	257917	73.74	6
dye-titration	D2	259200	73.95	6
dye-titration	D2	260450	74.15	5.99
dye-titration	D2	261717	74.36	5.97
dye-titration	D2	262967	74.57	5.94
dye-titration	D2	264233	74.77	5.92
dye-titration	D2	265500	74.94	5.9
dye-titration	D2	266767	75.18	5.86
dye-titration	D2	268033	75.38	5.83
dye-titration	D2	269300	75.62	5.8
dye-titration	D2	270567	75.8	5.75
dye-titration	D2	271817	76	5.71
dye-titration	D2	273083	76.22	5.67
dye-titration	D2	274350	76.46	5.64
dye-titration	D2	275617	76.64	5.59
dye-titration	D2	276867	76.84	5.57
dye-titration	D2	278133	77.02	5.51
dye-titration	D2	279417	77.26	5.47
dye-titration	D2	280667	77.48	5.42
dye-titration	D2	281933	77.66	5.39
dye-titration	D2	283183	77.84	5.34
dye-titration	D2	284433	78.07	5.28
dye-titration	D2	285700	78.28	5.24
dye-titration	D2	286950	78.52	5.19
dye-titration	D2	288217	78.68	5.14
dye-titration	D2	289467	78.89	5.11
dye-titration	D2	290750	79.13	5.05
dye-titration	D2	292017	79.32	5.01
dye-titration	D2	293283	79.53	4.95
dye-titration	D2	294533	79.71	4.89
dye-titration	D2	295800	79.93	4.85
dye-titration	D2	297050	80.17	4.81
dye-titration	D2	298317	80.35	4.74
dye-titration	D2	299567	80.55	4.71
dye-titration	D2	300817	80.76	4.65
dye-titration	D2	302083	80.97	4.61
dye-titration	D2	303350	81.18	4.56
dye-titration	D2	304600	81.38	4.49
dye-titration	D2	305867	81.59	4.44
dye-titration	D2	307133	81.8	4.37
dye-titration	D2	308400	82	4.33
dye-titration	D2	309667	82.21	4.29
dye-titration	D2	310933	82.39	4.23
dye-titration	D2	312200	82.62	4.18
dye-titration	D2	313467	82.83	4.12
dye-titration	D2	314717	83.05	4.07
dye-titration	D2	315983	83.22	4.02
dye-titration	D2	317250	83.43	3.96
dye-titration	D2	318517	83.67	3.9
dye-titration	D2	319784	83.87	3.85
dye-titration	D2	321050	84.08	3.79
dye-titration	D2	322317	84.24	3.76
dye-titration	D2	323567	84.47	3.69
dye-titration	D2	324833	84.68	3.62
dye-titration	D3	20750	34.97	1.48
dye-titration	D3	22000	35.02	1.48
dye-titration	D3	23250	35.21	1.47
dye-titration	D3	24517	35.51	1.47
dye-titration	D3	25767	35.75	1.46
dye-titration	D3	27017	35.9	1.46
dye-titration	D3	28283	36.14	1.47
dye-titration	D3	29533	36.39	1.47
dye-titration	D3	30800	36.53	1.47
dye-titration	D3	32067	36.78	1.46
dye-titration	D3	33333	37	1.47
dye-titration	D3	34600	37.19	1.46
dye-titration	D3	35850	37.38	1.46
dye-titration	D3	37117	37.61	1.45
dye-titration	D3	38383	37.84	1.47
dye-titration	D3	39633	38.03	1.47
dye-titration	D3	40900	38.25	1.46
dye-titration	D3	42167	38.43	1.48
dye-titration	D3	43433	38.63	1.46
dye-titration	D3	44700	38.86	1.47
dye-titration	D3	45950	39.03	1.47
dye-titration	D3	47217	39.26	1.48
dye-titration	D3	48483	39.48	1.47
dye-titration	D3	49733	39.7	1.47
dye-titration	D3	51000	39.88	1.47
dye-titration	D3	52250	40.09	1.48
dye-titration	D3	53517	40.27	1.48
dye-titration	D3	54767	40.54	1.48
dye-titration	D3	56033	40.71	1.48
dye-titration	D3	57300	40.92	1.48
dye-titration	D3	58550	41.09	1.5
dye-titration	D3	59817	41.31	1.48
dye-titration	D3	61083	41.49	1.48
dye-titration	D3	62350	41.73	1.49
dye-titration	D3	63617	41.94	1.5
dye-titration	D3	64883	42.19	1.5
dye-titration	D3	66133	42.4	1.5
dye-titration	D3	67400	42.58	1.51
dye-titration	D3	68650	42.78	1.5
dye-titration	D3	69917	42.95	1.52
dye-titration	D3	71167	43.19	1.5
dye-titration	D3	72433	43.39	1.52
dye-titration	D3	73700	43.6	1.51
dye-titration	D3	74967	43.8	1.52
dye-titration	D3	76233	44	1.52
dye-titration	D3	77500	44.21	1.53
dye-titration	D3	78767	44.45	1.53
dye-titration	D3	80033	44.64	1.52
dye-titration	D3	81283	44.85	1.54
dye-titration	D3	82550	45.05	1.54
dye-titration	D3	83800	45.24	1.52
dye-titration	D3	85067	45.44	1.54
dye-titration	D3	86333	45.67	1.53
dye-titration	D3	87583	45.86	1.54
dye-titration	D3	88867	46.09	1.55
dye-titration	D3	90117	46.29	1.54
dye-titration	D3	91383	46.49	1.54
dye-titration	D3	92650	46.68	1.54
dye-titration	D3	93917	46.9	1.55
dye-titration	D3	95167	47.13	1.55
dye-titration	D3	96417	47.28	1.55
dye-titration	D3	97683	47.51	1.56
dye-titration	D3	98950	47.7	1.55
dye-titration	D3	100217	47.92	1.56
dye-titration	D3	101483	48.14	1.56
dye-titration	D3	102733	48.36	1.57
dye-titration	D3	104000	48.55	1.56
dye-titration	D3	105267	48.77	1.57
dye-titration	D3	106533	48.96	1.58
dye-titration	D3	107800	49.18	1.56
dye-titration	D3	109050	49.39	1.58
dye-titration	D3	110317	49.58	1.59
dye-titration	D3	111583	49.8	1.58
dye-titration	D3	112833	49.95	1.59
dye-titration	D3	114100	50.19	1.6
dye-titration	D3	115367	50.41	1.6
dye-titration	D3	116633	50.61	1.61
dye-titration	D3	117900	50.83	1.61
dye-titration	D3	119150	51.04	1.62
dye-titration	D3	120417	51.22	1.62
dye-titration	D3	121683	51.47	1.62
dye-titration	D3	122933	51.65	1.62
dye-titration	D3	124183	51.85	1.64
dye-titration	D3	125450	52.06	1.63
dye-titration	D3	126717	52.28	1.64
dye-titration	D3	127967	52.49	1.66
dye-titration	D3	129233	52.7	1.67
dye-titration	D3	130483	52.9	1.67
dye-titration	D3	131750	53.1	1.68
dye-titration	D3	133000	53.28	1.69
dye-titration	D3	134267	53.51	1.7
dye-titration	D3	135517	53.72	1.71
dye-titration	D3	136784	53.93	1.72
dye-titration	D3	138033	54.09	1.73
dye-titration	D3	139300	54.29	1.74
dye-titration	D3	140567	54.56	1.76
dye-titration	D3	141833	54.73	1.77
dye-titration	D3	143100	54.97	1.79
dye-titration	D3	144350	55.16	1.8
dye-titration	D3	145617	55.34	1.8
dye-titration	D3	146867	55.59	1.82
dye-titration	D3	148150	55.79	1.84
dye-titration	D3	149417	55.99	1.86
dye-titration	D3	150667	56.19	1.87
dye-titration	D3	151933	56.36	1.89
dye-titration	D3	153217	56.61	1.91
dye-titration	D3	154467	56.84	1.92
dye-titration	D3	155733	57.01	1.95
dye-titration	D3	157000	57.24	1.96
dye-titration	D3	158267	57.4	1.98
dye-titration	D3	159533	57.63	2.01
dye-titration	D3	160784	57.85	2.02
dye-titration	D3	162050	58.07	2.06
dye-titration	D3	163317	58.26	2.07
dye-titration	D3	164583	58.46	2.11
dye-titration	D3	165833	58.69	2.12
dye-titration	D3	167100	58.88	2.13
dye-titration	D3	168350	59.06	2.17
dye-titration	D3	169633	59.28	2.19
dye-titration	D3	170883	59.51	2.21
dye-titration	D3	172133	59.7	2.25
dye-titration	D3	173383	59.92	2.27
dye-titration	D3	174650	60.11	2.29
dye-titration	D3	175900	60.29	2.32
dye-titration	D3	177167	60.55	2.36
dye-titration	D3	178417	60.74	2.39
dye-titration	D3	179683	60.95	2.43
dye-titration	D3	180933	61.12	2.45
dye-titration	D3	182183	61.34	2.49
dye-titration	D3	183467	61.57	2.53
dye-titration	D3	184717	61.76	2.56
dye-titration	D3	185983	61.98	2.61
dye-titration	D3	187250	62.17	2.65
dye-titration	D3	188517	62.36	2.69
dye-titration	D3	189767	62.61	2.72
dye-titration	D3	191050	62.81	2.78
dye-titration	D3	192300	63.03	2.81
dye-titration	D3	193567	63.18	2.88
dye-titration	D3	194833	63.42	2.93
dye-titration	D3	196100	63.64	3
dye-titration	D3	197367	63.86	3.04
dye-titration	D3	198617	64.03	3.11
dye-titration	D3	199883	64.24	3.17
dye-titration	D3	201150	64.46	3.25
dye-titration	D3	202417	64.67	3.32
dye-titration	D3	203683	64.88	3.4
dye-titration	D3	204950	65.07	3.49
dye-titration	D3	206217	65.27	3.57
dye-titration	D3	207483	65.51	3.66
dye-titration	D3	208733	65.7	3.77
dye-titration	D3	210017	65.87	3.87
dye-titration	D3	211267	66.09	3.98
dye-titration	D3	212533	66.3	4.1
dye-titration	D3	213784	66.53	4.24
dye-titration	D3	215050	66.74	4.35
dye-titration	D3	216317	66.92	4.46
dye-titration	D3	217567	67.16	4.63
dye-titration	D3	218817	67.34	4.77
dye-titration	D3	220083	67.56	4.93
dye-titration	D3	221350	67.75	5.1
dye-titration	D3	222600	67.96	5.24
dye-titration	D3	223867	68.17	5.43
dye-titration	D3	225117	68.41	5.58
dye-titration	D3	226367	68.56	5.76
dye-titration	D3	227633	68.76	5.92
dye-titration	D3	228883	68.99	6.08
dye-titration	D3	230150	69.2	6.23
dye-titration	D3	231417	69.41	6.39
dye-titration	D3	232667	69.62	6.56
dye-titration	D3	233950	69.83	6.72
dye-titration	D3	235217	70.03	6.85
dye-titration	D3	236467	70.26	6.98
dye-titration	D3	237733	70.41	7.12
dye-titration	D3	239000	70.65	7.22
dye-titration	D3	240267	70.85	7.33
dye-titration	D3	241517	71.06	7.42
dye-titration	D3	242784	71.26	7.5
dye-titration	D3	244050	71.46	7.59
dye-titration	D3	245317	71.67	7.65
dye-titration	D3	246567	71.91	7.72
dye-titration	D3	247833	72.08	7.77
dye-titration	D3	249100	72.29	7.83
dye-titration	D3	250350	72.49	7.86
dye-titration	D3	251617	72.73	7.88
dye-titration	D3	252883	72.93	7.9
dye-titration	D3	254133	73.11	7.93
dye-titration	D3	255400	73.31	7.94
dye-titration	D3	256667	73.55	7.95
dye-titration	D3	257917	73.74	7.93
dye-titration	D3	259200	73.95	7.93
dye-titration	D3	260450	74.15	7.9
dye-titration	D3	261717	74.36	7.9
dye-titration	D3	262967	74.57	7.85
dye-titration	D3	264233	74.77	7.86
dye-titration	D3	265500	74.94	7.83
dye-titration	D3	266767	75.18	7.81
dye-titration	D3	268033	75.38	7.78
dye-titration	D3	269300	75.62	7.73
dye-titration	D3	270567	75.8	7.68
dye-titration	D3	271817	76	7.67
dye-titration	D3	273083	76.22	7.63
dye-titration	D3	274350	76.46	7.58
dye-titration	D3	275617	76.64	7.55
dye-titration	D3	276867	76.84	7.52
dye-titration	D3	278133	77.02	7.45
dye-titration	D3	279417	77.26	7.41
dye-titration	D3	280667	77.48	7.36
dye-titration	D3	281933	77.66	7.32
dye-titration	D3	283183	77.84	7.26
dye-titration	D3	284433	78.07	7.2
dye-titration	D3	285700	78.28	7.17
dye-titration	D3	286950	78.52	7.09
dye-titration	D3	288217	78.68	7.05
dye-titration	D3	289467	78.89	7.01
dye-titration	D3	290750	79.13	6.94
dye-titration	D3	292017	79.32	6.9
dye-titration	D3	293283	79.53	6.83
dye-titration	D3	294533	79.71	6.78
dye-titration	D3	295800	79.93	6.72
dye-titration	D3	297050	80.17	6.67
dye-titration	D3	298317	80.35	6.59
dye-titration	D3	299567	80.55	6.55
dye-titration	D3	300817	80.76	6.48
dye-titration	D3	302083	80.97	6.43
dye-titration	D3	303350	81.18	6.35
dye-titration	D3	304600	81.38	6.28
dye-titration	D3	305867	81.59	6.24
dye-titration	D3	307133	81.8	6.16
dye-titration	D3	308400	82	6.12
dye-titration	D3	309667	82.21	6.06
dye-titration	D3	310933	82.39	5.98
dye-titration	D3	312200	82.62	5.91
dye-titration	D3	313467	82.83	5.87
dye-titration	D3	314717	83.05	5.77
dye-titration	D3	315983	83.22	5.72
dye-titration	D3	317250	83.43	5.63
dye-titration	D3	318517	83.67	5.58
dye-titration	D3	319784	83.87	5.52
dye-titration	D3	321050	84.08	5.44
dye-titration	D3	322317	84.24	5.35
dye-titration	D3	323567	84.47	5.3
dye-titration	D3	324833	84.68	5.21
dye-titration	D4	20750	34.97	1.39
dye-titration	D4	22000	35.02	1.39
dye-titration	D4	23250	35.21	1.38
dye-titration	D4	24517	35.51	1.39
dye-titration	D4	25767	35.75	1.38
dye-titration	D4	27017	35.9	1.38
dye-titration	D4	28283	36.14	1.37
dye-titration	D4	29533	36.39	1.39
dye-titration	D4	30800	36.53	1.39
dye-titration	D4	32067	36.78	1.38
dye-titration	D4	33333	37	1.38
dye-titration	D4	34600	37.19	1.37
dye-titration	D4	35850	37.38	1.36
dye-titration	D4	37117	37.61	1.36
dye-titration	D4	38383	37.84	1.36
dye-titration	D4	39633	38.03	1.35
dye-titration	D4	40900	38.25	1.36
dye-titration	D4	42167	38.43	1.36
dye-titration	D4	43433	38.63	1.35
dye-titration	D4	44700	38.86	1.36
dye-titration	D4	45950	39.03	1.36
dye-titration	D4	47217	39.26	1.36
dye-titration	D4	48483	39.48	1.35
dye-titration	D4	49733	39.7	1.35
dye-titration	D4	51000	39.88	1.35
dye-titration	D4	52250	40.09	1.35
dye-titration	D4	53517	40.27	1.35
dye-titration	D4	54767	40.54	1.36
dye-titration	D4	56033	40.71	1.35
dye-titration	D4	57300	40.92	1.36
dye-titration	D4	58550	41.09	1.35
dye-titration	D4	59817	41.31	1.36
dye-titration	D4	61083	41.49	1.37
dye-titration	D4	62350	41.73	1.36
dye-titration	D4	63617	41.94	1.35
dye-titration	D4	64883	42.19	1.34
dye-titration	D4	66133	42.4	1.36
dye-titration	D4	67400	42.58	1.36
dye-titration	D4	68650	42.78	1.35
dye-titration	D4	69917	42.95	1.36
dye-titration	D4	71167	43.19	1.35
dye-titration	D4	72433	43.39	1.36
dye-titration	D4	73700	43.6	1.37
dye-titration	D4	74967	43.8	1.37
dye-titration	D4	76233	44	1.36
dye-titration	D4	77500	44.21	1.36
dye-titration	D4	78767	44.45	1.37
dye-titration	D4	80033	44.64	1.37
dye-titration	D4	81283	44.85	1.36
dye-titration	D4	82550	45.05	1.37
dye-titration	D4	83800	45.24	1.36
dye-titration	D4	85067	45.44	1.37
dye-titration	D4	86333	45.67	1.37
dye-titration	D4	87583	45.86	1.37
dye-titration	D4	88867	46.09	1.38
dye-titration	D4	90117	46.29	1.38
dye-titration	D4	91383	46.49	1.38
dye-titration	D4	92650	46.68	1.39
dye-titration	D4	93917	46.9	1.38
dye-titration	D4	95167	47.13	1.39
dye-titration	D4	96417	47.28	1.39
dye-titration	D4	97683	47.51	1.38
dye-titration	D4	98950	47.7	1.38
dye-titration	D4	100217	47.92	1.39
dye-titration	D4	101483	48.14	1.4
dye-titration	D4	102733	48.36	1.4
dye-titration	D4	104000	48.55	1.4
dye-titration	D4	105267	48.77	1.4
dye-titration	D4	106533	48.96	1.4
dye-titration	D4	107800	49.18	1.41
dye-titration	D4	109050	49.39	1.41
dye-titration	D4	110317	49.58	1.41
dye-titration	D4	111583	49.8	1.42
dye-titration	D4	112833	49.95	1.42
dye-titration	D4	114100	50.19	1.43
dye-titration	D4	115367	50.41	1.42
dye-titration	D4	116633	50.61	1.42
dye-titration	D4	117900	50.83	1.43
dye-titration	D4	119150	51.04	1.43
dye-titration	D4	120417	51.22	1.44
dye-titration	D4	121683	51.47	1.44
dye-titration	D4	122933	51.65	1.45
dye-titration	D4	124183	51.85	1.46
dye-titration	D4	125450	52.06	1.47
dye-titration	D4	126717	52.28	1.47
dye-titration	D4	127967	52.49	1.48
dye-titration	D4	129233	52.7	1.48
dye-titration	D4	130483	52.9	1.49
dye-titration	D4	131750	53.1	1.5
dye-titration	D4	133000	53.28	1.51
dye-titration	D4	134267	53.51	1.52
dye-titration	D4	135517	53.72	1.52
dye-titration	D4	136784	53.93	1.53
dye-titration	D4	138033	54.09	1.54
dye-titration	D4	139300	54.29	1.55
dye-titration	D4	140567	54.56	1.56
dye-titration	D4	141833	54.73	1.58
dye-titration	D4	143100	54.97	1.6
dye-titration	D4	144350	55.16	1.61
dye-titration	D4	145617	55.34	1.62
dye-titration	D4	146867	55.59	1.63
dye-titration	D4	148150	55.79	1.65
dye-titration	D4	149417	55.99	1.66
dye-titration	D4	150667	56.19	1.67
dye-titration	D4	151933	56.36	1.69
dye-titration	D4	153217	56.61	1.71
dye-titration	D4	154467	56.84	1.73
dye-titration	D4	155733	57.01	1.76
dye-titration	D4	157000	57.24	1.76
dye-titration	D4	158267	57.4	1.79
dye-titration	D4	159533	57.63	1.81
dye-titration	D4	160784	57.85	1.82
dye-titration	D4	162050	58.07	1.84
dye-titration	D4	163317	58.26	1.86
dye-titration	D4	164583	58.46	1.89
dye-titration	D4	165833	58.69	1.93
dye-titration	D4	167100	58.88	1.93
dye-titration	D4	168350	59.06	1.96
dye-titration	D4	169633	59.28	1.99
dye-titration	D4	170883	59.51	2.01
dye-titration	D4	172133	59.7	2.03
dye-titration	D4	173383	59.92	2.05
dye-titration	D4	174650	60.11	2.08
dye-titration	D4	175900	60.29	2.11
dye-titration	D4	177167	60.55	2.14
dye-titration	D4	178417	60.74	2.17
dye-titration	D4	179683	60.95	2.19
dye-titration	D4	180933	61.12	2.23
dye-titration	D4	182183	61.34	2.26
dye-titration	D4	183467	61.57	2.29
dye-titration	D4	184717	61.76	2.33
dye-titration	D4	185983	61.98	2.36
dye-titration	D4	187250	62.17	2.4
dye-titration	D4	188517	62.36	2.45
dye-titration	D4	189767	62.61	2.5
dye-titration	D4	191050	62.81	2.54
dye-titration	D4	192300	63.03	2.57
dye-titration	D4	193567	63.18	2.61
dye-titration	D4	194833	63.42	2.66
dye-titration	D4	196100	63.64	2.72
dye-titration	D4	197367	63.86	2.78
dye-titration	D4	198617	64.03	2.83
dye-titration	D4	199883	64.24	2.89
dye-titration	D4	201150	64.46	2.95
dye-titration	D4	202417	64.67	3.01
dye-titration	D4	203683	64.88	3.08
dye-titration	D4	204950	65.07	3.15
dye-titration	D4	206217	65.27	3.22
dye-titration	D4	207483	65.51	3.31
dye-titration	D4	208733	65.7	3.39
dye-titration	D4	210017	65.87	3.48
dye-titration	D4	211267	66.09	3.56
dye-titration	D4	212533	66.3	3.65
dye-titration	D4	213784	66.53	3.75
dye-titration	D4	215050	66.74	3.85
dye-titration	D4	216317	66.92	3.98
dye-titration	D4	217567	67.16	4.09
dye-titration	D4	218817	67.34	4.21
dye-titration	D4	220083	67.56	4.33
dye-titration	D4	221350	67.75	4.45
dye-titration	D4	222600	67.96	4.58
dye-titration	D4	223867	68.17	4.72
dye-titration	D4	225117	68.41	4.83
dye-titration	D4	226367	68.56	4.97
dye-titration	D4	227633	68.76	5.1
dye-titration	D4	228883	68.99	5.23
dye-titration	D4	230150	69.2	5.35
dye-titration	D4	231417	69.41	5.48
dye-titration	D4	232667	69.62	5.59
dye-titration	D4	233950	69.83	5.7
dye-titration	D4	235217	70.03	5.82
dye-titration	D4	236467	70.26	5.92
dye-titration	D4	237733	70.41	6.02
dye-titration	D4	239000	70.65	6.12
dye-titration	D4	240267	70.85	6.19
dye-titration	D4	241517	71.06	6.29
dye-titration	D4	242784	71.26	6.35
dye-titration	D4	244050	71.46	6.41
dye-titration	D4	245317	71.67	6.48
dye-titration	D4	246567	71.91	6.52
dye-titration	D4	247833	72.08	6.58
dye-titration	D4	249100	72.29	6.63
dye-titration	D4	250350	72.49	6.65
dye-titration	D4	251617	72.73	6.68
dye-titration	D4	252883	72.93	6.69
dye-titration	D4	254133	73.11	6.71
dye-titration	D4	255400	73.31	6.72
dye-titration	D4	256667	73.55	6.72
dye-titration	D4	257917	73.74	6.73
dye-titration	D4	259200	73.95	6.73
dye-titration	D4	260450	74.15	6.75
dye-titration	D4	261717	74.36	6.73
dye-titration	D4	262967	74.57	6.7
dye-titration	D4	264233	74.77	6.7
dye-titration	D4	265500	74.94	6.68
dye-titration	D4	266767	75.18	6.67
dye-titration	D4	268033	75.38	6.66
dye-titration	D4	269300	75.62	6.62
dye-titration	D4	270567	75.8	6.6
dye-titration	D4	271817	76	6.57
dye-titration	D4	273083	76.22	6.57
dye-titration	D4	274350	76.46	6.51
dye-titration	D4	275617	76.64	6.47
dye-titration	D4	276867	76.84	6.46
dye-titration	D4	278133	77.02	6.42
dye-titration	D4	279417	77.26	6.39
dye-titration	D4	280667	77.48	6.35
dye-titration	D4	281933	77.66	6.32
dye-titration	D4	283183	77.84	6.29
dye-titration	D4	284433	78.07	6.23
dye-titration	D4	285700	78.28	6.22
dye-titration	D4	286950	78.52	6.15
dye-titration	D4	288217	78.68	6.12
dye-titration	D4	289467	78.89	6.08
dye-titration	D4	290750	79.13	6.03
dye-titration	D4	292017	79.32	6
dye-titration	D4	293283	79.53	5.96
dye-titration	D4	294533	79.71	5.9
dye-titration	D4	295800	79.93	5.84
dye-titration	D4	297050	80.17	5.81
dye-titration	D4	298317	80.35	5.78
dye-titration	D4	299567	80.55	5.72
dye-titration	D4	300817	80.76	5.67
dye-titration	D4	302083	80.97	5.62
dye-titration	D4	303350	81.18	5.56
dye-titration	D4	304600	81.38	5.51
dye-titration	D4	305867	81.59	5.48
dye-titration	D4	307133	81.8	5.42
dye-titration	D4	308400	82	5.38
dye-titration	D4	309667	82.21	5.31
dye-titration	D4	310933	82.39	5.27
dye-titration	D4	312200	82.62	5.2
dye-titration	D4	313467	82.83	5.16
dye-titration	D4	314717	83.05	5.08
dye-titration	D4	315983	83.22	5.05
dye-titration	D4	317250	83.43	4.97
dye-titration	D4	318517	83.67	4.93
dye-titration	D4	319784	83.87	4.87
dye-titration	D4	321050	84.08	4.82
dye-titration	D4	322317	84.24	4.76
dye-titration	D4	323567	84.47	4.69
dye-titration	D4	324833	84.68	4.62
dye-titration	D5	20750	34.97	1.42
dye-titration	D5	22000	35.02	1.42
dye-titration	D5	23250	35.21	1.43
dye-titration	D5	24517	35.51	1.42
dye-titration	D5	25767	35.75	1.41
dye-titration	D5	27017	35.9	1.42
dye-titration	D5	28283	36.14	1.41
dye-titration	D5	29533	36.39	1.42
dye-titration	D5	30800	36.53	1.42
dye-titration	D5	32067	36.78	1.42
dye-titration	D5	33333	37	1.43
dye-titration	D5	34600	37.19	1.43
dye-titration	D5	35850	37.38	1.41
dye-titration	D5	37117	37.61	1.42
dye-titration	D5	38383	37.84	1.41
dye-titration	D5	39633	38.03	1.41
dye-titration	D5	40900	38.25	1.42
dye-titration	D5	42167	38.43	1.42
dye-titration	D5	43433	38.63	1.42
dye-titration	D5	44700	38.86	1.43
dye-titration	D5	45950	39.03	1.42
dye-titration	D5	47217	39.26	1.42
dye-titration	D5	48483	39.48	1.43
dye-titration	D5	49733	39.7	1.42
dye-titration	D5	51000	39.88	1.43
dye-titration	D5	52250	40.09	1.43
dye-titration	D5	53517	40.27	1.42
dye-titration	D5	54767	40.54	1.42
dye-titration	D5	56033	40.71	1.42
dye-titration	D5	57300	40.92	1.42
dye-titration	D5	58550	41.09	1.42
dye-titration	D5	59817	41.31	1.41
dye-titration	D5	61083	41.49	1.42
dye-titration	D5	62350	41.73	1.42
dye-titration	D5	63617	41.94	1.42
dye-titration	D5	64883	42.19	1.41
dye-titration	D5	66133	42.4	1.42
dye-titration	D5	67400	42.58	1.43
dye-titration	D5	68650	42.78	1.42
dye-titration	D5	69917	42.95	1.43
dye-titration	D5	71167	43.19	1.42
dye-titration	D5	72433	43.39	1.43
dye-titration	D5	73700	43.6	1.43
dye-titration	D5	74967	43.8	1.43
dye-titration	D5	76233	44	1.42
dye-titration	D5	77500	44.21	1.43
dye-titration	D5	78767	44.45	1.44
dye-titration	D5	80033	44.64	1.42
dye-titration	D5	81283	44.85	1.44
dye-titration	D5	82550	45.05	1.43
dye-titration	D5	83800	45.24	1.44
dye-titration	D5	85067	45.44	1.44
dye-titration	D5	86333	45.67	1.44
dye-titration	D5	87583	45.86	1.44
dye-titration	D5	88867	46.09	1.44
dye-titration	D5	90117	46.29	1.45
dye-titration	D5	91383	46.49	1.44
dye-titration	D5	92650	46.68	1.45
dye-titration	D5	93917	46.9	1.45
dye-titration	D5	95167	47.13	1.45
dye-titration	D5	96417	47.28	1.46
dye-titration	D5	97683	47.51	1.45
dye-titration	D5	98950	47.7	1.45
dye-titration	D5	100217	47.92	1.46
dye-titration	D5	101483	48.14	1.46
dye-titration	D5	102733	48.36	1.45
dye-titration	D5	104000	48.55	1.46
dye-titration	D5	105267	48.77	1.46
dye-titration	D5	106533	48.96	1.47
dye-titration	D5	107800	49.18	1.48
dye-titration	D5	109050	49.39	1.47
dye-titration	D5	110317	49.58	1.47
dye-titration	D5	111583	49.8	1.47
dye-titration	D5	112833	49.95	1.47
dye-titration	D5	114100	50.19	1.48
dye-titration	D5	115367	50.41	1.48
dye-titration	D5	116633	50.61	1.48
dye-titration	D5	117900	50.83	1.49
dye-titration	D5	119150	51.04	1.5
dye-titration	D5	120417	51.22	1.5
dye-titration	D5	121683	51.47	1.5
dye-titration	D5	122933	51.65	1.51
dye-titration	D5	124183	51.85	1.52
dye-titration	D5	125450	52.06	1.52
dye-titration	D5	126717	52.28	1.52
dye-titration	D5	127967	52.49	1.53
dye-titration	D5	129233	52.7	1.54
dye-titration	D5	130483	52.9	1.54
dye-titration	D5	131750	53.1	1.54
dye-titration	D5	133000	53.28	1.56
dye-titration	D5	134267	53.51	1.56
dye-titration	D5	135517	53.72	1.56
dye-titration	D5	136784	53.93	1.58
dye-titration	D5	138033	54.09	1.59
dye-titration	D5	139300	54.29	1.61
dye-titration	D5	140567	54.56	1.61
dye-titration	D5	141833	54.73	1.62
dye-titration	D5	143100	54.97	1.63
dye-titration	D5	144350	55.16	1.64
dye-titration	D5	145617	55.34	1.66
dye-titration	D5	146867	55.59	1.68
dye-titration	D5	148150	55.79	1.69
dye-titration	D5	149417	55.99	1.7
dye-titration	D5	150667	56.19	1.71
dye-titration	D5	151933	56.36	1.74
dye-titration	D5	153217	56.61	1.75
dye-titration	D5	154467	56.84	1.76
dye-titration	D5	155733	57.01	1.77
dye-titration	D5	157000	57.24	1.81
dye-titration	D5	158267	57.4	1.82
dye-titration	D5	159533	57.63	1.84
dye-titration	D5	160784	57.85	1.86
dye-titration	D5	162050	58.07	1.89
dye-titration	D5	163317	58.26	1.9
dye-titration	D5	164583	58.46	1.93
dye-titration	D5	165833	58.69	1.95
dye-titration	D5	167100	58.88	1.97
dye-titration	D5	168350	59.06	2.01
dye-titration	D5	169633	59.28	2.02
dye-titration	D5	170883	59.51	2.05
dye-titration	D5	172133	59.7	2.08
dye-titration	D5	173383	59.92	2.12
dye-titration	D5	174650	60.11	2.14
dye-titration	D5	175900	60.29	2.16
dye-titration	D5	177167	60.55	2.2
dye-titration	D5	178417	60.74	2.23
dye-titration	D5	179683	60.95	2.27
dye-titration	D5	180933	61.12	2.31
dye-titration	D5	182183	61.34	2.34
dye-titration	D5	183467	61.57	2.39
dye-titration	D5	184717	61.76	2.43
dye-titration	D5	185983	61.98	2.47
dye-titration	D5	187250	62.17	2.52
dye-titration	D5	188517	62.36	2.57
dye-titration	D5	189767	62.61	2.61
dye-titration	D5	191050	62.81	2.69
dye-titration	D5	192300	63.03	2.73
dye-titration	D5	193567	63.18	2.81
dye-titration	D5	194833	63.42	2.86
dye-titration	D5	196100	63.64	2.95
dye-titration	D5	197367	63.86	3.02
dye-titration	D5	198617	64.03	3.11
dye-titration	D5	199883	64.24	3.21
dye-titration	D5	201150	64.46	3.31
dye-titration	D5	202417	64.67	3.41
dye-titration	D5	203683	64.88	3.52
dye-titration	D5	204950	65.07	3.64
dye-titration	D5	206217	65.27	3.77
dye-titration	D5	207483	65.51	3.92
