file_number	well_number	temperature	intensity	first_derivative
54	1	30	1.47	-0.008
54	1	31.2	1.45	-0.026
54	1	32.4	1.42	-0.031
54	1	33.6	1.38	-0.026
54	1	34.8	1.35	-0.025
54	1	36	1.32	-0.024
54	1	37.2	1.29	-0.024
54	1	38.4	1.26	-0.023
54	1	39.6	1.23	-0.025
54	1	40.8	1.2	-0.022
54	1	42	1.18	-0.017
54	1	43.2	1.16	-0.015
54	1	44.4	1.14	-0.02
54	1	45.6	1.11	-0.017
54	1	46.8	1.1	-0.014
54	1	48	1.08	-0.012
54	1	49.2	1.07	-0.009
54	1	50.4	1.06	-0.008
54	1	51.6	1.05	-0.006
54	1	52.8	1.05	-0.004
54	1	54	1.04	0.002
54	1	55.2	1.05	0.001
54	1	56.4	1.05	0.002
54	1	57.6	1.05	0.009
54	1	58.8	1.07	0.013
54	1	60	1.09	0.015
54	1	61.2	1.11	0.024
54	1	62.4	1.15	0.039
54	1	63.6	1.2	0.055
54	1	64.8	1.27	0.067
54	1	66	1.36	0.082
54	1	67.2	1.47	0.092
54	1	68.4	1.58	0.098
54	1	69.6	1.7	0.092
54	1	70.8	1.79	0.064
54	1	72	1.85	0.034
54	1	73.2	1.88	0.006
54	1	74.4	1.87	-0.014
54	1	75.6	1.85	-0.027
54	1	76.8	1.81	-0.035
54	1	78	1.77	-0.04
54	1	79.2	1.72	-0.043
54	1	80.4	1.67	-0.045
54	1	81.6	1.61	-0.048
54	1	82.8	1.55	-0.05
54	1	84	1.49	-0.055
54	1	85.2	1.43	-0.057
54	1	86.4	1.36	-0.058
54	1	87.6	1.29	-0.06
54	1	88.8	1.21	-0.061
54	1	90	1.14	-0.066
54	2	30	4.89	-0.045
54	2	31.2	4.82	-0.074
54	2	32.4	4.72	-0.089
54	2	33.6	4.61	-0.089
54	2	34.8	4.51	-0.078
54	2	36	4.42	-0.071
54	2	37.2	4.34	-0.07
54	2	38.4	4.25	-0.073
54	2	39.6	4.16	-0.072
54	2	40.8	4.09	-0.064
54	2	42	4.01	-0.061
54	2	43.2	3.94	-0.059
54	2	44.4	3.87	-0.059
54	2	45.6	3.79	-0.059
54	2	46.8	3.72	-0.055
54	2	48	3.65	-0.059
54	2	49.2	3.58	-0.063
54	2	50.4	3.5	-0.059
54	2	51.6	3.43	-0.061
54	2	52.8	3.36	-0.063
54	2	54	3.28	-0.063
54	2	55.2	3.21	-0.064
54	2	56.4	3.13	-0.065
54	2	57.6	3.05	-0.064
54	2	58.8	2.98	-0.064
54	2	60	2.9	-0.064
54	2	61.2	2.82	-0.062
54	2	62.4	2.75	-0.055
54	2	63.6	2.69	-0.043
54	2	64.8	2.65	-0.031
54	2	66	2.61	-0.025
54	2	67.2	2.58	-0.032
54	2	68.4	2.54	-0.031
54	2	69.6	2.51	-0.032
54	2	70.8	2.47	-0.035
54	2	72	2.42	-0.042
54	2	73.2	2.36	-0.052
54	2	74.4	2.3	-0.051
54	2	75.6	2.24	-0.05
54	2	76.8	2.18	-0.053
54	2	78	2.12	-0.051
54	2	79.2	2.06	-0.049
54	2	80.4	2	-0.055
54	2	81.6	1.93	-0.053
54	2	82.8	1.87	-0.048
54	2	84	1.81	-0.046
54	2	85.2	1.76	-0.046
54	2	86.4	1.7	-0.047
54	2	87.6	1.65	-0.045
54	2	88.8	1.6	-0.041
54	2	90	1.55	-0.036
54	3	30	2.67	-0.047
54	3	31.2	2.62	-0.042
54	3	32.4	2.57	-0.04
54	3	33.6	2.52	-0.041
54	3	34.8	2.48	-0.037
54	3	36	2.43	-0.035
54	3	37.2	2.39	-0.036
54	3	38.4	2.35	-0.034
54	3	39.6	2.31	-0.035
54	3	40.8	2.27	-0.03
54	3	42	2.23	-0.027
54	3	43.2	2.2	-0.03
54	3	44.4	2.16	-0.026
54	3	45.6	2.13	-0.023
54	3	46.8	2.11	-0.026
54	3	48	2.08	-0.024
54	3	49.2	2.05	-0.02
54	3	50.4	2.03	-0.02
54	3	51.6	2	-0.019
54	3	52.8	1.98	-0.017
54	3	54	1.96	-0.018
54	3	55.2	1.94	-0.016
54	3	56.4	1.92	-0.01
54	3	57.6	1.91	-0.009
54	3	58.8	1.9	-0.013
54	3	60	1.88	-0.015
54	3	61.2	1.87	-0.003
54	3	62.4	1.87	0.006
54	3	63.6	1.88	0.013
54	3	64.8	1.9	0.02
54	3	66	1.93	0.026
54	3	67.2	1.97	0.029
54	3	68.4	2	0.029
54	3	69.6	2.04	0.026
54	3	70.8	2.06	0.015
54	3	72	2.07	0.001
54	3	73.2	2.06	-0.01
54	3	74.4	2.05	-0.017
54	3	75.6	2.03	-0.021
54	3	76.8	2	-0.028
54	3	78	1.96	-0.032
54	3	79.2	1.92	-0.032
54	3	80.4	1.88	-0.029
54	3	81.6	1.85	-0.032
54	3	82.8	1.81	-0.037
54	3	84	1.76	-0.039
54	3	85.2	1.72	-0.04
54	3	86.4	1.67	-0.041
54	3	87.6	1.62	-0.037
54	3	88.8	1.58	-0.037
54	3	90	1.53	-0.043
54	4	30	1.55	-0.026
54	4	31.2	1.53	-0.017
54	4	32.4	1.51	-0.017
54	4	33.6	1.49	-0.018
54	4	34.8	1.46	-0.017
54	4	36	1.44	-0.017
54	4	37.2	1.42	-0.015
54	4	38.4	1.4	-0.016
54	4	39.6	1.38	-0.016
54	4	40.8	1.37	-0.013
54	4	42	1.35	-0.013
54	4	43.2	1.34	-0.014
54	4	44.4	1.32	-0.011
54	4	45.6	1.31	-0.01
54	4	46.8	1.3	-0.009
54	4	48	1.29	-0.006
54	4	49.2	1.28	-0.006
54	4	50.4	1.27	-0.008
54	4	51.6	1.27	-0.003
54	4	52.8	1.27	0.001
54	4	54	1.26	-0.004
54	4	55.2	1.26	-0.001
54	4	56.4	1.26	0.004
54	4	57.6	1.27	0.008
54	4	58.8	1.28	0.006
54	4	60	1.28	0.003
54	4	61.2	1.3	0.017
54	4	62.4	1.33	0.031
54	4	63.6	1.37	0.041
54	4	64.8	1.42	0.052
54	4	66	1.49	0.065
54	4	67.2	1.58	0.074
54	4	68.4	1.67	0.076
54	4	69.6	1.76	0.067
54	4	70.8	1.83	0.051
54	4	72	1.88	0.029
54	4	73.2	1.9	0.005
54	4	74.4	1.89	-0.007
54	4	75.6	1.88	-0.022
54	4	76.8	1.84	-0.034
54	4	78	1.8	-0.034
54	4	79.2	1.76	-0.033
54	4	80.4	1.72	-0.037
54	4	81.6	1.68	-0.038
54	4	82.8	1.63	-0.038
54	4	84	1.58	-0.045
54	4	85.2	1.52	-0.047
54	4	86.4	1.47	-0.047
54	4	87.6	1.41	-0.047
54	4	88.8	1.36	-0.046
54	4	90	1.3	-0.044
54	5	30	12.6	-0.149
54	5	31.2	12.41	-0.171
54	5	32.4	12.19	-0.194
54	5	33.6	11.94	-0.209
54	5	34.8	11.69	-0.203
54	5	36	11.45	-0.19
54	5	37.2	11.23	-0.188
54	5	38.4	11.01	-0.173
54	5	39.6	10.82	-0.148
54	5	40.8	10.65	-0.138
54	5	42	10.48	-0.147
54	5	43.2	10.29	-0.159
54	5	44.4	10.1	-0.168
54	5	45.6	9.88	-0.187
54	5	46.8	9.64	-0.21
54	5	48	9.38	-0.225
54	5	49.2	9.1	-0.239
54	5	50.4	8.8	-0.235
54	5	51.6	8.52	-0.248
54	5	52.8	8.22	-0.262
54	5	54	7.91	-0.24
54	5	55.2	7.63	-0.228
54	5	56.4	7.37	-0.22
54	5	57.6	7.11	-0.194
54	5	58.8	6.89	-0.177
54	5	60	6.68	-0.163
54	5	61.2	6.5	-0.137
54	5	62.4	6.35	-0.126
54	5	63.6	6.2	-0.122
54	5	64.8	6.06	-0.113
54	5	66	5.92	-0.114
54	5	67.2	5.78	-0.129
54	5	68.4	5.62	-0.14
54	5	69.6	5.44	-0.153
54	5	70.8	5.25	-0.165
54	5	72	5.04	-0.182
54	5	73.2	4.81	-0.202
54	5	74.4	4.57	-0.199
54	5	75.6	4.33	-0.201
54	5	76.8	4.09	-0.205
54	5	78	3.84	-0.207
54	5	79.2	3.59	-0.208
54	5	80.4	3.34	-0.205
54	5	81.6	3.1	-0.201
54	5	82.8	2.86	-0.194
54	5	84	2.64	-0.187
54	5	85.2	2.41	-0.185
54	5	86.4	2.2	-0.181
54	5	87.6	1.99	-0.169
54	5	88.8	1.79	-0.16
54	5	90	1.6	-0.155
54	6	30	1.27	-0.016
54	6	31.2	1.25	-0.016
54	6	32.4	1.23	-0.018
54	6	33.6	1.21	-0.022
54	6	34.8	1.19	-0.016
54	6	36	1.17	-0.012
54	6	37.2	1.16	-0.015
54	6	38.4	1.14	-0.013
54	6	39.6	1.13	-0.012
54	6	40.8	1.11	-0.009
54	6	42	1.1	-0.007
54	6	43.2	1.09	-0.01
54	6	44.4	1.09	-0.002
54	6	45.6	1.08	0
54	6	46.8	1.08	0.003
54	6	48	1.09	0.006
54	6	49.2	1.1	0.007
54	6	50.4	1.1	0.004
54	6	51.6	1.11	0.009
54	6	52.8	1.13	0.014
54	6	54	1.14	0.018
54	6	55.2	1.17	0.022
54	6	56.4	1.2	0.024
54	6	57.6	1.23	0.031
54	6	58.8	1.27	0.042
54	6	60	1.33	0.056
54	6	61.2	1.41	0.076
54	6	62.4	1.52	0.102
54	6	63.6	1.66	0.133
54	6	64.8	1.84	0.166
54	6	66	2.06	0.196
54	6	67.2	2.31	0.219
54	6	68.4	2.57	0.219
54	6	69.6	2.82	0.189
54	6	70.8	3.02	0.128
54	6	72	3.13	0.058
54	6	73.2	3.16	-0.004
54	6	74.4	3.12	-0.059
54	6	75.6	3.03	-0.088
54	6	76.8	2.92	-0.096
54	6	78	2.79	-0.11
54	6	79.2	2.65	-0.116
54	6	80.4	2.51	-0.12
54	6	81.6	2.37	-0.124
54	6	82.8	2.22	-0.122
54	6	84	2.07	-0.117
54	6	85.2	1.93	-0.125
54	6	86.4	1.77	-0.131
54	6	87.6	1.62	-0.124
54	6	88.8	1.48	-0.116
54	6	90	1.34	-0.106
54	7	30	4.43	-0.044
54	7	31.2	4.37	-0.054
54	7	32.4	4.3	-0.061
54	7	33.6	4.23	-0.063
54	7	34.8	4.16	-0.051
54	7	36	4.1	-0.043
54	7	37.2	4.05	-0.045
54	7	38.4	4	-0.036
54	7	39.6	3.96	-0.027
54	7	40.8	3.93	-0.024
54	7	42	3.9	-0.02
54	7	43.2	3.88	-0.015
54	7	44.4	3.86	-0.016
54	7	45.6	3.84	-0.017
54	7	46.8	3.82	-0.015
54	7	48	3.8	-0.027
54	7	49.2	3.76	-0.037
54	7	50.4	3.71	-0.034
54	7	51.6	3.67	-0.04
54	7	52.8	3.61	-0.048
54	7	54	3.55	-0.056
54	7	55.2	3.49	-0.049
54	7	56.4	3.44	-0.04
54	7	57.6	3.39	-0.029
54	7	58.8	3.37	-0.015
54	7	60	3.36	0.004
54	7	61.2	3.38	0.027
54	7	62.4	3.43	0.057
54	7	63.6	3.52	0.103
54	7	64.8	3.67	0.14
54	7	66	3.86	0.18
54	7	67.2	4.11	0.219
54	7	68.4	4.39	0.25
54	7	69.6	4.68	0.22
54	7	70.8	4.88	0.098
54	7	72	4.93	-0.002
54	7	73.2	4.88	-0.083
54	7	74.4	4.74	-0.147
54	7	75.6	4.54	-0.176
54	7	76.8	4.33	-0.181
54	7	78	4.11	-0.186
54	7	79.2	3.88	-0.191
54	7	80.4	3.65	-0.197
54	7	81.6	3.41	-0.192
54	7	82.8	3.18	-0.19
54	7	84	2.95	-0.198
54	7	85.2	2.72	-0.197
54	7	86.4	2.48	-0.192
54	7	87.6	2.25	-0.187
54	7	88.8	2.04	-0.174
54	7	90	1.84	-0.154
54	8	30	35.38	-0.518
54	8	31.2	34.56	-0.834
54	8	32.4	33.44	-1.004
54	8	33.6	32.19	-1.033
54	8	34.8	30.96	-1.022
54	8	36	29.75	-1.002
54	8	37.2	28.56	-0.963
54	8	38.4	27.43	-0.933
54	8	39.6	26.32	-0.93
54	8	40.8	25.2	-0.923
54	8	42	24.1	-0.892
54	8	43.2	23.05	-0.857
54	8	44.4	22.03	-0.86
54	8	45.6	21	-0.855
54	8	46.8	19.99	-0.829
54	8	48	19	-0.803
54	8	49.2	18.05	-0.78
54	8	50.4	17.11	-0.771
54	8	51.6	16.21	-0.748
54	8	52.8	15.32	-0.732
54	8	54	14.45	-0.712
54	8	55.2	13.62	-0.683
54	8	56.4	12.82	-0.658
54	8	57.6	12.04	-0.621
54	8	58.8	11.32	-0.589
54	8	60	10.62	-0.568
54	8	61.2	9.96	-0.531
54	8	62.4	9.35	-0.495
54	8	63.6	8.77	-0.457
54	8	64.8	8.25	-0.419
54	8	66	7.78	-0.366
54	8	67.2	7.38	-0.301
54	8	68.4	7.06	-0.227
54	8	69.6	6.82	-0.173
54	8	70.8	6.62	-0.173
54	8	72	6.41	-0.187
54	8	73.2	6.17	-0.21
54	8	74.4	5.9	-0.235
54	8	75.6	5.61	-0.245
54	8	76.8	5.31	-0.242
54	8	78	5.03	-0.239
54	8	79.2	4.74	-0.239
54	8	80.4	4.45	-0.237
54	8	81.6	4.17	-0.231
54	8	82.8	3.89	-0.231
54	8	84	3.61	-0.245
54	8	85.2	3.31	-0.25
54	8	86.4	3.01	-0.251
54	8	87.6	2.71	-0.25
54	8	88.8	2.42	-0.237
54	8	90	2.14	-0.215
54	9	30	1.36	-0.012
54	9	31.2	1.35	-0.013
54	9	32.4	1.33	-0.015
54	9	33.6	1.31	-0.015
54	9	34.8	1.3	-0.012
54	9	36	1.29	-0.012
54	9	37.2	1.27	-0.013
54	9	38.4	1.26	-0.007
54	9	39.6	1.25	-0.004
54	9	40.8	1.24	-0.012
54	9	42	1.23	-0.008
54	9	43.2	1.22	-0.001
54	9	44.4	1.22	-0.001
54	9	45.6	1.22	-0.001
54	9	46.8	1.22	0
54	9	48	1.22	0.008
54	9	49.2	1.24	0.01
54	9	50.4	1.24	0.005
54	9	51.6	1.25	0.014
54	9	52.8	1.28	0.025
54	9	54	1.31	0.028
54	9	55.2	1.35	0.035
54	9	56.4	1.4	0.046
54	9	57.6	1.46	0.052
54	9	58.8	1.53	0.066
54	9	60	1.62	0.086
54	9	61.2	1.74	0.113
54	9	62.4	1.89	0.144
54	9	63.6	2.08	0.184
54	9	64.8	2.33	0.231
54	9	66	2.64	0.285
54	9	67.2	3.02	0.343
54	9	68.4	3.44	0.359
54	9	69.6	3.86	0.32
54	9	70.8	4.19	0.219
54	9	72	4.37	0.094
54	9	73.2	4.41	-0.018
54	9	74.4	4.34	-0.095
54	9	75.6	4.2	-0.142
54	9	76.8	4.01	-0.159
54	9	78	3.82	-0.172
54	9	79.2	3.61	-0.184
54	9	80.4	3.38	-0.183
54	9	81.6	3.16	-0.188
54	9	82.8	2.93	-0.192
54	9	84	2.7	-0.193
54	9	85.2	2.47	-0.197
54	9	86.4	2.23	-0.2
54	9	87.6	1.98	-0.201
54	9	88.8	1.75	-0.182
54	9	90	1.55	-0.144
54	10	30	5.64	-0.063
54	10	31.2	5.57	-0.058
54	10	32.4	5.5	-0.063
54	10	33.6	5.42	-0.075
54	10	34.8	5.33	-0.063
54	10	36	5.26	-0.057
54	10	37.2	5.19	-0.069
54	10	38.4	5.1	-0.07
54	10	39.6	5.02	-0.07
54	10	40.8	4.93	-0.064
54	10	42	4.86	-0.064
54	10	43.2	4.78	-0.073
54	10	44.4	4.69	-0.068
54	10	45.6	4.62	-0.064
54	10	46.8	4.54	-0.063
54	10	48	4.46	-0.063
54	10	49.2	4.39	-0.056
54	10	50.4	4.33	-0.049
54	10	51.6	4.25	-0.07
54	10	52.8	4.16	-0.075
54	10	54	4.09	-0.045
54	10	55.2	4.04	-0.04
54	10	56.4	3.99	-0.04
54	10	57.6	3.95	-0.033
54	10	58.8	3.91	-0.03
54	10	60	3.88	-0.023
54	10	61.2	3.86	-0.014
54	10	62.4	3.85	-0.003
54	10	63.6	3.85	0.008
54	10	64.8	3.87	0.021
54	10	66	3.91	0.038
54	10	67.2	3.96	0.053
54	10	68.4	4.02	0.047
54	10	69.6	4.07	0.03
54	10	70.8	4.1	0.009
54	10	72	4.09	-0.024
54	10	73.2	4.04	-0.059
54	10	74.4	3.95	-0.076
54	10	75.6	3.85	-0.09
54	10	76.8	3.73	-0.102
54	10	78	3.62	-0.105
54	10	79.2	3.49	-0.109
54	10	80.4	3.36	-0.106
54	10	81.6	3.22	-0.112
54	10	82.8	3.08	-0.113
54	10	84	2.95	-0.114
54	10	85.2	2.81	-0.118
54	10	86.4	2.67	-0.117
54	10	87.6	2.53	-0.118
54	10	88.8	2.38	-0.116
54	10	90	2.25	-0.113
54	11	30	1.38	-0.01
54	11	31.2	1.37	-0.009
54	11	32.4	1.36	-0.012
54	11	33.6	1.35	-0.017
54	11	34.8	1.33	-0.012
54	11	36	1.32	-0.009
54	11	37.2	1.31	-0.008
54	11	38.4	1.3	-0.004
54	11	39.6	1.3	-0.001
54	11	40.8	1.29	-0.008
54	11	42	1.28	-0.005
54	11	43.2	1.28	0.002
54	11	44.4	1.28	0
54	11	45.6	1.28	0.004
54	11	46.8	1.29	0.009
54	11	48	1.3	0.013
54	11	49.2	1.32	0.016
54	11	50.4	1.34	0.017
54	11	51.6	1.36	0.021
54	11	52.8	1.39	0.027
54	11	54	1.43	0.036
54	11	55.2	1.48	0.043
54	11	56.4	1.53	0.053
54	11	57.6	1.6	0.067
54	11	58.8	1.69	0.079
54	11	60	1.79	0.095
54	11	61.2	1.92	0.114
54	11	62.4	2.08	0.148
54	11	63.6	2.29	0.201
54	11	64.8	2.56	0.255
54	11	66	2.9	0.324
54	11	67.2	3.33	0.396
54	11	68.4	3.82	0.408
54	11	69.6	4.29	0.357
54	11	70.8	4.66	0.243
54	11	72	4.87	0.109
54	11	73.2	4.92	-0.012
54	11	74.4	4.85	-0.099
54	11	75.6	4.69	-0.146
54	11	76.8	4.5	-0.168
54	11	78	4.29	-0.187
54	11	79.2	4.06	-0.199
54	11	80.4	3.82	-0.202
54	11	81.6	3.57	-0.206
54	11	82.8	3.32	-0.208
54	11	84	3.07	-0.217
54	11	85.2	2.8	-0.224
54	11	86.4	2.53	-0.228
54	11	87.6	2.25	-0.226
54	11	88.8	1.99	-0.208
54	11	90	1.76	-0.178
54	12	30	1.39	-0.015
54	12	31.2	1.37	-0.013
54	12	32.4	1.36	-0.013
54	12	33.6	1.34	-0.014
54	12	34.8	1.33	-0.01
54	12	36	1.32	-0.009
54	12	37.2	1.3	-0.008
54	12	38.4	1.3	-0.009
54	12	39.6	1.28	-0.01
54	12	40.8	1.27	-0.006
54	12	42	1.27	-0.001
54	12	43.2	1.27	0.001
54	12	44.4	1.27	0
54	12	45.6	1.27	0.001
54	12	46.8	1.27	0.004
54	12	48	1.28	0.005
54	12	49.2	1.29	0.01
54	12	50.4	1.3	0.018
54	12	51.6	1.33	0.022
54	12	52.8	1.36	0.027
54	12	54	1.39	0.036
54	12	55.2	1.44	0.044
54	12	56.4	1.5	0.051
54	12	57.6	1.57	0.07
54	12	58.8	1.66	0.083
54	12	60	1.77	0.096
54	12	61.2	1.9	0.122
54	12	62.4	2.07	0.153
54	12	63.6	2.27	0.196
54	12	64.8	2.54	0.256
54	12	66	2.89	0.325
54	12	67.2	3.32	0.392
54	12	68.4	3.81	0.42
54	12	69.6	4.3	0.382
54	12	70.8	4.7	0.265
54	12	72	4.93	0.125
54	12	73.2	5	-0.004
54	12	74.4	4.94	-0.086
54	12	75.6	4.81	-0.141
54	12	76.8	4.61	-0.174
54	12	78	4.39	-0.194
54	12	79.2	4.15	-0.199
54	12	80.4	3.92	-0.199
54	12	81.6	3.67	-0.214
54	12	82.8	3.41	-0.22
54	12	84	3.15	-0.215
54	12	85.2	2.88	-0.228
54	12	86.4	2.6	-0.235
54	12	87.6	2.33	-0.227
54	12	88.8	2.06	-0.215
54	12	90	1.81	-0.2
54	13	30	1.45	-0.009
54	13	31.2	1.43	-0.01
54	13	32.4	1.42	-0.013
54	13	33.6	1.4	-0.017
54	13	34.8	1.38	-0.012
54	13	36	1.37	-0.006
54	13	37.2	1.37	-0.006
54	13	38.4	1.36	-0.01
54	13	39.6	1.34	-0.011
54	13	40.8	1.34	-0.001
54	13	42	1.33	-0.003
54	13	43.2	1.33	-0.005
54	13	44.4	1.33	0
54	13	45.6	1.33	0.003
54	13	46.8	1.33	0.01
54	13	48	1.34	0.005
54	13	49.2	1.35	0.006
54	13	50.4	1.36	0.016
54	13	51.6	1.39	0.024
54	13	52.8	1.42	0.033
54	13	54	1.46	0.039
54	13	55.2	1.51	0.047
54	13	56.4	1.57	0.059
54	13	57.6	1.65	0.073
54	13	58.8	1.75	0.089
54	13	60	1.87	0.112
54	13	61.2	2.02	0.138
54	13	62.4	2.2	0.169
54	13	63.6	2.43	0.21
54	13	64.8	2.72	0.274
54	13	66	3.09	0.348
54	13	67.2	3.55	0.421
54	13	68.4	4.08	0.447
54	13	69.6	4.6	0.401
54	13	70.8	5.02	0.287
54	13	72	5.27	0.141
54	13	73.2	5.35	0.003
54	13	74.4	5.29	-0.096
54	13	75.6	5.14	-0.153
54	13	76.8	4.94	-0.184
54	13	78	4.7	-0.203
54	13	79.2	4.45	-0.211
54	13	80.4	4.19	-0.215
54	13	81.6	3.93	-0.22
54	13	82.8	3.66	-0.228
54	13	84	3.39	-0.234
54	13	85.2	3.1	-0.244
54	13	86.4	2.8	-0.251
54	13	87.6	2.51	-0.245
54	13	88.8	2.22	-0.23
54	13	90	1.96	-0.207
54	14	30	1.66	-0.01
54	14	31.2	1.65	-0.014
54	14	32.4	1.63	-0.016
54	14	33.6	1.61	-0.015
54	14	34.8	1.59	-0.017
54	14	36	1.57	-0.016
54	14	37.2	1.56	-0.006
54	14	38.4	1.55	-0.007
54	14	39.6	1.54	-0.009
54	14	40.8	1.54	0.003
54	14	42	1.54	0.008
54	14	43.2	1.55	0.01
54	14	44.4	1.57	0.013
54	14	45.6	1.59	0.019
54	14	46.8	1.61	0.024
54	14	48	1.64	0.024
54	14	49.2	1.67	0.025
54	14	50.4	1.7	0.024
54	14	51.6	1.73	0.032
54	14	52.8	1.78	0.042
54	14	54	1.83	0.047
54	14	55.2	1.89	0.055
54	14	56.4	1.97	0.071
54	14	57.6	2.06	0.086
54	14	58.8	2.17	0.095
54	14	60	2.29	0.106
54	14	61.2	2.43	0.132
54	14	62.4	2.61	0.167
54	14	63.6	2.84	0.21
54	14	64.8	3.12	0.261
54	14	66	3.46	0.3
54	14	67.2	3.84	0.318
54	14	68.4	4.2	0.284
54	14	69.6	4.5	0.208
54	14	70.8	4.69	0.103
54	14	72	4.76	0.015
54	14	73.2	4.73	-0.053
54	14	74.4	4.64	-0.103
54	14	75.6	4.5	-0.129
54	14	76.8	4.33	-0.144
54	14	78	4.15	-0.16
54	14	79.2	3.95	-0.165
54	14	80.4	3.75	-0.166
54	14	81.6	3.55	-0.168
54	14	82.8	3.35	-0.166
54	14	84	3.15	-0.161
54	14	85.2	2.98	-0.14
54	14	86.4	2.82	-0.142
54	14	87.6	2.62	-0.17
54	14	88.8	2.42	-0.166
54	14	90	2.24	-0.138
54	15	30	1.51	-0.028
54	15	31.2	1.49	-0.015
54	15	32.4	1.47	-0.011
54	15	33.6	1.46	-0.014
54	15	34.8	1.44	-0.017
54	15	36	1.42	-0.014
54	15	37.2	1.41	-0.009
54	15	38.4	1.4	-0.009
54	15	39.6	1.39	-0.009
54	15	40.8	1.38	-0.007
54	15	42	1.37	-0.006
54	15	43.2	1.36	-0.007
54	15	44.4	1.36	-0.001
54	15	45.6	1.36	0.004
54	15	46.8	1.36	0.005
54	15	48	1.37	0.006
54	15	49.2	1.38	0.013
54	15	50.4	1.4	0.02
54	15	51.6	1.43	0.024
54	15	52.8	1.46	0.03
54	15	54	1.5	0.043
54	15	55.2	1.56	0.051
54	15	56.4	1.62	0.062
54	15	57.6	1.7	0.075
54	15	58.8	1.8	0.092
54	15	60	1.93	0.116
54	15	61.2	2.08	0.137
54	15	62.4	2.26	0.167
54	15	63.6	2.49	0.216
54	15	64.8	2.78	0.279
54	15	66	3.16	0.358
54	15	67.2	3.65	0.439
54	15	68.4	4.2	0.469
54	15	69.6	4.74	0.431
54	15	70.8	5.19	0.309
54	15	72	5.48	0.161
54	15	73.2	5.58	0.019
54	15	74.4	5.54	-0.084
54	15	75.6	5.39	-0.157
54	15	76.8	5.18	-0.197
54	15	78	4.93	-0.205
54	15	79.2	4.68	-0.212
54	15	80.4	4.42	-0.227
54	15	81.6	4.14	-0.238
54	15	82.8	3.85	-0.241
54	15	84	3.57	-0.237
54	15	85.2	3.27	-0.251
54	15	86.4	2.96	-0.259
54	15	87.6	2.65	-0.255
54	15	88.8	2.35	-0.245
54	15	90	2.07	-0.227
54	16	30	1.54	0.002
54	16	31.2	1.54	-0.011
54	16	32.4	1.52	-0.016
54	16	33.6	1.5	-0.013
54	16	34.8	1.49	-0.013
54	16	36	1.47	-0.012
54	16	37.2	1.46	-0.006
54	16	38.4	1.45	-0.009
54	16	39.6	1.44	-0.01
54	16	40.8	1.43	-0.003
54	16	42	1.43	-0.003
54	16	43.2	1.42	-0.005
54	16	44.4	1.42	-0.001
54	16	45.6	1.42	0.002
54	16	46.8	1.42	0.005
54	16	48	1.43	0.008
54	16	49.2	1.44	0.012
54	16	50.4	1.46	0.018
54	16	51.6	1.49	0.027
54	16	52.8	1.53	0.035
54	16	54	1.57	0.041
54	16	55.2	1.63	0.054
54	16	56.4	1.7	0.067
54	16	57.6	1.79	0.079
54	16	58.8	1.89	0.096
54	16	60	2.02	0.116
54	16	61.2	2.18	0.145
54	16	62.4	2.37	0.176
54	16	63.6	2.6	0.219
54	16	64.8	2.91	0.295
54	16	66	3.31	0.38
54	16	67.2	3.81	0.455
54	16	68.4	4.39	0.49
54	16	69.6	4.96	0.452
54	16	70.8	5.43	0.324
54	16	72	5.72	0.162
54	16	73.2	5.82	0.006
54	16	74.4	5.76	-0.089
54	16	75.6	5.61	-0.154
54	16	76.8	5.4	-0.196
54	16	78	5.15	-0.221
54	16	79.2	4.88	-0.231
54	16	80.4	4.6	-0.233
54	16	81.6	4.32	-0.236
54	16	82.8	4.03	-0.242
54	16	84	3.73	-0.256
54	16	85.2	3.42	-0.265
54	16	86.4	3.1	-0.271
54	16	87.6	2.78	-0.27
54	16	88.8	2.46	-0.251
54	16	90	2.18	-0.216
54	17	30	2.37	-0.017
54	17	31.2	2.35	-0.015
54	17	32.4	2.34	-0.014
54	17	33.6	2.32	-0.015
54	17	34.8	2.3	-0.019
54	17	36	2.27	-0.02
54	17	37.2	2.25	-0.024
54	17	38.4	2.22	-0.029
54	17	39.6	2.18	-0.03
54	17	40.8	2.15	-0.026
54	17	42	2.11	-0.029
54	17	43.2	2.07	-0.036
54	17	44.4	2.03	-0.036
54	17	45.6	1.98	-0.046
54	17	46.8	1.92	-0.064
54	17	48	1.83	-0.09
54	17	49.2	1.71	-0.109
54	17	50.4	1.57	-0.101
54	17	51.6	1.48	-0.052
54	17	52.8	1.45	-0.001
54	17	54	1.47	0.029
54	17	55.2	1.52	0.045
54	17	56.4	1.58	0.056
54	17	57.6	1.65	0.069
54	17	58.8	1.74	0.082
54	17	60	1.85	0.094
54	17	61.2	1.97	0.111
54	17	62.4	2.12	0.145
54	17	63.6	2.33	0.195
54	17	64.8	2.6	0.262
54	17	66	2.96	0.354
54	17	67.2	3.45	0.454
54	17	68.4	4.03	0.506
54	17	69.6	4.63	0.475
54	17	70.8	5.13	0.345
54	17	72	5.45	0.18
54	17	73.2	5.56	0.024
54	17	74.4	5.53	-0.074
54	17	75.6	5.39	-0.144
54	17	76.8	5.19	-0.187
54	17	78	4.95	-0.205
54	17	79.2	4.7	-0.217
54	17	80.4	4.43	-0.222
54	17	81.6	4.16	-0.229
54	17	82.8	3.89	-0.237
