file_number	well_number	temperature	intensity	first_derivative
54	90	38.4	1.87	-0.01
54	90	39.6	1.85	-0.014
54	90	40.8	1.84	-0.003
54	90	42	1.84	0
54	90	43.2	1.84	-0.001
54	90	44.4	1.84	0
54	90	45.6	1.84	0.001
54	90	46.8	1.85	0.007
54	90	48	1.86	0.012
54	90	49.2	1.88	0.019
54	90	50.4	1.9	0.024
54	90	51.6	1.94	0.032
54	90	52.8	1.98	0.043
54	90	54	2.04	0.054
54	90	55.2	2.11	0.064
54	90	56.4	2.19	0.079
54	90	57.6	2.3	0.101
54	90	58.8	2.43	0.113
54	90	60	2.57	0.125
54	90	61.2	2.73	0.143
54	90	62.4	2.92	0.175
54	90	63.6	3.16	0.226
54	90	64.8	3.47	0.295
54	90	66	3.87	0.37
54	90	67.2	4.36	0.44
54	90	68.4	4.91	0.462
54	90	69.6	5.44	0.425
54	90	70.8	5.89	0.31
54	90	72	6.18	0.163
54	90	73.2	6.28	0.017
54	90	74.4	6.23	-0.095
54	90	75.6	6.07	-0.164
54	90	76.8	5.85	-0.2
54	90	78	5.59	-0.232
54	90	79.2	5.31	-0.24
54	90	80.4	5.03	-0.239
54	90	81.6	4.72	-0.25
54	90	82.8	4.42	-0.253
54	90	84	4.11	-0.266
54	90	85.2	3.79	-0.276
54	90	86.4	3.45	-0.282
54	90	87.6	3.11	-0.283
54	90	88.8	2.78	-0.263
54	90	90	2.48	-0.223
54	91	30	9.67	-0.234
54	91	31.2	9.35	-0.299
54	91	32.4	8.97	-0.327
54	91	33.6	8.57	-0.325
54	91	34.8	8.17	-0.333
54	91	36	7.77	-0.335
54	91	37.2	7.36	-0.338
54	91	38.4	6.96	-0.339
54	91	39.6	6.55	-0.338
54	91	40.8	6.14	-0.341
54	91	42	5.74	-0.335
54	91	43.2	5.34	-0.324
54	91	44.4	4.96	-0.316
54	91	45.6	4.59	-0.301
54	91	46.8	4.24	-0.274
54	91	48	3.93	-0.244
54	91	49.2	3.66	-0.21
54	91	50.4	3.43	-0.165
54	91	51.6	3.26	-0.115
54	91	52.8	3.15	-0.067
54	91	54	3.1	-0.018
54	91	55.2	3.11	0.025
54	91	56.4	3.16	0.06
54	91	57.6	3.25	0.096
54	91	58.8	3.38	0.114
54	91	60	3.52	0.124
54	91	61.2	3.69	0.159
54	91	62.4	3.91	0.211
54	91	63.6	4.2	0.279
54	91	64.8	4.59	0.372
54	91	66	5.09	0.454
54	91	67.2	5.66	0.496
54	91	68.4	6.25	0.461
54	91	69.6	6.74	0.36
54	91	70.8	7.09	0.22
54	91	72	7.27	0.082
54	91	73.2	7.29	-0.043
54	91	74.4	7.19	-0.114
54	91	75.6	7.03	-0.166
54	91	76.8	6.8	-0.214
54	91	78	6.53	-0.225
54	91	79.2	6.25	-0.233
54	91	80.4	5.96	-0.255
54	91	81.6	5.66	-0.257
54	91	82.8	5.35	-0.261
54	91	84	5.03	-0.269
54	91	85.2	4.7	-0.282
54	91	86.4	4.35	-0.29
54	91	87.6	4.01	-0.288
54	91	88.8	3.67	-0.271
54	91	90	3.36	-0.237
54	92	30	2.92	-0.007
54	92	31.2	2.9	-0.023
54	92	32.4	2.87	-0.031
54	92	33.6	2.83	-0.031
54	92	34.8	2.79	-0.035
54	92	36	2.74	-0.034
54	92	37.2	2.71	-0.033
54	92	38.4	2.67	-0.032
54	92	39.6	2.63	-0.031
54	92	40.8	2.59	-0.033
54	92	42	2.55	-0.026
54	92	43.2	2.53	-0.017
54	92	44.4	2.51	-0.019
54	92	45.6	2.49	-0.014
54	92	46.8	2.48	-0.002
54	92	48	2.48	0.001
54	92	49.2	2.48	0.005
54	92	50.4	2.49	0.012
54	92	51.6	2.51	0.013
54	92	52.8	2.52	0.019
54	92	54	2.56	0.028
54	92	55.2	2.59	0.038
54	92	56.4	2.65	0.05
54	92	57.6	2.7	0.053
54	92	58.8	2.78	0.068
54	92	60	2.87	0.083
54	92	61.2	2.98	0.096
54	92	62.4	3.1	0.107
54	92	63.6	3.24	0.123
54	92	64.8	3.4	0.16
54	92	66	3.62	0.207
54	92	67.2	3.89	0.246
54	92	68.4	4.2	0.259
54	92	69.6	4.5	0.241
54	92	70.8	4.77	0.191
54	92	72	4.94	0.099
54	92	73.2	5	0.005
54	92	74.4	4.97	-0.059
54	92	75.6	4.87	-0.104
54	92	76.8	4.72	-0.135
54	92	78	4.55	-0.151
54	92	79.2	4.36	-0.16
54	92	80.4	4.16	-0.17
54	92	81.6	3.95	-0.186
54	92	82.8	3.72	-0.192
54	92	84	3.5	-0.191
54	92	85.2	3.26	-0.208
54	92	86.4	3	-0.22
54	92	87.6	2.73	-0.222
54	92	88.8	2.47	-0.212
54	92	90	2.23	-0.189
54	93	30	1.66	0.018
54	93	31.2	1.66	-0.008
54	93	32.4	1.64	-0.017
54	93	33.6	1.62	-0.012
54	93	34.8	1.61	-0.01
54	93	36	1.6	-0.013
54	93	37.2	1.58	-0.015
54	93	38.4	1.57	-0.01
54	93	39.6	1.56	-0.008
54	93	40.8	1.55	-0.008
54	93	42	1.54	-0.009
54	93	43.2	1.53	-0.009
54	93	44.4	1.52	-0.002
54	93	45.6	1.52	0
54	93	46.8	1.52	-0.004
54	93	48	1.52	0.001
54	93	49.2	1.52	0.009
54	93	50.4	1.54	0.016
54	93	51.6	1.56	0.019
54	93	52.8	1.58	0.022
54	93	54	1.61	0.033
54	93	55.2	1.66	0.044
54	93	56.4	1.72	0.054
54	93	57.6	1.8	0.075
54	93	58.8	1.9	0.094
54	93	60	2.02	0.111
54	93	61.2	2.16	0.126
54	93	62.4	2.33	0.157
54	93	63.6	2.55	0.207
54	93	64.8	2.83	0.263
54	93	66	3.18	0.333
54	93	67.2	3.63	0.405
54	93	68.4	4.13	0.423
54	93	69.6	4.62	0.382
54	93	70.8	5.03	0.279
54	93	72	5.28	0.144
54	93	73.2	5.37	0.015
54	93	74.4	5.33	-0.081
54	93	75.6	5.19	-0.145
54	93	76.8	4.99	-0.179
54	93	78	4.77	-0.201
54	93	79.2	4.52	-0.209
54	93	80.4	4.27	-0.208
54	93	81.6	4.02	-0.218
54	93	82.8	3.75	-0.226
54	93	84	3.48	-0.229
54	93	85.2	3.2	-0.237
54	93	86.4	2.91	-0.249
54	93	87.6	2.61	-0.248
54	93	88.8	2.32	-0.228
54	93	90	2.06	-0.193
54	94	30	2.17	-0.027
54	94	31.2	2.15	-0.021
54	94	32.4	2.12	-0.022
54	94	33.6	2.09	-0.024
54	94	34.8	2.07	-0.02
54	94	36	2.04	-0.021
54	94	37.2	2.02	-0.022
54	94	38.4	2	-0.015
54	94	39.6	1.98	-0.012
54	94	40.8	1.96	-0.013
54	94	42	1.95	-0.008
54	94	43.2	1.95	-0.005
54	94	44.4	1.94	-0.011
54	94	45.6	1.93	-0.009
54	94	46.8	1.92	-0.001
54	94	48	1.92	0.004
54	94	49.2	1.93	0.011
54	94	50.4	1.95	0.016
54	94	51.6	1.97	0.019
54	94	52.8	2	0.027
54	94	54	2.04	0.042
54	94	55.2	2.09	0.054
54	94	56.4	2.17	0.074
54	94	57.6	2.27	0.096
54	94	58.8	2.4	0.121
54	94	60	2.56	0.147
54	94	61.2	2.74	0.155
54	94	62.4	2.94	0.18
54	94	63.6	3.18	0.222
54	94	64.8	3.47	0.262
54	94	66	3.81	0.311
54	94	67.2	4.22	0.362
54	94	68.4	4.67	0.385
54	94	69.6	5.12	0.351
54	94	70.8	5.48	0.252
54	94	72	5.71	0.126
54	94	73.2	5.79	0.003
54	94	74.4	5.73	-0.09
54	94	75.6	5.59	-0.149
54	94	76.8	5.39	-0.178
54	94	78	5.17	-0.197
54	94	79.2	4.92	-0.207
54	94	80.4	4.67	-0.21
54	94	81.6	4.42	-0.217
54	94	82.8	4.15	-0.225
54	94	84	3.88	-0.235
54	94	85.2	3.59	-0.242
54	94	86.4	3.3	-0.249
54	94	87.6	3	-0.247
54	94	88.8	2.71	-0.233
54	94	90	2.44	-0.21
54	95	30	1.64	-0.018
54	95	31.2	1.62	-0.018
54	95	32.4	1.6	-0.015
54	95	33.6	1.59	-0.011
54	95	34.8	1.57	-0.009
54	95	36	1.56	-0.009
54	95	37.2	1.55	-0.011
54	95	38.4	1.54	-0.01
54	95	39.6	1.53	-0.007
54	95	40.8	1.52	-0.006
54	95	42	1.52	-0.004
54	95	43.2	1.51	-0.001
54	95	44.4	1.51	-0.001
54	95	45.6	1.51	0.002
54	95	46.8	1.52	0.005
54	95	48	1.52	0.008
54	95	49.2	1.53	0.014
54	95	50.4	1.56	0.023
54	95	51.6	1.59	0.028
54	95	52.8	1.63	0.034
54	95	54	1.67	0.05
54	95	55.2	1.74	0.059
54	95	56.4	1.81	0.066
54	95	57.6	1.9	0.08
54	95	58.8	2.01	0.101
54	95	60	2.15	0.12
54	95	61.2	2.3	0.146
54	95	62.4	2.49	0.177
54	95	63.6	2.73	0.217
54	95	64.8	3.03	0.29
54	95	66	3.43	0.369
54	95	67.2	3.91	0.446
54	95	68.4	4.48	0.481
54	95	69.6	5.04	0.446
54	95	70.8	5.51	0.326
54	95	72	5.81	0.169
54	95	73.2	5.92	0.022
54	95	74.4	5.88	-0.084
54	95	75.6	5.73	-0.154
54	95	76.8	5.52	-0.189
54	95	78	5.28	-0.217
54	95	79.2	5.01	-0.232
54	95	80.4	4.73	-0.237
54	95	81.6	4.44	-0.241
54	95	82.8	4.15	-0.246
54	95	84	3.85	-0.261
54	95	85.2	3.53	-0.267
54	95	86.4	3.21	-0.269
54	95	87.6	2.87	-0.276
54	95	88.8	2.55	-0.261
54	95	90	2.26	-0.225
54	96	30	1.56	-0.016
54	96	31.2	1.54	-0.012
54	96	32.4	1.53	-0.012
54	96	33.6	1.52	-0.013
54	96	34.8	1.5	-0.012
54	96	36	1.49	-0.012
54	96	37.2	1.47	-0.011
54	96	38.4	1.46	-0.008
54	96	39.6	1.46	-0.006
54	96	40.8	1.45	-0.006
54	96	42	1.44	-0.006
54	96	43.2	1.43	-0.004
54	96	44.4	1.43	0
54	96	45.6	1.44	0.001
54	96	46.8	1.44	0.003
54	96	48	1.44	0.009
54	96	49.2	1.46	0.014
54	96	50.4	1.48	0.018
54	96	51.6	1.5	0.023
54	96	52.8	1.54	0.034
54	96	54	1.58	0.045
54	96	55.2	1.64	0.054
54	96	56.4	1.72	0.065
54	96	57.6	1.8	0.08
54	96	58.8	1.91	0.099
54	96	60	2.04	0.117
54	96	61.2	2.19	0.135
54	96	62.4	2.37	0.168
54	96	63.6	2.6	0.216
54	96	64.8	2.89	0.281
54	96	66	3.28	0.36
54	96	67.2	3.76	0.442
54	96	68.4	4.32	0.481
54	96	69.6	4.89	0.456
54	96	70.8	5.38	0.34
54	96	72	5.69	0.182
54	96	73.2	5.81	0.034
54	96	74.4	5.78	-0.08
54	96	75.6	5.64	-0.149
54	96	76.8	5.44	-0.189
54	96	78	5.19	-0.217
54	96	79.2	4.92	-0.23
54	96	80.4	4.65	-0.232
54	96	81.6	4.37	-0.235
54	96	82.8	4.08	-0.247
54	96	84	3.77	-0.259
54	96	85.2	3.46	-0.266
54	96	86.4	3.14	-0.272
54	96	87.6	2.81	-0.268
54	96	88.8	2.5	-0.256
54	96	90	2.2	-0.238
54	97	30	1.82	-0.025
54	97	31.2	1.79	-0.03
54	97	32.4	1.75	-0.032
54	97	33.6	1.71	-0.03
54	97	34.8	1.67	-0.029
54	97	36	1.64	-0.028
54	97	37.2	1.6	-0.029
54	97	38.4	1.57	-0.028
54	97	39.6	1.54	-0.027
54	97	40.8	1.51	-0.023
54	97	42	1.48	-0.021
54	97	43.2	1.45	-0.023
54	97	44.4	1.43	-0.02
54	97	45.6	1.4	-0.016
54	97	46.8	1.39	-0.017
54	97	48	1.37	-0.017
54	97	49.2	1.35	-0.014
54	97	50.4	1.34	-0.007
54	97	51.6	1.33	-0.006
54	97	52.8	1.32	-0.005
54	97	54	1.32	-0.002
54	97	55.2	1.31	-0.001
54	97	56.4	1.31	0.001
54	97	57.6	1.31	0
54	97	58.8	1.32	0.005
54	97	60	1.33	0.012
54	97	61.2	1.35	0.024
54	97	62.4	1.38	0.036
54	97	63.6	1.43	0.044
54	97	64.8	1.49	0.056
54	97	66	1.57	0.068
54	97	67.2	1.65	0.078
54	97	68.4	1.75	0.082
54	97	69.6	1.85	0.073
54	97	70.8	1.92	0.046
54	97	72	1.96	0.023
54	97	73.2	1.98	0.004
54	97	74.4	1.97	-0.011
54	97	75.6	1.95	-0.024
54	97	76.8	1.91	-0.035
54	97	78	1.87	-0.035
54	97	79.2	1.83	-0.039
54	97	80.4	1.77	-0.041
54	97	81.6	1.73	-0.043
54	97	82.8	1.67	-0.046
54	97	84	1.62	-0.049
54	97	85.2	1.56	-0.053
54	97	86.4	1.49	-0.054
54	97	87.6	1.43	-0.053
54	97	88.8	1.37	-0.051
54	97	90	1.31	-0.05
54	98	30	3.28	-0.027
54	98	31.2	3.24	-0.048
54	98	32.4	3.17	-0.058
54	98	33.6	3.1	-0.054
54	98	34.8	3.04	-0.047
54	98	36	2.99	-0.046
54	98	37.2	2.93	-0.051
54	98	38.4	2.87	-0.047
54	98	39.6	2.82	-0.043
54	98	40.8	2.76	-0.047
54	98	42	2.71	-0.042
54	98	43.2	2.66	-0.037
54	98	44.4	2.61	-0.042
54	98	45.6	2.56	-0.042
54	98	46.8	2.51	-0.042
54	98	48	2.46	-0.041
54	98	49.2	2.41	-0.037
54	98	50.4	2.37	-0.036
54	98	51.6	2.33	-0.036
54	98	52.8	2.29	-0.035
54	98	54	2.25	-0.032
54	98	55.2	2.21	-0.031
54	98	56.4	2.17	-0.029
54	98	57.6	2.14	-0.027
54	98	58.8	2.11	-0.026
54	98	60	2.08	-0.026
54	98	61.2	2.05	-0.022
54	98	62.4	2.03	-0.011
54	98	63.6	2.03	0.003
54	98	64.8	2.04	0.011
54	98	66	2.05	0.016
54	98	67.2	2.07	0.013
54	98	68.4	2.09	0.015
54	98	69.6	2.11	0.016
54	98	70.8	2.12	0.004
54	98	72	2.12	-0.007
54	98	73.2	2.11	-0.017
54	98	74.4	2.08	-0.022
54	98	75.6	2.05	-0.024
54	98	76.8	2.02	-0.026
54	98	78	1.99	-0.026
54	98	79.2	1.96	-0.027
54	98	80.4	1.93	-0.031
54	98	81.6	1.89	-0.033
54	98	82.8	1.85	-0.034
54	98	84	1.81	-0.037
54	98	85.2	1.76	-0.034
54	98	86.4	1.73	-0.033
54	98	87.6	1.68	-0.035
54	98	88.8	1.64	-0.033
54	98	90	1.61	-0.029
54	99	30	0.76	-0.012
54	99	31.2	0.75	-0.006
54	99	32.4	0.74	-0.005
54	99	33.6	0.74	-0.004
54	99	34.8	0.73	-0.003
54	99	36	0.73	-0.003
54	99	37.2	0.72	-0.003
54	99	38.4	0.72	-0.001
54	99	39.6	0.72	-0.002
54	99	40.8	0.72	-0.001
54	99	42	0.72	0.002
54	99	43.2	0.72	0.003
54	99	44.4	0.72	0.002
54	99	45.6	0.73	0.002
54	99	46.8	0.73	-0.001
54	99	48	0.73	0.001
54	99	49.2	0.73	0.001
54	99	50.4	0.73	0
54	99	51.6	0.73	-0.002
54	99	52.8	0.73	-0.003
54	99	54	0.73	-0.002
54	99	55.2	0.72	-0.003
54	99	56.4	0.72	-0.002
54	99	57.6	0.72	0.001
54	99	58.8	0.72	0.002
54	99	60	0.72	0
54	99	61.2	0.72	0.006
54	99	62.4	0.73	0.012
54	99	63.6	0.75	0.016
54	99	64.8	0.77	0.018
54	99	66	0.79	0.022
54	99	67.2	0.82	0.026
54	99	68.4	0.85	0.025
54	99	69.6	0.88	0.023
54	99	70.8	0.91	0.017
54	99	72	0.92	0.007
54	99	73.2	0.93	0
54	99	74.4	0.93	0.001
54	99	75.6	0.92	-0.003
54	99	76.8	0.92	-0.007
54	99	78	0.91	-0.006
54	99	79.2	0.9	-0.007
54	99	80.4	0.89	-0.005
54	99	81.6	0.89	-0.008
54	99	82.8	0.87	-0.01
54	99	84	0.86	-0.012
54	99	85.2	0.85	-0.015
54	99	86.4	0.83	-0.018
54	99	87.6	0.8	-0.02
54	99	88.8	0.78	-0.021
54	99	90	0.75	-0.022
54	100	30	6.05	-0.091
54	100	31.2	5.93	-0.095
54	100	32.4	5.82	-0.093
54	100	33.6	5.71	-0.088
54	100	34.8	5.6	-0.099
54	100	36	5.47	-0.109
54	100	37.2	5.34	-0.106
54	100	38.4	5.21	-0.112
54	100	39.6	5.07	-0.118
54	100	40.8	4.94	-0.106
54	100	42	4.82	-0.098
54	100	43.2	4.7	-0.094
54	100	44.4	4.58	-0.105
54	100	45.6	4.46	-0.101
54	100	46.8	4.34	-0.095
54	100	48	4.21	-0.118
54	100	49.2	4.06	-0.129
54	100	50.4	3.91	-0.13
54	100	51.6	3.76	-0.129
54	100	52.8	3.6	-0.125
54	100	54	3.46	-0.117
54	100	55.2	3.32	-0.108
54	100	56.4	3.2	-0.094
54	100	57.6	3.09	-0.092
54	100	58.8	2.98	-0.078
54	100	60	2.9	-0.054
54	100	61.2	2.85	-0.038
54	100	62.4	2.81	-0.021
54	100	63.6	2.8	-0.003
54	100	64.8	2.8	0.009
54	100	66	2.82	0.018
54	100	67.2	2.85	0.021
54	100	68.4	2.87	0.019
54	100	69.6	2.89	0.013
54	100	70.8	2.89	-0.01
54	100	72	2.87	-0.026
54	100	73.2	2.83	-0.038
54	100	74.4	2.78	-0.053
54	100	75.6	2.71	-0.059
54	100	76.8	2.63	-0.062
54	100	78	2.56	-0.065
54	100	79.2	2.48	-0.067
54	100	80.4	2.39	-0.07
54	100	81.6	2.31	-0.068
54	100	82.8	2.23	-0.071
54	100	84	2.14	-0.075
54	100	85.2	2.05	-0.076
54	100	86.4	1.96	-0.078
54	100	87.6	1.86	-0.078
54	100	88.8	1.77	-0.075
54	100	90	1.68	-0.074
54	101	30	1.33	-0.016
54	101	31.2	1.31	-0.017
54	101	32.4	1.29	-0.019
54	101	33.6	1.27	-0.021
54	101	34.8	1.25	-0.018
54	101	36	1.23	-0.018
54	101	37.2	1.2	-0.015
54	101	38.4	1.19	-0.013
54	101	39.6	1.17	-0.013
54	101	40.8	1.16	-0.013
54	101	42	1.14	-0.012
54	101	43.2	1.13	-0.01
54	101	44.4	1.12	-0.005
54	101	45.6	1.11	-0.005
54	101	46.8	1.1	-0.008
54	101	48	1.1	-0.005
54	101	49.2	1.09	-0.001
54	101	50.4	1.09	0
54	101	51.6	1.09	0.004
54	101	52.8	1.1	0.007
54	101	54	1.11	0.008
54	101	55.2	1.12	0.011
54	101	56.4	1.14	0.017
54	101	57.6	1.16	0.025
54	101	58.8	1.19	0.028
54	101	60	1.23	0.031
54	101	61.2	1.27	0.043
54	101	62.4	1.33	0.061
54	101	63.6	1.42	0.082
54	101	64.8	1.53	0.102
54	101	66	1.67	0.12
54	101	67.2	1.82	0.14
54	101	68.4	1.99	0.14
54	101	69.6	2.15	0.12
54	101	70.8	2.27	0.086
54	101	72	2.35	0.045
54	101	73.2	2.38	0.009
54	101	74.4	2.38	-0.019
54	101	75.6	2.34	-0.04
54	101	76.8	2.29	-0.05
54	101	78	2.22	-0.055
54	101	79.2	2.15	-0.06
54	101	80.4	2.08	-0.065
54	101	81.6	2	-0.068
54	101	82.8	1.91	-0.072
54	101	84	1.82	-0.079
54	101	85.2	1.72	-0.082
54	101	86.4	1.62	-0.085
54	101	87.6	1.52	-0.084
54	101	88.8	1.42	-0.079
54	101	90	1.33	-0.07
54	102	30	1.49	-0.016
54	102	31.2	1.46	-0.023
54	102	32.4	1.44	-0.024
54	102	33.6	1.41	-0.019
54	102	34.8	1.39	-0.018
54	102	36	1.37	-0.018
54	102	37.2	1.35	-0.02
54	102	38.4	1.32	-0.015
54	102	39.6	1.31	-0.009
54	102	40.8	1.3	-0.01
54	102	42	1.28	-0.01
54	102	43.2	1.27	-0.007
54	102	44.4	1.27	-0.002
54	102	45.6	1.27	-0.001
54	102	46.8	1.27	0.002
54	102	48	1.27	0.002
54	102	49.2	1.27	0.004
54	102	50.4	1.28	0.008
54	102	51.6	1.3	0.014
54	102	52.8	1.32	0.018
54	102	54	1.34	0.022
54	102	55.2	1.37	0.027
54	102	56.4	1.4	0.032
54	102	57.6	1.45	0.042
54	102	58.8	1.51	0.055
54	102	60	1.58	0.067
54	102	61.2	1.68	0.091
54	102	62.4	1.8	0.124
54	102	63.6	1.97	0.157
54	102	64.8	2.18	0.187
54	102	66	2.42	0.216
54	102	67.2	2.7	0.237
54	102	68.4	2.98	0.232
54	102	69.6	3.24	0.2
54	102	70.8	3.44	0.127
54	102	72	3.55	0.047
54	102	73.2	3.56	-0.024
54	102	74.4	3.49	-0.072
54	102	75.6	3.38	-0.105
54	102	76.8	3.24	-0.122
54	102	78	3.09	-0.133
54	102	79.2	2.93	-0.137
54	102	80.4	2.77	-0.136
54	102	81.6	2.6	-0.133
54	102	82.8	2.44	-0.135
54	102	84	2.27	-0.144
54	102	85.2	2.1	-0.144
54	102	86.4	1.93	-0.142
54	102	87.6	1.76	-0.139
54	102	88.8	1.6	-0.124
54	102	90	1.46	-0.098
54	103	30	1.57	-0.026
54	103	31.2	1.54	-0.021
54	103	32.4	1.52	-0.019
54	103	33.6	1.5	-0.02
54	103	34.8	1.47	-0.018
54	103	36	1.45	-0.015
54	103	37.2	1.43	-0.016
54	103	38.4	1.41	-0.013
54	103	39.6	1.4	-0.01
54	103	40.8	1.39	-0.008
54	103	42	1.38	-0.005
54	103	43.2	1.38	-0.003
54	103	44.4	1.37	-0.002
54	103	45.6	1.37	0.001
54	103	46.8	1.38	0.004
54	103	48	1.38	0.008
54	103	49.2	1.39	0.009
54	103	50.4	1.4	0.011
54	103	51.6	1.42	0.017
54	103	52.8	1.44	0.024
54	103	54	1.48	0.025
54	103	55.2	1.51	0.034
54	103	56.4	1.56	0.048
54	103	57.6	1.62	0.061
54	103	58.8	1.71	0.074
54	103	60	1.8	0.089
54	103	61.2	1.93	0.122
54	103	62.4	2.1	0.163
54	103	63.6	2.32	0.202
54	103	64.8	2.58	0.242
54	103	66	2.9	0.285
54	103	67.2	3.27	0.318
54	103	68.4	3.65	0.313
54	103	69.6	4	0.268
54	103	70.8	4.27	0.176
54	103	72	4.42	0.063
54	103	73.2	4.43	-0.038
54	103	74.4	4.34	-0.101
54	103	75.6	4.19	-0.141
54	103	76.8	4.01	-0.165
54	103	78	3.8	-0.178
54	103	79.2	3.59	-0.183
54	103	80.4	3.37	-0.183
54	103	81.6	3.15	-0.182
54	103	82.8	2.93	-0.189
54	103	84	2.69	-0.196
54	103	85.2	2.46	-0.198
54	103	86.4	2.22	-0.201
54	103	87.6	1.98	-0.195
54	103	88.8	1.76	-0.177
54	103	90	1.56	-0.147
54	104	30	7.59	-0.097
54	104	31.2	7.43	-0.161
54	104	32.4	7.21	-0.199
54	104	33.6	6.96	-0.209
54	104	34.8	6.72	-0.201
54	104	36	6.49	-0.181
54	104	37.2	6.29	-0.152
54	104	38.4	6.11	-0.139
54	104	39.6	5.95	-0.133
54	104	40.8	5.79	-0.128
54	104	42	5.65	-0.117
54	104	43.2	5.51	-0.107
54	104	44.4	5.38	-0.105
54	104	45.6	5.26	-0.096
54	104	46.8	5.16	-0.09
54	104	48	5.04	-0.098
54	104	49.2	4.91	-0.12
54	104	50.4	4.75	-0.148
54	104	51.6	4.55	-0.175
54	104	52.8	4.33	-0.192
54	104	54	4.11	-0.18
54	104	55.2	3.9	-0.161
54	104	56.4	3.72	-0.145
54	104	57.6	3.55	-0.131
54	104	58.8	3.41	-0.108
54	104	60	3.3	-0.077
54	104	61.2	3.23	-0.03
54	104	62.4	3.23	0.025
54	104	63.6	3.29	0.082
54	104	64.8	3.43	0.145
54	104	66	3.64	0.205
54	104	67.2	3.92	0.259
54	104	68.4	4.24	0.272
54	104	69.6	4.55	0.235
54	104	70.8	4.79	0.141
54	104	72	4.89	0.032
54	104	73.2	4.86	-0.061
54	104	74.4	4.75	-0.12
54	104	75.6	4.58	-0.159
54	104	76.8	4.37	-0.18
54	104	78	4.15	-0.198
54	104	79.2	3.91	-0.201
54	104	80.4	3.67	-0.194
54	104	81.6	3.44	-0.199
54	104	82.8	3.2	-0.203
54	104	84	2.95	-0.209
54	104	85.2	2.7	-0.214
54	104	86.4	2.44	-0.215
54	104	87.6	2.19	-0.205
54	104	88.8	1.95	-0.191
54	104	90	1.73	-0.176
54	105	30	1.7	-0.035
54	105	31.2	1.67	-0.019
54	105	32.4	1.65	-0.014
54	105	33.6	1.63	-0.016
54	105	34.8	1.62	-0.014
54	105	36	1.6	-0.014
54	105	37.2	1.59	-0.011
54	105	38.4	1.57	-0.008
54	105	39.6	1.57	-0.008
54	105	40.8	1.56	-0.006
54	105	42	1.55	-0.001
54	105	43.2	1.55	0
54	105	44.4	1.55	0.002
54	105	45.6	1.55	0.004
54	105	46.8	1.56	-0.001
54	105	48	1.56	0.006
54	105	49.2	1.57	0.013
54	105	50.4	1.59	0.02
54	105	51.6	1.62	0.022
54	105	52.8	1.65	0.026
54	105	54	1.69	0.039
54	105	55.2	1.74	0.052
54	105	56.4	1.81	0.063
54	105	57.6	1.89	0.077
54	105	58.8	2	0.095
54	105	60	2.12	0.116
54	105	61.2	2.28	0.142
54	105	62.4	2.47	0.183
54	105	63.6	2.72	0.236
54	105	64.8	3.04	0.293
54	105	66	3.43	0.354
54	105	67.2	3.89	0.416
54	105	68.4	4.41	0.43
54	105	69.6	4.9	0.377
54	105	70.8	5.28	0.256
54	105	72	5.51	0.116
54	105	73.2	5.56	-0.015
54	105	74.4	5.48	-0.115
54	105	75.6	5.3	-0.17
54	105	76.8	5.08	-0.201
54	105	78	4.83	-0.221
54	105	79.2	4.56	-0.227
54	105	80.4	4.28	-0.226
54	105	81.6	4	-0.241
54	105	82.8	3.71	-0.247
54	105	84	3.42	-0.241
54	105	85.2	3.12	-0.255
54	105	86.4	2.81	-0.263
54	105	87.6	2.5	-0.254
54	105	88.8	2.2	-0.231
54	105	90	1.95	-0.197
54	106	30	9.1	-0.081
54	106	31.2	8.98	-0.117
54	106	32.4	8.82	-0.132
54	106	33.6	8.67	-0.126
54	106	34.8	8.52	-0.12
54	106	36	8.38	-0.108
54	106	37.2	8.27	-0.089
54	106	38.4	8.16	-0.081
54	106	39.6	8.07	-0.07
54	106	40.8	8.01	-0.039
54	106	42	7.98	-0.008
54	106	43.2	7.99	0.021
54	106	44.4	8.03	0.055
54	106	45.6	8.12	0.095
54	106	46.8	8.27	0.14
54	106	48	8.46	0.176
54	106	49.2	8.69	0.205
54	106	50.4	8.94	0.231
54	106	51.6	9.23	0.239
54	106	52.8	9.51	0.208
54	106	54	9.72	0.142
54	106	55.2	9.84	0.063
54	106	56.4	9.88	0.008
54	106	57.6	9.89	0.008
54	106	58.8	9.92	0.041
54	106	60	9.99	0.096
54	106	61.2	10.13	0.134
54	106	62.4	10.31	0.158
54	106	63.6	10.51	0.174
54	106	64.8	10.73	0.183
54	106	66	10.95	0.186
54	106	67.2	11.18	0.19
54	106	68.4	11.39	0.149
54	106	69.6	11.53	0.079
54	106	70.8	11.57	-0.011
54	106	72	11.51	-0.088
54	106	73.2	11.36	-0.149
54	106	74.4	11.16	-0.187
54	106	75.6	10.92	-0.208
54	106	76.8	10.67	-0.22
54	106	78	10.4	-0.232
54	106	79.2	10.11	-0.236
54	106	80.4	9.83	-0.232
54	106	81.6	9.55	-0.245
54	106	82.8	9.25	-0.25
54	106	84	8.96	-0.239
54	106	85.2	8.66	-0.253
54	106	86.4	8.34	-0.258
54	106	87.6	8.04	-0.257
54	106	88.8	7.73	-0.259
54	106	90	7.41	-0.261
54	107	30	1.88	-0.02
54	107	31.2	1.86	-0.019
54	107	32.4	1.84	-0.017
54	107	33.6	1.82	-0.015
54	107	34.8	1.8	-0.016
