file_number	well_number	temperature	intensity	first_derivative	file_well
10	96	36	1.23	-0.009	10-96
10	96	37.2	1.21	-0.003	10-96
10	96	38.4	1.21	-0.005	10-96
10	96	39.6	1.2	-0.008	10-96
10	96	40.8	1.2	-0.001	10-96
10	96	42	1.2	-0.002	10-96
10	96	43.2	1.19	-0.002	10-96
10	96	44.4	1.19	0.002	10-96
10	96	45.6	1.2	0.004	10-96
10	96	46.8	1.2	0.005	10-96
10	96	48	1.21	0.005	10-96
10	96	49.2	1.22	0.01	10-96
10	96	50.4	1.23	0.017	10-96
10	96	51.6	1.25	0.019	10-96
10	96	52.8	1.28	0.025	10-96
10	96	54	1.32	0.035	10-96
10	96	55.2	1.36	0.039	10-96
10	96	56.4	1.41	0.047	10-96
10	96	57.6	1.48	0.067	10-96
10	96	58.8	1.57	0.077	10-96
10	96	60	1.66	0.086	10-96
10	96	61.2	1.78	0.106	10-96
10	96	62.4	1.93	0.145	10-96
10	96	63.6	2.13	0.198	10-96
10	96	64.8	2.4	0.251	10-96
10	96	66	2.73	0.305	10-96
10	96	67.2	3.13	0.364	10-96
10	96	68.4	3.59	0.386	10-96
10	96	69.6	4.03	0.342	10-96
10	96	70.8	4.38	0.22	10-96
10	96	72	4.56	0.091	10-96
10	96	73.2	4.6	-0.02	10-96
10	96	74.4	4.53	-0.097	10-96
10	96	75.6	4.38	-0.142	10-96
10	96	76.8	4.2	-0.169	10-96
10	96	78	3.98	-0.184	10-96
10	96	79.2	3.76	-0.19	10-96
10	96	80.4	3.53	-0.189	10-96
10	96	81.6	3.3	-0.194	10-96
10	96	82.8	3.07	-0.201	10-96
10	96	84	2.82	-0.203	10-96
10	96	85.2	2.58	-0.211	10-96
10	96	86.4	2.32	-0.214	10-96
10	96	87.6	2.07	-0.204	10-96
10	96	88.8	1.83	-0.196	10-96
10	96	90	1.6	-0.19	10-96
10	119	30	1.31	-0.006	10-119
10	119	31.2	1.3	-0.008	10-119
10	119	32.4	1.29	-0.009	10-119
10	119	33.6	1.28	-0.011	10-119
10	119	34.8	1.26	-0.01	10-119
10	119	36	1.25	-0.008	10-119
10	119	37.2	1.24	-0.008	10-119
10	119	38.4	1.23	-0.005	10-119
10	119	39.6	1.23	-0.002	10-119
10	119	40.8	1.23	-0.004	10-119
10	119	42	1.22	-0.003	10-119
10	119	43.2	1.22	-0.001	10-119
10	119	44.4	1.22	-0.001	10-119
10	119	45.6	1.22	0.001	10-119
10	119	46.8	1.22	0.007	10-119
10	119	48	1.23	0.007	10-119
10	119	49.2	1.24	0.009	10-119
10	119	50.4	1.26	0.015	10-119
10	119	51.6	1.28	0.021	10-119
10	119	52.8	1.3	0.026	10-119
10	119	54	1.34	0.029	10-119
10	119	55.2	1.38	0.038	10-119
10	119	56.4	1.43	0.048	10-119
10	119	57.6	1.5	0.059	10-119
10	119	58.8	1.58	0.074	10-119
10	119	60	1.67	0.091	10-119
10	119	61.2	1.79	0.111	10-119
10	119	62.4	1.95	0.148	10-119
10	119	63.6	2.15	0.2	10-119
10	119	64.8	2.43	0.256	10-119
10	119	66	2.77	0.311	10-119
10	119	67.2	3.18	0.367	10-119
10	119	68.4	3.63	0.385	10-119
10	119	69.6	4.08	0.347	10-119
10	119	70.8	4.44	0.234	10-119
10	119	72	4.64	0.106	10-119
10	119	73.2	4.7	-0.011	10-119
10	119	74.4	4.63	-0.09	10-119
10	119	75.6	4.49	-0.14	10-119
10	119	76.8	4.3	-0.169	10-119
10	119	78	4.09	-0.185	10-119
10	119	79.2	3.86	-0.194	10-119
10	119	80.4	3.63	-0.198	10-119
10	119	81.6	3.39	-0.2	10-119
10	119	82.8	3.15	-0.204	10-119
10	119	84	2.9	-0.208	10-119
10	119	85.2	2.65	-0.216	10-119
10	119	86.4	2.38	-0.221	10-119
10	119	87.6	2.12	-0.217	10-119
10	119	88.8	1.87	-0.197	10-119
10	119	90	1.65	-0.162	10-119
10	120	30	1.24	0.004	10-120
10	120	31.2	1.24	-0.006	10-120
10	120	32.4	1.23	-0.011	10-120
10	120	33.6	1.21	-0.01	10-120
10	120	34.8	1.2	-0.009	10-120
10	120	36	1.19	-0.007	10-120
10	120	37.2	1.19	-0.003	10-120
10	120	38.4	1.18	-0.005	10-120
10	120	39.6	1.17	-0.005	10-120
10	120	40.8	1.17	0	10-120
10	120	42	1.17	-0.001	10-120
10	120	43.2	1.17	0	10-120
10	120	44.4	1.17	0.002	10-120
10	120	45.6	1.17	0.001	10-120
10	120	46.8	1.17	0.001	10-120
10	120	48	1.18	0.007	10-120
10	120	49.2	1.19	0.011	10-120
10	120	50.4	1.2	0.013	10-120
10	120	51.6	1.22	0.02	10-120
10	120	52.8	1.25	0.027	10-120
10	120	54	1.28	0.03	10-120
10	120	55.2	1.32	0.038	10-120
10	120	56.4	1.38	0.047	10-120
10	120	57.6	1.44	0.059	10-120
10	120	58.8	1.52	0.073	10-120
10	120	60	1.62	0.088	10-120
10	120	61.2	1.73	0.107	10-120
10	120	62.4	1.88	0.142	10-120
10	120	63.6	2.08	0.194	10-120
10	120	64.8	2.35	0.252	10-120
10	120	66	2.68	0.306	10-120
10	120	67.2	3.08	0.351	10-120
10	120	68.4	3.51	0.363	10-120
10	120	69.6	3.93	0.327	10-120
10	120	70.8	4.27	0.22	10-120
10	120	72	4.45	0.094	10-120
10	120	73.2	4.5	-0.018	10-120
10	120	74.4	4.42	-0.094	10-120
10	120	75.6	4.27	-0.142	10-120
10	120	76.8	4.08	-0.172	10-120
10	120	78	3.87	-0.181	10-120
10	120	79.2	3.65	-0.186	10-120
10	120	80.4	3.43	-0.186	10-120
10	120	81.6	3.2	-0.192	10-120
10	120	82.8	2.97	-0.197	10-120
10	120	84	2.73	-0.202	10-120
10	120	85.2	2.48	-0.209	10-120
10	120	86.4	2.23	-0.207	10-120
10	120	87.6	1.99	-0.198	10-120
10	120	88.8	1.76	-0.186	10-120
10	120	90	1.54	-0.169	10-120
10	143	30	1.24	-0.008	10-143
10	143	31.2	1.23	-0.008	10-143
10	143	32.4	1.22	-0.008	10-143
10	143	33.6	1.21	-0.012	10-143
10	143	34.8	1.19	-0.009	10-143
10	143	36	1.18	-0.004	10-143
10	143	37.2	1.18	-0.007	10-143
10	143	38.4	1.17	-0.008	10-143
10	143	39.6	1.16	-0.005	10-143
10	143	40.8	1.16	-0.003	10-143
10	143	42	1.16	-0.002	10-143
10	143	43.2	1.15	0	10-143
10	143	44.4	1.15	-0.002	10-143
10	143	45.6	1.15	0.001	10-143
10	143	46.8	1.16	0.007	10-143
10	143	48	1.16	0.004	10-143
10	143	49.2	1.17	0.007	10-143
10	143	50.4	1.18	0.015	10-143
10	143	51.6	1.2	0.019	10-143
10	143	52.8	1.23	0.024	10-143
10	143	54	1.26	0.026	10-143
10	143	55.2	1.3	0.035	10-143
10	143	56.4	1.34	0.047	10-143
10	143	57.6	1.41	0.053	10-143
10	143	58.8	1.48	0.066	10-143
10	143	60	1.57	0.086	10-143
10	143	61.2	1.68	0.107	10-143
10	143	62.4	1.83	0.14	10-143
10	143	63.6	2.02	0.186	10-143
10	143	64.8	2.28	0.24	10-143
10	143	66	2.6	0.293	10-143
10	143	67.2	2.98	0.35	10-143
10	143	68.4	3.43	0.373	10-143
10	143	69.6	3.86	0.327	10-143
10	143	70.8	4.18	0.208	10-143
10	143	72	4.36	0.087	10-143
10	143	73.2	4.39	-0.015	10-143
10	143	74.4	4.33	-0.091	10-143
10	143	75.6	4.19	-0.138	10-143
10	143	76.8	4.01	-0.161	10-143
10	143	78	3.81	-0.174	10-143
10	143	79.2	3.59	-0.18	10-143
10	143	80.4	3.38	-0.18	10-143
10	143	81.6	3.16	-0.188	10-143
10	143	82.8	2.93	-0.195	10-143
10	143	84	2.69	-0.199	10-143
10	143	85.2	2.44	-0.21	10-143
10	143	86.4	2.19	-0.211	10-143
10	143	87.6	1.95	-0.196	10-143
10	143	88.8	1.72	-0.186	10-143
10	143	90	1.5	-0.18	10-143
10	144	30	1.23	-0.015	10-144
10	144	31.2	1.21	-0.01	10-144
10	144	32.4	1.2	-0.008	10-144
10	144	33.6	1.19	-0.007	10-144
10	144	34.8	1.18	-0.009	10-144
10	144	36	1.17	-0.009	10-144
10	144	37.2	1.16	-0.008	10-144
10	144	38.4	1.15	-0.005	10-144
10	144	39.6	1.15	-0.001	10-144
10	144	40.8	1.15	-0.003	10-144
10	144	42	1.14	-0.003	10-144
10	144	43.2	1.14	0	10-144
10	144	44.4	1.14	0	10-144
10	144	45.6	1.14	-0.001	10-144
10	144	46.8	1.14	0	10-144
10	144	48	1.14	0.007	10-144
10	144	49.2	1.16	0.011	10-144
10	144	50.4	1.17	0.01	10-144
10	144	51.6	1.18	0.015	10-144
10	144	52.8	1.21	0.023	10-144
10	144	54	1.24	0.032	10-144
10	144	55.2	1.28	0.037	10-144
10	144	56.4	1.33	0.043	10-144
10	144	57.6	1.39	0.056	10-144
10	144	58.8	1.46	0.069	10-144
10	144	60	1.55	0.083	10-144
10	144	61.2	1.66	0.103	10-144
10	144	62.4	1.81	0.141	10-144
10	144	63.6	2.01	0.19	10-144
10	144	64.8	2.26	0.238	10-144
10	144	66	2.58	0.291	10-144
10	144	67.2	2.96	0.344	10-144
10	144	68.4	3.39	0.359	10-144
10	144	69.6	3.8	0.316	10-144
10	144	70.8	4.12	0.206	10-144
10	144	72	4.29	0.084	10-144
10	144	73.2	4.33	-0.019	10-144
10	144	74.4	4.26	-0.096	10-144
10	144	75.6	4.11	-0.142	10-144
10	144	76.8	3.93	-0.162	10-144
10	144	78	3.72	-0.172	10-144
10	144	79.2	3.52	-0.176	10-144
10	144	80.4	3.3	-0.184	10-144
10	144	81.6	3.08	-0.186	10-144
10	144	82.8	2.85	-0.187	10-144
10	144	84	2.63	-0.193	10-144
10	144	85.2	2.39	-0.196	10-144
10	144	86.4	2.16	-0.2	10-144
10	144	87.6	1.92	-0.197	10-144
10	144	88.8	1.69	-0.178	10-144
10	144	90	1.49	-0.145	10-144
10	167	30	1.22	-0.008	10-167
10	167	31.2	1.21	-0.009	10-167
10	167	32.4	1.2	-0.008	10-167
10	167	33.6	1.19	-0.009	10-167
10	167	34.8	1.17	-0.012	10-167
10	167	36	1.16	-0.009	10-167
10	167	37.2	1.15	-0.005	10-167
10	167	38.4	1.14	-0.006	10-167
10	167	39.6	1.14	-0.005	10-167
10	167	40.8	1.13	-0.001	10-167
10	167	42	1.13	0	10-167
10	167	43.2	1.13	-0.001	10-167
10	167	44.4	1.13	-0.001	10-167
10	167	45.6	1.13	0.002	10-167
10	167	46.8	1.13	0.004	10-167
10	167	48	1.14	0.005	10-167
10	167	49.2	1.15	0.009	10-167
10	167	50.4	1.16	0.01	10-167
10	167	51.6	1.17	0.017	10-167
10	167	52.8	1.2	0.026	10-167
10	167	54	1.23	0.028	10-167
10	167	55.2	1.27	0.036	10-167
10	167	56.4	1.32	0.047	10-167
10	167	57.6	1.38	0.055	10-167
10	167	58.8	1.45	0.065	10-167
10	167	60	1.54	0.082	10-167
10	167	61.2	1.65	0.105	10-167
10	167	62.4	1.8	0.137	10-167
10	167	63.6	1.99	0.18	10-167
10	167	64.8	2.24	0.239	10-167
10	167	66	2.55	0.288	10-167
10	167	67.2	2.92	0.324	10-167
10	167	68.4	3.33	0.346	10-167
10	167	69.6	3.73	0.314	10-167
10	167	70.8	4.06	0.213	10-167
10	167	72	4.24	0.091	10-167
10	167	73.2	4.28	-0.013	10-167
10	167	74.4	4.22	-0.082	10-167
10	167	75.6	4.09	-0.128	10-167
10	167	76.8	3.92	-0.155	10-167
10	167	78	3.72	-0.166	10-167
10	167	79.2	3.52	-0.175	10-167
10	167	80.4	3.3	-0.182	10-167
10	167	81.6	3.09	-0.18	10-167
10	167	82.8	2.87	-0.184	10-167
10	167	84	2.64	-0.196	10-167
10	167	85.2	2.4	-0.198	10-167
10	167	86.4	2.17	-0.197	10-167
10	167	87.6	1.93	-0.192	10-167
10	167	88.8	1.71	-0.181	10-167
10	167	90	1.5	-0.167	10-167
10	168	30	1.19	-0.001	10-168
10	168	31.2	1.19	-0.005	10-168
10	168	32.4	1.18	-0.009	10-168
10	168	33.6	1.17	-0.012	10-168
10	168	34.8	1.15	-0.01	10-168
10	168	36	1.14	-0.008	10-168
10	168	37.2	1.13	-0.005	10-168
10	168	38.4	1.13	-0.006	10-168
10	168	39.6	1.12	-0.008	10-168
10	168	40.8	1.11	0	10-168
10	168	42	1.11	0.001	10-168
10	168	43.2	1.11	-0.002	10-168
10	168	44.4	1.11	0.001	10-168
10	168	45.6	1.12	0.002	10-168
10	168	46.8	1.12	0.004	10-168
10	168	48	1.12	0.004	10-168
10	168	49.2	1.13	0.007	10-168
10	168	50.4	1.14	0.014	10-168
10	168	51.6	1.16	0.016	10-168
10	168	52.8	1.18	0.021	10-168
10	168	54	1.21	0.032	10-168
10	168	55.2	1.26	0.039	10-168
10	168	56.4	1.3	0.044	10-168
10	168	57.6	1.36	0.052	10-168
10	168	58.8	1.43	0.063	10-168
10	168	60	1.51	0.079	10-168
10	168	61.2	1.63	0.104	10-168
10	168	62.4	1.77	0.139	10-168
10	168	63.6	1.96	0.189	10-168
10	168	64.8	2.22	0.235	10-168
10	168	66	2.53	0.279	10-168
10	168	67.2	2.89	0.322	10-168
10	168	68.4	3.29	0.347	10-168
10	168	69.6	3.7	0.315	10-168
10	168	70.8	4.01	0.203	10-168
10	168	72	4.18	0.087	10-168
10	168	73.2	4.22	-0.013	10-168
10	168	74.4	4.16	-0.088	10-168
10	168	75.6	4.03	-0.132	10-168
10	168	76.8	3.85	-0.154	10-168
10	168	78	3.66	-0.167	10-168
10	168	79.2	3.45	-0.178	10-168
10	168	80.4	3.24	-0.182	10-168
10	168	81.6	3.02	-0.181	10-168
10	168	82.8	2.8	-0.185	10-168
10	168	84	2.57	-0.192	10-168
10	168	85.2	2.34	-0.195	10-168
10	168	86.4	2.11	-0.197	10-168
10	168	87.6	1.87	-0.192	10-168
10	168	88.8	1.65	-0.173	10-168
10	168	90	1.46	-0.146	10-168
10	191	30	1.26	0.008	10-191
10	191	31.2	1.26	-0.005	10-191
10	191	32.4	1.25	-0.011	10-191
10	191	33.6	1.24	-0.01	10-191
10	191	34.8	1.23	-0.008	10-191
10	191	36	1.22	-0.008	10-191
10	191	37.2	1.21	-0.009	10-191
10	191	38.4	1.2	-0.008	10-191
10	191	39.6	1.19	-0.005	10-191
10	191	40.8	1.19	0	10-191
10	191	42	1.19	0.001	10-191
10	191	43.2	1.19	0	10-191
10	191	44.4	1.19	-0.002	10-191
10	191	45.6	1.19	0	10-191
10	191	46.8	1.19	0.004	10-191
10	191	48	1.2	0.007	10-191
10	191	49.2	1.21	0.009	10-191
10	191	50.4	1.22	0.013	10-191
10	191	51.6	1.24	0.02	10-191
10	191	52.8	1.27	0.025	10-191
10	191	54	1.3	0.033	10-191
10	191	55.2	1.34	0.039	10-191
10	191	56.4	1.4	0.048	10-191
10	191	57.6	1.46	0.059	10-191
10	191	58.8	1.54	0.072	10-191
10	191	60	1.63	0.089	10-191
10	191	61.2	1.75	0.106	10-191
10	191	62.4	1.9	0.141	10-191
10	191	63.6	2.1	0.192	10-191
10	191	64.8	2.36	0.249	10-191
10	191	66	2.69	0.303	10-191
10	191	67.2	3.08	0.351	10-191
10	191	68.4	3.52	0.372	10-191
10	191	69.6	3.95	0.331	10-191
10	191	70.8	4.28	0.214	10-191
10	191	72	4.46	0.088	10-191
10	191	73.2	4.5	-0.017	10-191
10	191	74.4	4.44	-0.086	10-191
10	191	75.6	4.3	-0.14	10-191
10	191	76.8	4.11	-0.168	10-191
10	191	78	3.9	-0.18	10-191
10	191	79.2	3.68	-0.187	10-191
10	191	80.4	3.45	-0.186	10-191
10	191	81.6	3.23	-0.193	10-191
10	191	82.8	2.99	-0.196	10-191
10	191	84	2.76	-0.196	10-191
10	191	85.2	2.52	-0.206	10-191
10	191	86.4	2.26	-0.211	10-191
10	191	87.6	2.01	-0.204	10-191
10	191	88.8	1.78	-0.182	10-191
10	191	90	1.58	-0.145	10-191
10	192	30	1.28	-0.003	10-192
10	192	31.2	1.27	-0.011	10-192
10	192	32.4	1.26	-0.013	10-192
10	192	33.6	1.25	-0.01	10-192
10	192	34.8	1.24	-0.008	10-192
10	192	36	1.23	-0.008	10-192
10	192	37.2	1.22	-0.006	10-192
10	192	38.4	1.21	-0.008	10-192
10	192	39.6	1.2	-0.007	10-192
10	192	40.8	1.2	0.001	10-192
10	192	42	1.2	-0.003	10-192
10	192	43.2	1.19	-0.005	10-192
10	192	44.4	1.19	0	10-192
10	192	45.6	1.19	0.002	10-192
10	192	46.8	1.19	0.006	10-192
10	192	48	1.2	0.006	10-192
10	192	49.2	1.21	0.008	10-192
10	192	50.4	1.22	0.015	10-192
10	192	51.6	1.24	0.019	10-192
10	192	52.8	1.27	0.024	10-192
10	192	54	1.3	0.029	10-192
10	192	55.2	1.34	0.041	10-192
10	192	56.4	1.4	0.051	10-192
10	192	57.6	1.46	0.056	10-192
10	192	58.8	1.54	0.071	10-192
10	192	60	1.64	0.089	10-192
10	192	61.2	1.75	0.107	10-192
10	192	62.4	1.9	0.144	10-192
10	192	63.6	2.11	0.196	10-192
10	192	64.8	2.37	0.248	10-192
10	192	66	2.7	0.302	10-192
10	192	67.2	3.1	0.355	10-192
10	192	68.4	3.54	0.373	10-192
10	192	69.6	3.97	0.331	10-192
10	192	70.8	4.3	0.214	10-192
10	192	72	4.48	0.091	10-192
10	192	73.2	4.52	-0.015	10-192
10	192	74.4	4.45	-0.096	10-192
10	192	75.6	4.31	-0.146	10-192
10	192	76.8	4.11	-0.172	10-192
10	192	78	3.9	-0.181	10-192
10	192	79.2	3.68	-0.185	10-192
10	192	80.4	3.45	-0.187	10-192
10	192	81.6	3.23	-0.193	10-192
10	192	82.8	2.99	-0.197	10-192
10	192	84	2.75	-0.199	10-192
10	192	85.2	2.51	-0.206	10-192
10	192	86.4	2.26	-0.211	10-192
10	192	87.6	2.01	-0.206	10-192
10	192	88.8	1.77	-0.186	10-192
10	192	90	1.56	-0.155	10-192
10	215	30	1.21	0.002	10-215
10	215	31.2	1.21	-0.004	10-215
10	215	32.4	1.2	-0.009	10-215
10	215	33.6	1.19	-0.01	10-215
10	215	34.8	1.18	-0.009	10-215
10	215	36	1.17	-0.009	10-215
10	215	37.2	1.16	-0.007	10-215
10	215	38.4	1.15	-0.005	10-215
10	215	39.6	1.15	-0.004	10-215
10	215	40.8	1.14	-0.003	10-215
10	215	42	1.14	-0.002	10-215
10	215	43.2	1.14	0	10-215
10	215	44.4	1.14	0.001	10-215
10	215	45.6	1.14	0.002	10-215
10	215	46.8	1.15	0.008	10-215
10	215	48	1.16	0.01	10-215
10	215	49.2	1.17	0.01	10-215
10	215	50.4	1.18	0.012	10-215
10	215	51.6	1.2	0.02	10-215
10	215	52.8	1.23	0.025	10-215
10	215	54	1.26	0.029	10-215
10	215	55.2	1.3	0.039	10-215
10	215	56.4	1.36	0.049	10-215
10	215	57.6	1.42	0.059	10-215
10	215	58.8	1.5	0.071	10-215
10	215	60	1.59	0.086	10-215
10	215	61.2	1.7	0.1	10-215
10	215	62.4	1.84	0.13	10-215
10	215	63.6	2.02	0.179	10-215
10	215	64.8	2.27	0.237	10-215
10	215	66	2.59	0.29	10-215
10	215	67.2	2.97	0.335	10-215
10	215	68.4	3.38	0.36	10-215
10	215	69.6	3.8	0.333	10-215
10	215	70.8	4.15	0.221	10-215
10	215	72	4.34	0.104	10-215
10	215	73.2	4.4	-0.002	10-215
10	215	74.4	4.34	-0.084	10-215
10	215	75.6	4.21	-0.126	10-215
10	215	76.8	4.05	-0.151	10-215
10	215	78	3.85	-0.177	10-215
10	215	79.2	3.63	-0.183	10-215
10	215	80.4	3.42	-0.179	10-215
10	215	81.6	3.2	-0.183	10-215
10	215	82.8	2.98	-0.188	10-215
10	215	84	2.75	-0.197	10-215
10	215	85.2	2.51	-0.201	10-215
10	215	86.4	2.27	-0.202	10-215
10	215	87.6	2.02	-0.203	10-215
10	215	88.8	1.78	-0.185	10-215
10	215	90	1.58	-0.148	10-215
10	216	30	1.26	0	10-216
10	216	31.2	1.25	-0.009	10-216
10	216	32.4	1.24	-0.012	10-216
10	216	33.6	1.22	-0.007	10-216
10	216	34.8	1.21	-0.009	10-216
10	216	36	1.2	-0.01	10-216
10	216	37.2	1.19	-0.005	10-216
10	216	38.4	1.19	-0.005	10-216
10	216	39.6	1.18	-0.004	10-216
10	216	40.8	1.18	-0.003	10-216
10	216	42	1.18	-0.001	10-216
10	216	43.2	1.18	-0.001	10-216
10	216	44.4	1.17	-0.002	10-216
10	216	45.6	1.17	0.002	10-216
10	216	46.8	1.18	0.007	10-216
10	216	48	1.19	0.004	10-216
10	216	49.2	1.19	0.006	10-216
10	216	50.4	1.2	0.01	10-216
10	216	51.6	1.22	0.019	10-216
10	216	52.8	1.25	0.03	10-216
10	216	54	1.29	0.032	10-216
10	216	55.2	1.33	0.039	10-216
10	216	56.4	1.38	0.051	10-216
10	216	57.6	1.45	0.057	10-216
10	216	58.8	1.52	0.069	10-216
10	216	60	1.61	0.087	10-216
10	216	61.2	1.73	0.107	10-216
10	216	62.4	1.88	0.142	10-216
10	216	63.6	2.08	0.19	10-216
10	216	64.8	2.34	0.244	10-216
10	216	66	2.66	0.297	10-216
10	216	67.2	3.05	0.35	10-216
10	216	68.4	3.49	0.367	10-216
10	216	69.6	3.91	0.328	10-216
10	216	70.8	4.25	0.225	10-216
10	216	72	4.45	0.103	10-216
10	216	73.2	4.5	-0.009	10-216
10	216	74.4	4.44	-0.09	10-216
10	216	75.6	4.3	-0.138	10-216
10	216	76.8	4.11	-0.16	10-216
10	216	78	3.91	-0.18	10-216
10	216	79.2	3.69	-0.186	10-216
10	216	80.4	3.47	-0.183	10-216
10	216	81.6	3.24	-0.191	10-216
10	216	82.8	3.01	-0.195	10-216
10	216	84	2.78	-0.203	10-216
10	216	85.2	2.53	-0.209	10-216
10	216	86.4	2.28	-0.207	10-216
10	216	87.6	2.03	-0.203	10-216
10	216	88.8	1.79	-0.187	10-216
10	216	90	1.58	-0.16	10-216
10	239	30	1.28	-0.008	10-239
10	239	31.2	1.27	-0.009	10-239
10	239	32.4	1.26	-0.009	10-239
10	239	33.6	1.25	-0.009	10-239
10	239	34.8	1.24	-0.008	10-239
10	239	36	1.23	-0.01	10-239
10	239	37.2	1.22	-0.008	10-239
10	239	38.4	1.21	-0.003	10-239
10	239	39.6	1.21	-0.001	10-239
10	239	40.8	1.21	-0.004	10-239
10	239	42	1.2	-0.005	10-239
10	239	43.2	1.2	-0.001	10-239
10	239	44.4	1.2	0	10-239
10	239	45.6	1.2	0.002	10-239
10	239	46.8	1.2	0.007	10-239
10	239	48	1.21	0.007	10-239
10	239	49.2	1.22	0.009	10-239
10	239	50.4	1.23	0.015	10-239
10	239	51.6	1.25	0.021	10-239
10	239	52.8	1.28	0.028	10-239
10	239	54	1.32	0.03	10-239
10	239	55.2	1.36	0.038	10-239
10	239	56.4	1.41	0.049	10-239
10	239	57.6	1.48	0.061	10-239
10	239	58.8	1.56	0.076	10-239
10	239	60	1.66	0.089	10-239
10	239	61.2	1.77	0.107	10-239
10	239	62.4	1.92	0.144	10-239
10	239	63.6	2.12	0.194	10-239
10	239	64.8	2.39	0.248	10-239
10	239	66	2.72	0.304	10-239
10	239	67.2	3.12	0.352	10-239
10	239	68.4	3.56	0.374	10-239
10	239	69.6	3.99	0.337	10-239
10	239	70.8	4.34	0.22	10-239
10	239	72	4.52	0.096	10-239
10	239	73.2	4.57	-0.01	10-239
10	239	74.4	4.5	-0.094	10-239
10	239	75.6	4.36	-0.143	10-239
10	239	76.8	4.17	-0.164	10-239
10	239	78	3.96	-0.183	10-239
10	239	79.2	3.74	-0.19	10-239
10	239	80.4	3.51	-0.189	10-239
10	239	81.6	3.28	-0.194	10-239
10	239	82.8	3.05	-0.195	10-239
10	239	84	2.81	-0.201	10-239
10	239	85.2	2.56	-0.21	10-239
10	239	86.4	2.31	-0.21	10-239
10	239	87.6	2.06	-0.203	10-239
10	239	88.8	1.83	-0.189	10-239
10	239	90	1.61	-0.166	10-239
10	240	30	1.23	-0.003	10-240
10	240	31.2	1.23	-0.008	10-240
10	240	32.4	1.21	-0.011	10-240
10	240	33.6	1.2	-0.011	10-240
10	240	34.8	1.19	-0.008	10-240
10	240	36	1.18	-0.007	10-240
10	240	37.2	1.17	-0.009	10-240
10	240	38.4	1.16	-0.007	10-240
10	240	39.6	1.16	-0.005	10-240
10	240	40.8	1.15	-0.001	10-240
10	240	42	1.15	-0.003	10-240
10	240	43.2	1.15	-0.004	10-240
10	240	44.4	1.15	0	10-240
10	240	45.6	1.15	0.003	10-240
10	240	46.8	1.15	0.007	10-240
10	240	48	1.16	0.008	10-240
10	240	49.2	1.17	0.01	10-240
10	240	50.4	1.19	0.012	10-240
10	240	51.6	1.2	0.016	10-240
10	240	52.8	1.23	0.023	10-240
10	240	54	1.26	0.032	10-240
10	240	55.2	1.3	0.038	10-240
10	240	56.4	1.35	0.047	10-240
10	240	57.6	1.41	0.058	10-240
10	240	58.8	1.49	0.071	10-240
10	240	60	1.59	0.085	10-240
10	240	61.2	1.7	0.104	10-240
10	240	62.4	1.84	0.137	10-240
10	240	63.6	2.03	0.184	10-240
10	240	64.8	2.28	0.239	10-240
10	240	66	2.6	0.294	10-240
10	240	67.2	2.98	0.34	10-240
10	240	68.4	3.4	0.353	10-240
10	240	69.6	3.81	0.315	10-240
10	240	70.8	4.14	0.213	10-240
10	240	72	4.31	0.09	10-240
10	240	73.2	4.35	-0.016	10-240
10	240	74.4	4.29	-0.093	10-240
10	240	75.6	4.15	-0.137	10-240
10	240	76.8	3.97	-0.152	10-240
10	240	78	3.78	-0.169	10-240
10	240	79.2	3.57	-0.18	10-240
10	240	80.4	3.35	-0.177	10-240
10	240	81.6	3.14	-0.185	10-240
10	240	82.8	2.91	-0.192	10-240
10	240	84	2.68	-0.194	10-240
10	240	85.2	2.45	-0.2	10-240
10	240	86.4	2.2	-0.203	10-240
10	240	87.6	1.96	-0.198	10-240
10	240	88.8	1.73	-0.179	10-240
10	240	90	1.54	-0.148	10-240
10	263	30	1.34	0.009	10-263
10	263	31.2	1.34	-0.006	10-263
10	263	32.4	1.33	-0.013	10-263
10	263	33.6	1.31	-0.012	10-263
10	263	34.8	1.3	-0.008	10-263
10	263	36	1.29	-0.006	10-263
10	263	37.2	1.29	-0.01	10-263
10	263	38.4	1.27	-0.008	10-263
10	263	39.6	1.27	-0.004	10-263
10	263	40.8	1.26	-0.003	10-263
10	263	42	1.26	-0.001	10-263
10	263	43.2	1.26	0	10-263
10	263	44.4	1.26	0	10-263
10	263	45.6	1.26	0.002	10-263
10	263	46.8	1.27	0.005	10-263
10	263	48	1.27	0.007	10-263
10	263	49.2	1.28	0.01	10-263
10	263	50.4	1.3	0.015	10-263
10	263	51.6	1.32	0.023	10-263
10	263	52.8	1.35	0.03	10-263
10	263	54	1.39	0.033	10-263
10	263	55.2	1.43	0.039	10-263
10	263	56.4	1.49	0.051	10-263
10	263	57.6	1.56	0.066	10-263
10	263	58.8	1.64	0.079	10-263
10	263	60	1.75	0.094	10-263
10	263	61.2	1.87	0.118	10-263
10	263	62.4	2.04	0.155	10-263
10	263	63.6	2.25	0.206	10-263
10	263	64.8	2.54	0.265	10-263
10	263	66	2.89	0.322	10-263
10	263	67.2	3.3	0.376	10-263
10	263	68.4	3.78	0.406	10-263
10	263	69.6	4.26	0.366	10-263
10	263	70.8	4.63	0.258	10-263
10	263	72	4.86	0.119	10-263
10	263	73.2	4.92	-0.013	10-263
10	263	74.4	4.85	-0.092	10-263
10	263	75.6	4.7	-0.147	10-263
10	263	76.8	4.51	-0.182	10-263
