file_number	well_number	temperature	intensity	first_derivative	file_well
6	312	56.4	1.71	0.063	6-312
6	312	57.6	1.8	0.082	6-312
6	312	58.8	1.91	0.099	6-312
6	312	60	2.03	0.116	6-312
6	312	61.2	2.19	0.137	6-312
6	312	62.4	2.37	0.175	6-312
6	312	63.6	2.62	0.238	6-312
6	312	64.8	2.94	0.307	6-312
6	312	66	3.36	0.377	6-312
6	312	67.2	3.85	0.439	6-312
6	312	68.4	4.39	0.463	6-312
6	312	69.6	4.93	0.421	6-312
6	312	70.8	5.36	0.285	6-312
6	312	72	5.61	0.133	6-312
6	312	73.2	5.68	-0.004	6-312
6	312	74.4	5.61	-0.109	6-312
6	312	75.6	5.44	-0.172	6-312
6	312	76.8	5.21	-0.203	6-312
6	312	78	4.96	-0.216	6-312
6	312	79.2	4.69	-0.229	6-312
6	312	80.4	4.41	-0.245	6-312
6	312	81.6	4.12	-0.241	6-312
6	312	82.8	3.83	-0.243	6-312
6	312	84	3.53	-0.256	6-312
6	312	85.2	3.22	-0.26	6-312
6	312	86.4	2.91	-0.262	6-312
6	312	87.6	2.59	-0.262	6-312
6	312	88.8	2.28	-0.242	6-312
6	312	90	2.01	-0.203	6-312
6	335	30	1.63	-0.008	6-335
6	335	31.2	1.62	-0.008	6-335
6	335	32.4	1.61	-0.008	6-335
6	335	33.6	1.6	-0.011	6-335
6	335	34.8	1.58	-0.01	6-335
6	335	36	1.57	-0.008	6-335
6	335	37.2	1.56	-0.01	6-335
6	335	38.4	1.55	-0.007	6-335
6	335	39.6	1.54	-0.004	6-335
6	335	40.8	1.54	-0.005	6-335
6	335	42	1.53	-0.004	6-335
6	335	43.2	1.53	-0.002	6-335
6	335	44.4	1.53	0.002	6-335
6	335	45.6	1.54	0.004	6-335
6	335	46.8	1.54	0.006	6-335
6	335	48	1.55	0.012	6-335
6	335	49.2	1.57	0.017	6-335
6	335	50.4	1.59	0.019	6-335
6	335	51.6	1.62	0.023	6-335
6	335	52.8	1.65	0.035	6-335
6	335	54	1.7	0.044	6-335
6	335	55.2	1.76	0.054	6-335
6	335	56.4	1.83	0.069	6-335
6	335	57.6	1.92	0.083	6-335
6	335	58.8	2.03	0.101	6-335
6	335	60	2.17	0.122	6-335
6	335	61.2	2.33	0.144	6-335
6	335	62.4	2.52	0.182	6-335
6	335	63.6	2.77	0.244	6-335
6	335	64.8	3.1	0.309	6-335
6	335	66	3.51	0.379	6-335
6	335	67.2	4.01	0.45	6-335
6	335	68.4	4.57	0.47	6-335
6	335	69.6	5.11	0.418	6-335
6	335	70.8	5.54	0.285	6-335
6	335	72	5.79	0.127	6-335
6	335	73.2	5.85	-0.021	6-335
6	335	74.4	5.76	-0.115	6-335
6	335	75.6	5.59	-0.175	6-335
6	335	76.8	5.35	-0.211	6-335
6	335	78	5.1	-0.222	6-335
6	335	79.2	4.82	-0.235	6-335
6	335	80.4	4.53	-0.24	6-335
6	335	81.6	4.24	-0.243	6-335
6	335	82.8	3.95	-0.251	6-335
6	335	84	3.64	-0.261	6-335
6	335	85.2	3.33	-0.264	6-335
6	335	86.4	3.01	-0.264	6-335
6	335	87.6	2.69	-0.261	6-335
6	335	88.8	2.39	-0.245	6-335
6	335	90	2.11	-0.219	6-335
6	336	30	1.56	0.001	6-336
6	336	31.2	1.56	-0.008	6-336
6	336	32.4	1.54	-0.013	6-336
6	336	33.6	1.53	-0.014	6-336
6	336	34.8	1.51	-0.012	6-336
6	336	36	1.5	-0.008	6-336
6	336	37.2	1.49	-0.007	6-336
6	336	38.4	1.48	-0.008	6-336
6	336	39.6	1.47	-0.005	6-336
6	336	40.8	1.47	-0.004	6-336
6	336	42	1.46	-0.002	6-336
6	336	43.2	1.46	0.001	6-336
6	336	44.4	1.47	0	6-336
6	336	45.6	1.47	0.001	6-336
6	336	46.8	1.47	0.005	6-336
6	336	48	1.48	0.007	6-336
6	336	49.2	1.49	0.013	6-336
6	336	50.4	1.51	0.017	6-336
6	336	51.6	1.53	0.026	6-336
6	336	52.8	1.57	0.035	6-336
6	336	54	1.61	0.039	6-336
6	336	55.2	1.67	0.05	6-336
6	336	56.4	1.74	0.065	6-336
6	336	57.6	1.82	0.081	6-336
6	336	58.8	1.93	0.096	6-336
6	336	60	2.06	0.112	6-336
6	336	61.2	2.2	0.135	6-336
6	336	62.4	2.39	0.178	6-336
6	336	63.6	2.63	0.236	6-336
6	336	64.8	2.95	0.301	6-336
6	336	66	3.36	0.37	6-336
6	336	67.2	3.84	0.431	6-336
6	336	68.4	4.38	0.452	6-336
6	336	69.6	4.9	0.402	6-336
6	336	70.8	5.31	0.267	6-336
6	336	72	5.54	0.122	6-336
6	336	73.2	5.6	-0.011	6-336
6	336	74.4	5.52	-0.108	6-336
6	336	75.6	5.35	-0.169	6-336
6	336	76.8	5.13	-0.201	6-336
6	336	78	4.88	-0.216	6-336
6	336	79.2	4.61	-0.227	6-336
6	336	80.4	4.34	-0.231	6-336
6	336	81.6	4.06	-0.233	6-336
6	336	82.8	3.78	-0.238	6-336
6	336	84	3.49	-0.249	6-336
6	336	85.2	3.18	-0.256	6-336
6	336	86.4	2.88	-0.256	6-336
6	336	87.6	2.57	-0.252	6-336
6	336	88.8	2.28	-0.232	6-336
6	336	90	2.02	-0.195	6-336
6	359	30	1.5	0.009	6-359
6	359	31.2	1.49	-0.006	6-359
6	359	32.4	1.48	-0.01	6-359
6	359	33.6	1.47	-0.008	6-359
6	359	34.8	1.46	-0.01	6-359
6	359	36	1.45	-0.009	6-359
6	359	37.2	1.44	-0.009	6-359
6	359	38.4	1.43	-0.007	6-359
6	359	39.6	1.42	-0.003	6-359
6	359	40.8	1.41	-0.006	6-359
6	359	42	1.41	-0.003	6-359
6	359	43.2	1.41	0.002	6-359
6	359	44.4	1.41	0.003	6-359
6	359	45.6	1.41	0.002	6-359
6	359	46.8	1.41	0.005	6-359
6	359	48	1.42	0.008	6-359
6	359	49.2	1.43	0.012	6-359
6	359	50.4	1.45	0.016	6-359
6	359	51.6	1.47	0.025	6-359
6	359	52.8	1.51	0.032	6-359
6	359	54	1.55	0.038	6-359
6	359	55.2	1.6	0.047	6-359
6	359	56.4	1.66	0.06	6-359
6	359	57.6	1.74	0.073	6-359
6	359	58.8	1.84	0.089	6-359
6	359	60	1.96	0.108	6-359
6	359	61.2	2.1	0.132	6-359
6	359	62.4	2.28	0.171	6-359
6	359	63.6	2.52	0.226	6-359
6	359	64.8	2.83	0.292	6-359
6	359	66	3.22	0.357	6-359
6	359	67.2	3.69	0.417	6-359
6	359	68.4	4.21	0.448	6-359
6	359	69.6	4.73	0.406	6-359
6	359	70.8	5.15	0.272	6-359
6	359	72	5.39	0.128	6-359
6	359	73.2	5.46	-0.007	6-359
6	359	74.4	5.38	-0.107	6-359
6	359	75.6	5.22	-0.162	6-359
6	359	76.8	5.01	-0.193	6-359
6	359	78	4.76	-0.217	6-359
6	359	79.2	4.49	-0.227	6-359
6	359	80.4	4.22	-0.231	6-359
6	359	81.6	3.94	-0.231	6-359
6	359	82.8	3.66	-0.233	6-359
6	359	84	3.37	-0.245	6-359
6	359	85.2	3.08	-0.25	6-359
6	359	86.4	2.78	-0.253	6-359
6	359	87.6	2.47	-0.252	6-359
6	359	88.8	2.18	-0.231	6-359
6	359	90	1.92	-0.191	6-359
6	360	30	1.43	0.017	6-360
6	360	31.2	1.44	0	6-360
6	360	32.4	1.44	-0.009	6-360
6	360	33.6	1.42	-0.009	6-360
6	360	34.8	1.41	-0.008	6-360
6	360	36	1.4	-0.007	6-360
6	360	37.2	1.4	-0.006	6-360
6	360	38.4	1.39	-0.005	6-360
6	360	39.6	1.39	-0.005	6-360
6	360	40.8	1.38	-0.004	6-360
6	360	42	1.38	0	6-360
6	360	43.2	1.38	0.001	6-360
6	360	44.4	1.38	-0.001	6-360
6	360	45.6	1.38	0.001	6-360
6	360	46.8	1.38	0.006	6-360
6	360	48	1.39	0.009	6-360
6	360	49.2	1.4	0.013	6-360
6	360	50.4	1.42	0.017	6-360
6	360	51.6	1.45	0.024	6-360
6	360	52.8	1.48	0.032	6-360
6	360	54	1.52	0.042	6-360
6	360	55.2	1.58	0.049	6-360
6	360	56.4	1.64	0.059	6-360
6	360	57.6	1.72	0.076	6-360
6	360	58.8	1.82	0.092	6-360
6	360	60	1.94	0.109	6-360
6	360	61.2	2.09	0.13	6-360
6	360	62.4	2.27	0.168	6-360
6	360	63.6	2.5	0.23	6-360
6	360	64.8	2.81	0.291	6-360
6	360	66	3.2	0.359	6-360
6	360	67.2	3.68	0.435	6-360
6	360	68.4	4.23	0.463	6-360
6	360	69.6	4.77	0.416	6-360
6	360	70.8	5.2	0.293	6-360
6	360	72	5.46	0.143	6-360
6	360	73.2	5.54	0.003	6-360
6	360	74.4	5.48	-0.097	6-360
6	360	75.6	5.32	-0.157	6-360
6	360	76.8	5.11	-0.188	6-360
6	360	78	4.88	-0.208	6-360
6	360	79.2	4.62	-0.222	6-360
6	360	80.4	4.35	-0.227	6-360
6	360	81.6	4.08	-0.232	6-360
6	360	82.8	3.79	-0.242	6-360
6	360	84	3.5	-0.249	6-360
6	360	85.2	3.19	-0.257	6-360
6	360	86.4	2.88	-0.262	6-360
6	360	87.6	2.57	-0.259	6-360
6	360	88.8	2.26	-0.245	6-360
6	360	90	1.98	-0.222	6-360
6	383	30	1.49	0.007	6-383
6	383	31.2	1.49	-0.003	6-383
6	383	32.4	1.48	-0.007	6-383
6	383	33.6	1.48	-0.009	6-383
6	383	34.8	1.46	-0.011	6-383
6	383	36	1.45	-0.008	6-383
6	383	37.2	1.44	-0.008	6-383
6	383	38.4	1.43	-0.008	6-383
6	383	39.6	1.43	-0.004	6-383
6	383	40.8	1.42	-0.004	6-383
6	383	42	1.42	-0.002	6-383
6	383	43.2	1.42	0	6-383
6	383	44.4	1.42	0	6-383
6	383	45.6	1.42	0.003	6-383
6	383	46.8	1.42	0.005	6-383
6	383	48	1.43	0.01	6-383
6	383	49.2	1.45	0.014	6-383
6	383	50.4	1.47	0.019	6-383
6	383	51.6	1.49	0.026	6-383
6	383	52.8	1.53	0.032	6-383
6	383	54	1.57	0.04	6-383
6	383	55.2	1.62	0.05	6-383
6	383	56.4	1.69	0.06	6-383
6	383	57.6	1.77	0.079	6-383
6	383	58.8	1.87	0.095	6-383
6	383	60	2	0.112	6-383
6	383	61.2	2.15	0.132	6-383
6	383	62.4	2.32	0.168	6-383
6	383	63.6	2.56	0.227	6-383
6	383	64.8	2.87	0.287	6-383
6	383	66	3.25	0.356	6-383
6	383	67.2	3.72	0.429	6-383
6	383	68.4	4.26	0.456	6-383
6	383	69.6	4.79	0.411	6-383
6	383	70.8	5.21	0.281	6-383
6	383	72	5.46	0.131	6-383
6	383	73.2	5.53	-0.01	6-383
6	383	74.4	5.45	-0.116	6-383
6	383	75.6	5.27	-0.172	6-383
6	383	76.8	5.05	-0.196	6-383
6	383	78	4.8	-0.22	6-383
6	383	79.2	4.53	-0.227	6-383
6	383	80.4	4.26	-0.225	6-383
6	383	81.6	3.99	-0.23	6-383
6	383	82.8	3.71	-0.237	6-383
6	383	84	3.42	-0.249	6-383
6	383	85.2	3.11	-0.253	6-383
6	383	86.4	2.81	-0.254	6-383
6	383	87.6	2.5	-0.251	6-383
6	383	88.8	2.21	-0.236	6-383
6	383	90	1.94	-0.212	6-383
6	384	30	1.43	-0.005	6-384
6	384	31.2	1.42	-0.006	6-384
6	384	32.4	1.42	-0.006	6-384
6	384	33.6	1.41	-0.007	6-384
6	384	34.8	1.4	-0.008	6-384
6	384	36	1.39	-0.006	6-384
6	384	37.2	1.38	-0.008	6-384
6	384	38.4	1.37	-0.01	6-384
6	384	39.6	1.36	-0.01	6-384
6	384	40.8	1.36	-0.001	6-384
6	384	42	1.36	-0.001	6-384
6	384	43.2	1.35	-0.004	6-384
6	384	44.4	1.35	0	6-384
6	384	45.6	1.35	0.002	6-384
6	384	46.8	1.36	0.005	6-384
6	384	48	1.36	0.008	6-384
6	384	49.2	1.38	0.011	6-384
6	384	50.4	1.39	0.014	6-384
6	384	51.6	1.41	0.023	6-384
6	384	52.8	1.45	0.032	6-384
6	384	54	1.49	0.039	6-384
6	384	55.2	1.54	0.045	6-384
6	384	56.4	1.6	0.056	6-384
6	384	57.6	1.68	0.074	6-384
6	384	58.8	1.78	0.088	6-384
6	384	60	1.89	0.103	6-384
6	384	61.2	2.03	0.131	6-384
6	384	62.4	2.21	0.174	6-384
6	384	63.6	2.45	0.23	6-384
6	384	64.8	2.76	0.287	6-384
6	384	66	3.14	0.35	6-384
6	384	67.2	3.61	0.415	6-384
6	384	68.4	4.13	0.444	6-384
6	384	69.6	4.64	0.399	6-384
6	384	70.8	5.05	0.269	6-384
6	384	72	5.28	0.117	6-384
6	384	73.2	5.33	-0.02	6-384
6	384	74.4	5.25	-0.111	6-384
6	384	75.6	5.08	-0.163	6-384
6	384	76.8	4.87	-0.186	6-384
6	384	78	4.64	-0.208	6-384
6	384	79.2	4.38	-0.219	6-384
6	384	80.4	4.11	-0.226	6-384
6	384	81.6	3.84	-0.225	6-384
6	384	82.8	3.57	-0.226	6-384
6	384	84	3.29	-0.237	6-384
6	384	85.2	3	-0.246	6-384
6	384	86.4	2.7	-0.252	6-384
6	384	87.6	2.4	-0.244	6-384
6	384	88.8	2.12	-0.228	6-384
6	384	90	1.86	-0.203	6-384
10	23	30	1.15	0.001	10-23
10	23	31.2	1.15	-0.004	10-23
10	23	32.4	1.14	-0.006	10-23
10	23	33.6	1.13	-0.007	10-23
10	23	34.8	1.12	-0.006	10-23
10	23	36	1.12	-0.005	10-23
10	23	37.2	1.11	-0.005	10-23
10	23	38.4	1.1	-0.005	10-23
10	23	39.6	1.1	-0.003	10-23
10	23	40.8	1.1	0	10-23
10	23	42	1.1	0	10-23
10	23	43.2	1.1	0.001	10-23
10	23	44.4	1.1	0.001	10-23
10	23	45.6	1.1	0.003	10-23
10	23	46.8	1.11	0.005	10-23
10	23	48	1.11	0.007	10-23
10	23	49.2	1.12	0.009	10-23
10	23	50.4	1.14	0.012	10-23
10	23	51.6	1.15	0.019	10-23
10	23	52.8	1.18	0.025	10-23
10	23	54	1.21	0.031	10-23
10	23	55.2	1.25	0.036	10-23
10	23	56.4	1.3	0.043	10-23
10	23	57.6	1.36	0.058	10-23
10	23	58.8	1.44	0.073	10-23
10	23	60	1.54	0.088	10-23
10	23	61.2	1.65	0.105	10-23
10	23	62.4	1.79	0.135	10-23
10	23	63.6	1.98	0.18	10-23
10	23	64.8	2.23	0.232	10-23
10	23	66	2.54	0.287	10-23
10	23	67.2	2.91	0.343	10-23
10	23	68.4	3.34	0.362	10-23
10	23	69.6	3.76	0.327	10-23
10	23	70.8	4.1	0.229	10-23
10	23	72	4.3	0.105	10-23
10	23	73.2	4.35	-0.01	10-23
10	23	74.4	4.29	-0.081	10-23
10	23	75.6	4.16	-0.128	10-23
10	23	76.8	3.99	-0.155	10-23
10	23	78	3.8	-0.169	10-23
10	23	79.2	3.59	-0.18	10-23
10	23	80.4	3.37	-0.183	10-23
10	23	81.6	3.15	-0.18	10-23
10	23	82.8	2.94	-0.184	10-23
10	23	84	2.71	-0.197	10-23
10	23	85.2	2.47	-0.206	10-23
10	23	86.4	2.22	-0.207	10-23
10	23	87.6	1.97	-0.199	10-23
10	23	88.8	1.75	-0.176	10-23
10	23	90	1.55	-0.138	10-23
10	24	30	1.12	-0.013	10-24
10	24	31.2	1.11	-0.005	10-24
10	24	32.4	1.1	-0.006	10-24
10	24	33.6	1.09	-0.013	10-24
10	24	34.8	1.08	-0.01	10-24
10	24	36	1.07	-0.007	10-24
10	24	37.2	1.07	-0.005	10-24
10	24	38.4	1.06	-0.005	10-24
10	24	39.6	1.05	-0.004	10-24
10	24	40.8	1.05	-0.002	10-24
10	24	42	1.05	0	10-24
10	24	43.2	1.05	0.002	10-24
10	24	44.4	1.05	0	10-24
10	24	45.6	1.05	0	10-24
10	24	46.8	1.05	0.003	10-24
10	24	48	1.05	0.002	10-24
10	24	49.2	1.06	0.006	10-24
10	24	50.4	1.07	0.016	10-24
10	24	51.6	1.09	0.018	10-24
10	24	52.8	1.11	0.02	10-24
10	24	54	1.14	0.026	10-24
10	24	55.2	1.18	0.032	10-24
10	24	56.4	1.22	0.041	10-24
10	24	57.6	1.28	0.051	10-24
10	24	58.8	1.34	0.062	10-24
10	24	60	1.43	0.076	10-24
10	24	61.2	1.53	0.099	10-24
10	24	62.4	1.67	0.132	10-24
10	24	63.6	1.85	0.175	10-24
10	24	64.8	2.09	0.218	10-24
10	24	66	2.37	0.262	10-24
10	24	67.2	2.72	0.306	10-24
10	24	68.4	3.1	0.319	10-24
10	24	69.6	3.46	0.281	10-24
10	24	70.8	3.75	0.189	10-24
10	24	72	3.91	0.081	10-24
10	24	73.2	3.94	-0.014	10-24
10	24	74.4	3.88	-0.084	10-24
10	24	75.6	3.75	-0.124	10-24
10	24	76.8	3.59	-0.143	10-24
10	24	78	3.41	-0.154	10-24
10	24	79.2	3.22	-0.163	10-24
10	24	80.4	3.02	-0.167	10-24
10	24	81.6	2.82	-0.17	10-24
10	24	82.8	2.62	-0.172	10-24
10	24	84	2.42	-0.172	10-24
10	24	85.2	2.2	-0.181	10-24
10	24	86.4	1.98	-0.183	10-24
10	24	87.6	1.77	-0.175	10-24
10	24	88.8	1.57	-0.155	10-24
10	24	90	1.4	-0.123	10-24
10	47	30	1.26	-0.002	10-47
10	47	31.2	1.25	-0.008	10-47
10	47	32.4	1.24	-0.01	10-47
10	47	33.6	1.22	-0.008	10-47
10	47	34.8	1.22	-0.006	10-47
10	47	36	1.21	-0.005	10-47
10	47	37.2	1.2	-0.007	10-47
10	47	38.4	1.2	-0.004	10-47
10	47	39.6	1.19	-0.003	10-47
10	47	40.8	1.19	-0.004	10-47
10	47	42	1.18	-0.003	10-47
10	47	43.2	1.18	-0.005	10-47
10	47	44.4	1.18	0.003	10-47
10	47	45.6	1.19	0.007	10-47
10	47	46.8	1.19	0.002	10-47
10	47	48	1.2	0.004	10-47
10	47	49.2	1.2	0.008	10-47
10	47	50.4	1.21	0.012	10-47
10	47	51.6	1.23	0.021	10-47
10	47	52.8	1.26	0.028	10-47
10	47	54	1.3	0.029	10-47
10	47	55.2	1.34	0.038	10-47
10	47	56.4	1.39	0.049	10-47
10	47	57.6	1.45	0.06	10-47
10	47	58.8	1.53	0.072	10-47
10	47	60	1.63	0.088	10-47
10	47	61.2	1.75	0.108	10-47
10	47	62.4	1.9	0.145	10-47
10	47	63.6	2.1	0.198	10-47
10	47	64.8	2.37	0.25	10-47
10	47	66	2.7	0.305	10-47
10	47	67.2	3.1	0.355	10-47
10	47	68.4	3.54	0.376	10-47
10	47	69.6	3.98	0.337	10-47
10	47	70.8	4.32	0.221	10-47
10	47	72	4.51	0.094	10-47
10	47	73.2	4.55	-0.015	10-47
10	47	74.4	4.48	-0.098	10-47
10	47	75.6	4.33	-0.142	10-47
10	47	76.8	4.14	-0.163	10-47
10	47	78	3.94	-0.18	10-47
10	47	79.2	3.72	-0.186	10-47
10	47	80.4	3.49	-0.186	10-47
10	47	81.6	3.26	-0.19	10-47
10	47	82.8	3.03	-0.194	10-47
10	47	84	2.8	-0.203	10-47
10	47	85.2	2.55	-0.21	10-47
10	47	86.4	2.29	-0.209	10-47
10	47	87.6	2.04	-0.204	10-47
10	47	88.8	1.81	-0.188	10-47
10	47	90	1.59	-0.159	10-47
10	48	30	1.21	-0.014	10-48
10	48	31.2	1.2	-0.011	10-48
10	48	32.4	1.19	-0.01	10-48
10	48	33.6	1.18	-0.009	10-48
10	48	34.8	1.17	-0.006	10-48
10	48	36	1.16	-0.007	10-48
10	48	37.2	1.15	-0.005	10-48
10	48	38.4	1.15	-0.005	10-48
10	48	39.6	1.14	-0.006	10-48
10	48	40.8	1.14	0.001	10-48
10	48	42	1.14	-0.001	10-48
10	48	43.2	1.13	-0.007	10-48
10	48	44.4	1.13	0	10-48
10	48	45.6	1.13	0.002	10-48
10	48	46.8	1.13	0.003	10-48
10	48	48	1.14	0.006	10-48
10	48	49.2	1.15	0.006	10-48
10	48	50.4	1.16	0.01	10-48
10	48	51.6	1.17	0.018	10-48
10	48	52.8	1.2	0.024	10-48
10	48	54	1.23	0.026	10-48
10	48	55.2	1.27	0.035	10-48
10	48	56.4	1.32	0.045	10-48
10	48	57.6	1.38	0.057	10-48
10	48	58.8	1.45	0.069	10-48
10	48	60	1.54	0.083	10-48
10	48	61.2	1.65	0.103	10-48
10	48	62.4	1.8	0.136	10-48
10	48	63.6	1.99	0.182	10-48
10	48	64.8	2.24	0.233	10-48
10	48	66	2.55	0.284	10-48
10	48	67.2	2.91	0.329	10-48
10	48	68.4	3.32	0.34	10-48
10	48	69.6	3.71	0.301	10-48
10	48	70.8	4.02	0.201	10-48
10	48	72	4.19	0.083	10-48
10	48	73.2	4.22	-0.019	10-48
10	48	74.4	4.16	-0.087	10-48
10	48	75.6	4.02	-0.133	10-48
10	48	76.8	3.85	-0.157	10-48
10	48	78	3.65	-0.164	10-48
10	48	79.2	3.45	-0.17	10-48
10	48	80.4	3.24	-0.18	10-48
10	48	81.6	3.03	-0.177	10-48
10	48	82.8	2.82	-0.178	10-48
10	48	84	2.6	-0.188	10-48
10	48	85.2	2.37	-0.191	10-48
10	48	86.4	2.14	-0.191	10-48
10	48	87.6	1.91	-0.189	10-48
10	48	88.8	1.69	-0.174	10-48
10	48	90	1.49	-0.147	10-48
10	71	30	1.28	-0.013	10-71
10	71	31.2	1.27	-0.009	10-71
10	71	32.4	1.26	-0.009	10-71
10	71	33.6	1.25	-0.013	10-71
10	71	34.8	1.24	-0.007	10-71
10	71	36	1.23	-0.003	10-71
10	71	37.2	1.22	-0.006	10-71
10	71	38.4	1.22	-0.006	10-71
10	71	39.6	1.21	-0.005	10-71
10	71	40.8	1.21	-0.001	10-71
10	71	42	1.21	-0.001	10-71
10	71	43.2	1.2	-0.003	10-71
10	71	44.4	1.21	0.004	10-71
10	71	45.6	1.21	0.004	10-71
10	71	46.8	1.21	0.003	10-71
10	71	48	1.22	0.007	10-71
10	71	49.2	1.23	0.01	10-71
10	71	50.4	1.25	0.018	10-71
10	71	51.6	1.27	0.022	10-71
10	71	52.8	1.3	0.027	10-71
10	71	54	1.33	0.033	10-71
10	71	55.2	1.38	0.042	10-71
10	71	56.4	1.44	0.052	10-71
10	71	57.6	1.51	0.062	10-71
10	71	58.8	1.59	0.074	10-71
10	71	60	1.69	0.089	10-71
10	71	61.2	1.8	0.111	10-71
10	71	62.4	1.96	0.146	10-71
10	71	63.6	2.16	0.192	10-71
10	71	64.8	2.43	0.255	10-71
10	71	66	2.77	0.315	10-71
10	71	67.2	3.18	0.366	10-71
10	71	68.4	3.64	0.394	10-71
10	71	69.6	4.1	0.357	10-71
10	71	70.8	4.46	0.239	10-71
10	71	72	4.67	0.112	10-71
10	71	73.2	4.73	0	10-71
10	71	74.4	4.68	-0.085	10-71
10	71	75.6	4.54	-0.142	10-71
10	71	76.8	4.35	-0.175	10-71
10	71	78	4.14	-0.18	10-71
10	71	79.2	3.92	-0.19	10-71
10	71	80.4	3.68	-0.201	10-71
10	71	81.6	3.44	-0.202	10-71
10	71	82.8	3.19	-0.204	10-71
10	71	84	2.95	-0.211	10-71
10	71	85.2	2.69	-0.217	10-71
10	71	86.4	2.43	-0.222	10-71
10	71	87.6	2.16	-0.219	10-71
10	71	88.8	1.91	-0.198	10-71
10	71	90	1.69	-0.162	10-71
10	72	30	1.23	-0.013	10-72
10	72	31.2	1.22	-0.009	10-72
10	72	32.4	1.21	-0.007	10-72
10	72	33.6	1.2	-0.007	10-72
10	72	34.8	1.19	-0.009	10-72
10	72	36	1.18	-0.009	10-72
10	72	37.2	1.17	-0.007	10-72
10	72	38.4	1.16	-0.005	10-72
10	72	39.6	1.16	-0.004	10-72
10	72	40.8	1.15	0.002	10-72
10	72	42	1.16	0.001	10-72
10	72	43.2	1.15	-0.002	10-72
10	72	44.4	1.16	-0.001	10-72
10	72	45.6	1.16	-0.001	10-72
10	72	46.8	1.16	0.003	10-72
10	72	48	1.17	0.01	10-72
10	72	49.2	1.18	0.011	10-72
10	72	50.4	1.19	0.012	10-72
10	72	51.6	1.21	0.018	10-72
10	72	52.8	1.23	0.023	10-72
10	72	54	1.27	0.033	10-72
10	72	55.2	1.31	0.04	10-72
10	72	56.4	1.36	0.049	10-72
10	72	57.6	1.43	0.06	10-72
10	72	58.8	1.51	0.072	10-72
10	72	60	1.6	0.088	10-72
10	72	61.2	1.72	0.112	10-72
10	72	62.4	1.88	0.146	10-72
10	72	63.6	2.08	0.194	10-72
10	72	64.8	2.34	0.249	10-72
10	72	66	2.68	0.309	10-72
10	72	67.2	3.09	0.368	10-72
10	72	68.4	3.54	0.384	10-72
10	72	69.6	3.99	0.343	10-72
10	72	70.8	4.34	0.228	10-72
10	72	72	4.53	0.099	10-72
10	72	73.2	4.58	-0.013	10-72
10	72	74.4	4.51	-0.089	10-72
10	72	75.6	4.37	-0.142	10-72
10	72	76.8	4.18	-0.169	10-72
10	72	78	3.97	-0.182	10-72
10	72	79.2	3.75	-0.193	10-72
10	72	80.4	3.51	-0.198	10-72
10	72	81.6	3.28	-0.195	10-72
10	72	82.8	3.04	-0.197	10-72
10	72	84	2.8	-0.207	10-72
10	72	85.2	2.55	-0.209	10-72
10	72	86.4	2.3	-0.212	10-72
10	72	87.6	2.04	-0.212	10-72
10	72	88.8	1.79	-0.19	10-72
10	72	90	1.59	-0.15	10-72
10	95	30	1.33	0.003	10-95
10	95	31.2	1.32	-0.007	10-95
10	95	32.4	1.31	-0.012	10-95
10	95	33.6	1.3	-0.012	10-95
10	95	34.8	1.29	-0.005	10-95
10	95	36	1.28	-0.005	10-95
10	95	37.2	1.27	-0.011	10-95
10	95	38.4	1.26	-0.008	10-95
10	95	39.6	1.26	-0.004	10-95
10	95	40.8	1.25	-0.002	10-95
10	95	42	1.25	-0.002	10-95
10	95	43.2	1.25	0	10-95
10	95	44.4	1.25	0	10-95
10	95	45.6	1.25	0.001	10-95
10	95	46.8	1.25	0.006	10-95
10	95	48	1.26	0.005	10-95
10	95	49.2	1.27	0.008	10-95
10	95	50.4	1.28	0.02	10-95
10	95	51.6	1.31	0.022	10-95
10	95	52.8	1.33	0.024	10-95
10	95	54	1.37	0.035	10-95
10	95	55.2	1.41	0.041	10-95
10	95	56.4	1.47	0.051	10-95
10	95	57.6	1.54	0.065	10-95
10	95	58.8	1.62	0.077	10-95
10	95	60	1.73	0.09	10-95
10	95	61.2	1.85	0.117	10-95
10	95	62.4	2.01	0.157	10-95
10	95	63.6	2.22	0.206	10-95
10	95	64.8	2.5	0.259	10-95
10	95	66	2.85	0.318	10-95
10	95	67.2	3.27	0.38	10-95
10	95	68.4	3.74	0.396	10-95
10	95	69.6	4.2	0.349	10-95
10	95	70.8	4.55	0.227	10-95
10	95	72	4.74	0.096	10-95
10	95	73.2	4.79	-0.016	10-95
10	95	74.4	4.71	-0.097	10-95
10	95	75.6	4.56	-0.146	10-95
10	95	76.8	4.37	-0.176	10-95
10	95	78	4.15	-0.19	10-95
10	95	79.2	3.92	-0.197	10-95
10	95	80.4	3.68	-0.195	10-95
10	95	81.6	3.45	-0.198	10-95
10	95	82.8	3.2	-0.208	10-95
10	95	84	2.95	-0.216	10-95
10	95	85.2	2.69	-0.22	10-95
10	95	86.4	2.42	-0.22	10-95
10	95	87.6	2.16	-0.214	10-95
10	95	88.8	1.91	-0.2	10-95
10	95	90	1.68	-0.177	10-95
10	96	30	1.28	-0.003	10-96
10	96	31.2	1.27	-0.008	10-96
10	96	32.4	1.26	-0.01	10-96
10	96	33.6	1.25	-0.011	10-96
10	96	34.8	1.24	-0.01	10-96
