file_number	wellnumber	col_number	row_number	blank	smiles	pubchem_cid	error_code	tm_inf_	apo_tm_inf__median	apo_tm_inf__mad
13	305	17	13	FALSE	O=C(NC2CCN(Cc1ccccc1)CC2)c3cc(ccc3Cl)S(=O)(=O)Nc4cccc(c4)C(F)(F)F	3266605	0	68.8512252	68.28545317	0.071644612
3	285	21	12	FALSE	CCOc1ccc(cc1)N2C(=O)C5=C(N=C2SCC(=O)N(c3ccccc3)c4ccccc4)SC6CN(C)CCC5=6	1615242	0	67.55346232	68.18583865	0.051594247
7	285	21	12	FALSE	CCOc1ccc(cc1)N2C(=O)C5=C(N=C2SCC(=O)N(c3ccccc3)c4ccccc4)SC6CN(C)CCC5=6	1615242	0	67.38937076	68.1895422	0.0319947
11	285	21	12	FALSE	CCOc1ccc(cc1)N2C(=O)C5=C(N=C2SCC(=O)N(c3ccccc3)c4ccccc4)SC6CN(C)CCC5=6	1615242	0	67.23823874	68.29213889	0.091890082
5	293	5	13	FALSE	CC1=NC(=CS1)c2cccc(c2)NC(=O)c3ccc(C)c(c3)NC(=O)C4=CC=CO4	9262791	0	68.11954101	68.2772857	0.055985758
9	293	5	13	FALSE	CC1=NC(=CS1)c2cccc(c2)NC(=O)c3ccc(C)c(c3)NC(=O)C4=CC=CO4	9262791	0	68.00796108	68.2799394	0.146243329
13	293	5	13	FALSE	CC1=NC(=CS1)c2cccc(c2)NC(=O)c3ccc(C)c(c3)NC(=O)C4=CC=CO4	9262791	0	67.99908504	68.28545317	0.071644612
4	236	20	10	FALSE	CCCCN1CC(CC1=O)C(=O)Nc2ccc(cc2)C(=O)Nc3ccc(C#N)c(Cl)c3	17153568	0	68.45553398	68.23675053	0.084874697
8	236	20	10	FALSE	CCCCN1CC(CC1=O)C(=O)Nc2ccc(cc2)C(=O)Nc3ccc(C#N)c(Cl)c3	17153568	0	68.52858711	68.16496682	0.092534993
12	236	20	10	FALSE	CCCCN1CC(CC1=O)C(=O)Nc2ccc(cc2)C(=O)Nc3ccc(C#N)c(Cl)c3	17153568	0	68.25717743	68.17382353	0.077146382
2	266	2	12	FALSE	Cc1ccc(cc1)C(=O)N3CCc2cc(ccc23)C5=CSC(NC(=O)CN(C)C4CCCCC4)=N5	1450610	0	67.06372069	68.20813253	0.069540518
6	266	2	12	FALSE	Cc1ccc(cc1)C(=O)N3CCc2cc(ccc23)C5=CSC(NC(=O)CN(C)C4CCCCC4)=N5	1450610	0	67.33611217	68.16918549	0.097207372
10	266	2	12	FALSE	Cc1ccc(cc1)C(=O)N3CCc2cc(ccc23)C5=CSC(NC(=O)CN(C)C4CCCCC4)=N5	1450610	0	67.45872787	68.2113126	0.093646869
4	298	10	13	FALSE	COc1cccc(c1)C5C=C4C(=O)N(CC2=NC(=NO2)c3ccccc3)C=CN4N=5	53076212	0	68.56301166	68.23675053	0.084874697
8	298	10	13	FALSE	COc1cccc(c1)C5C=C4C(=O)N(CC2=NC(=NO2)c3ccccc3)C=CN4N=5	53076212	0	68.48999412	68.16496682	0.092534993
12	298	10	13	FALSE	COc1cccc(c1)C5C=C4C(=O)N(CC2=NC(=NO2)c3ccccc3)C=CN4N=5	53076212	0	68.51438918	68.17382353	0.077146382
2	26	2	2	FALSE	O=C(Cc1c(Cl)cccc1Cl)NCc2cccc(c2)C(F)(F)F	2097378	0	66.75037087	68.20813253	0.069540518
6	26	2	2	FALSE	O=C(Cc1c(Cl)cccc1Cl)NCc2cccc(c2)C(F)(F)F	2097378	0	67.30517545	68.16918549	0.097207372
10	26	2	2	FALSE	O=C(Cc1c(Cl)cccc1Cl)NCc2cccc(c2)C(F)(F)F	2097378	0	67.05327542	68.2113126	0.093646869
3	76	4	4	FALSE	COc1cc(OC)c(cc1Cl)N(C)S(=O)(=O)c2cccc(c2)C(=O)OCC(=O)c3ccc(cc3)[N+]([O-])=O	2480752	0	67.79702375	68.18583865	0.051594247
7	76	4	4	FALSE	COc1cc(OC)c(cc1Cl)N(C)S(=O)(=O)c2cccc(c2)C(=O)OCC(=O)c3ccc(cc3)[N+]([O-])=O	2480752	0	67.82947055	68.1895422	0.0319947
11	76	4	4	FALSE	COc1cc(OC)c(cc1Cl)N(C)S(=O)(=O)c2cccc(c2)C(=O)OCC(=O)c3ccc(cc3)[N+]([O-])=O	2480752	0	67.93573438	68.29213889	0.091890082
5	108	12	5	FALSE	O=C(Nc1ccc(cc1)NS(=O)(=O)c2ccc4CCc3cccc2c34)c5ccccc5	1116084	-4	66.29040841	68.2772857	0.055985758
9	108	12	5	FALSE	O=C(Nc1ccc(cc1)NS(=O)(=O)c2ccc4CCc3cccc2c34)c5ccccc5	1116084	-4	33.63174013	68.2799394	0.146243329
13	108	12	5	FALSE	O=C(Nc1ccc(cc1)NS(=O)(=O)c2ccc4CCc3cccc2c34)c5ccccc5	1116084	0	67.88305153	68.28545317	0.071644612
3	169	1	8	FALSE	COc3ccc(NC(=O)c1ccc(cc1)S(=O)(=O)N2CCCCC2C)c(c3)OC	2890294	0	67.76924837	68.18583865	0.051594247
7	169	1	8	FALSE	COc3ccc(NC(=O)c1ccc(cc1)S(=O)(=O)N2CCCCC2C)c(c3)OC	2890294	0	67.77634001	68.1895422	0.0319947
11	169	1	8	FALSE	COc3ccc(NC(=O)c1ccc(cc1)S(=O)(=O)N2CCCCC2C)c(c3)OC	2890294	0	67.91249027	68.29213889	0.091890082
4	327	15	14	FALSE	COc3cc2CCN1C(=O)N=C(C=C1c2cc3OC)NC(C)c4ccccc4	3740662	0	67.66581034	68.23675053	0.084874697
8	327	15	14	FALSE	COc3cc2CCN1C(=O)N=C(C=C1c2cc3OC)NC(C)c4ccccc4	3740662	0	67.54593426	68.16496682	0.092534993
12	327	15	14	FALSE	COc3cc2CCN1C(=O)N=C(C=C1c2cc3OC)NC(C)c4ccccc4	3740662	0	67.63108106	68.17382353	0.077146382
2	382	22	16	FALSE	CC(C)(C)CC(=O)N1CCC(CC1)c4nc(O)c3N=NN(Cc2c(F)cccc2Cl)c3n4	51424060	0	67.95214185	68.20813253	0.069540518
6	382	22	16	FALSE	CC(C)(C)CC(=O)N1CCC(CC1)c4nc(O)c3N=NN(Cc2c(F)cccc2Cl)c3n4	51424060	0	67.84454847	68.16918549	0.097207372
10	382	22	16	FALSE	CC(C)(C)CC(=O)N1CCC(CC1)c4nc(O)c3N=NN(Cc2c(F)cccc2Cl)c3n4	51424060	0	67.92921698	68.2113126	0.093646869
3	251	11	11	FALSE	CCc1ccc(cc1)C5CN3C(=O)CN(C2CCCC2)C(=O)[C@]3(C)C6Nc4ccccc4C5=6	16403492	0	67.75830392	68.18583865	0.051594247
7	251	11	11	FALSE	CCc1ccc(cc1)C5CN3C(=O)CN(C2CCCC2)C(=O)[C@]3(C)C6Nc4ccccc4C5=6	16403492	0	68.0113338	68.1895422	0.0319947
11	251	11	11	FALSE	CCc1ccc(cc1)C5CN3C(=O)CN(C2CCCC2)C(=O)[C@]3(C)C6Nc4ccccc4C5=6	16403492	0	67.86665541	68.29213889	0.091890082
3	38	14	2	FALSE	O=C(NC2=Nc1ccccc1S2)C4=CC=CN(Cc3cccc(Cl)c3)C4=O	7599139	1	66.36458104	68.18583865	0.051594247
7	38	14	2	FALSE	O=C(NC2=Nc1ccccc1S2)C4=CC=CN(Cc3cccc(Cl)c3)C4=O	7599139	1	67.20544553	68.1895422	0.0319947
11	38	14	2	FALSE	O=C(NC2=Nc1ccccc1S2)C4=CC=CN(Cc3cccc(Cl)c3)C4=O	7599139	1	67.20614977	68.29213889	0.091890082
3	6	6	1	FALSE	CC(C)c1ccc(cc1)C2NC(=O)NC(C)=C2C(=O)c3ccc(Cl)cc3	4208374	0	67.6528229	68.18583865	0.051594247
7	6	6	1	FALSE	CC(C)c1ccc(cc1)C2NC(=O)NC(C)=C2C(=O)c3ccc(Cl)cc3	4208374	0	67.63350797	68.1895422	0.0319947
11	6	6	1	FALSE	CC(C)c1ccc(cc1)C2NC(=O)NC(C)=C2C(=O)c3ccc(Cl)cc3	4208374	0	67.76244474	68.29213889	0.091890082
4	276	12	12	FALSE	CC5Sc4nc(CN1CCCC1)nc(Oc2ccc(cc2)C3=NN=CO3)c4C=5C	2475008	0	67.58408178	68.23675053	0.084874697
8	276	12	12	FALSE	CC5Sc4nc(CN1CCCC1)nc(Oc2ccc(cc2)C3=NN=CO3)c4C=5C	2475008	0	67.28712566	68.16496682	0.092534993
12	276	12	12	FALSE	CC5Sc4nc(CN1CCCC1)nc(Oc2ccc(cc2)C3=NN=CO3)c4C=5C	2475008	0	67.25872483	68.17382353	0.077146382
2	176	8	8	FALSE	Cc6ccc1c(NC(=O)[C@]15[C@@H]3C(=O)N(c2ccc(F)c(Cl)c2)C(=O)[C@@H]3[C@@H]4CCCN45)c6C	17576221	0	67.95405374	68.20813253	0.069540518
6	176	8	8	FALSE	Cc6ccc1c(NC(=O)[C@]15[C@@H]3C(=O)N(c2ccc(F)c(Cl)c2)C(=O)[C@@H]3[C@@H]4CCCN45)c6C	17576221	0	68.16230213	68.16918549	0.097207372
10	176	8	8	FALSE	Cc6ccc1c(NC(=O)[C@]15[C@@H]3C(=O)N(c2ccc(F)c(Cl)c2)C(=O)[C@@H]3[C@@H]4CCCN45)c6C	17576221	0	67.96493769	68.2113126	0.093646869
4	251	11	11	FALSE	Cc1ccc(cc1F)NC(=O)CCc3ccc2NC=Nc2c3	53131381	0	68.90547651	68.23675053	0.084874697
8	251	11	11	FALSE	Cc1ccc(cc1F)NC(=O)CCc3ccc2NC=Nc2c3	53131381	0	68.86508837	68.16496682	0.092534993
12	251	11	11	FALSE	Cc1ccc(cc1F)NC(=O)CCc3ccc2NC=Nc2c3	53131381	0	68.94766268	68.17382353	0.077146382
2	278	14	12	FALSE	N#Cc1ccc(cc1Cl)NC(=O)CN2CCC(=CC2)c3ccccc3	2161886	0	68.48939704	68.20813253	0.069540518
6	278	14	12	FALSE	N#Cc1ccc(cc1Cl)NC(=O)CN2CCC(=CC2)c3ccccc3	2161886	0	68.5169769	68.16918549	0.097207372
10	278	14	12	FALSE	N#Cc1ccc(cc1Cl)NC(=O)CN2CCC(=CC2)c3ccccc3	2161886	0	68.6550659	68.2113126	0.093646869
2	49	1	3	FALSE	O=C([C@@H]4[C@@H]1CCCN1[C@]3(C(=O)Nc2ccc(Cl)cc23)[C@@]46C(=O)Nc5ccccc56)c8ccc7OCOc7c8	16404332	0	67.57164589	68.20813253	0.069540518
6	49	1	3	FALSE	O=C([C@@H]4[C@@H]1CCCN1[C@]3(C(=O)Nc2ccc(Cl)cc23)[C@@]46C(=O)Nc5ccccc56)c8ccc7OCOc7c8	16404332	0	67.98564749	68.16918549	0.097207372
10	49	1	3	FALSE	O=C([C@@H]4[C@@H]1CCCN1[C@]3(C(=O)Nc2ccc(Cl)cc23)[C@@]46C(=O)Nc5ccccc56)c8ccc7OCOc7c8	16404332	0	67.93501087	68.2113126	0.093646869
2	283	19	12	FALSE	O=C(NC1CCCCC1)C(c2ccc(F)cc2)N(Cc3ccccc3Cl)C(=O)C4=CC=C(N4)c5ccccc5	3174469	0	67.91622821	68.20813253	0.069540518
6	283	19	12	FALSE	O=C(NC1CCCCC1)C(c2ccc(F)cc2)N(Cc3ccccc3Cl)C(=O)C4=CC=C(N4)c5ccccc5	3174469	0	67.57589337	68.16918549	0.097207372
10	283	19	12	FALSE	O=C(NC1CCCCC1)C(c2ccc(F)cc2)N(Cc3ccccc3Cl)C(=O)C4=CC=C(N4)c5ccccc5	3174469	0	67.82403154	68.2113126	0.093646869
2	364	4	16	FALSE	O=C(C1C=C(ON=1)c2ccccc2)N(CC3=CC=CO3)Cc4ccccc4F	17011424	0	67.84679771	68.20813253	0.069540518
6	364	4	16	FALSE	O=C(C1C=C(ON=1)c2ccccc2)N(CC3=CC=CO3)Cc4ccccc4F	17011424	0	67.79730416	68.16918549	0.097207372
10	364	4	16	FALSE	O=C(C1C=C(ON=1)c2ccccc2)N(CC3=CC=CO3)Cc4ccccc4F	17011424	0	67.50702276	68.2113126	0.093646869
4	134	14	6	FALSE	CC5(C)CC(=O)C4C(c1c(F)cccc1Cl)N(C(=O)c2ccccc2)c3ccccc3NC=4C5	3779918	0	67.49124676	68.23675053	0.084874697
8	134	14	6	FALSE	CC5(C)CC(=O)C4C(c1c(F)cccc1Cl)N(C(=O)c2ccccc2)c3ccccc3NC=4C5	3779918	0	67.5638514	68.16496682	0.092534993
12	134	14	6	FALSE	CC5(C)CC(=O)C4C(c1c(F)cccc1Cl)N(C(=O)c2ccccc2)c3ccccc3NC=4C5	3779918	0	67.27530627	68.17382353	0.077146382
2	299	11	13	FALSE	CN(C)c2ccc(/C=N/NC(=O)c1ccc(Cl)cc1)cc2	5340804	0	67.53177003	68.20813253	0.069540518
6	299	11	13	FALSE	CN(C)c2ccc(/C=N/NC(=O)c1ccc(Cl)cc1)cc2	5340804	0	68.39772688	68.16918549	0.097207372
10	299	11	13	FALSE	CN(C)c2ccc(/C=N/NC(=O)c1ccc(Cl)cc1)cc2	5340804	0	67.63885856	68.2113126	0.093646869
3	347	11	15	FALSE	CC(=O)N4C(c1cccnc1)C2=C(O)CC(CC2=Nc3ccccc34)c5ccc(cc5)C(C)(C)C	NA	0	67.83014759	68.18583865	0.051594247
7	347	11	15	FALSE	CC(=O)N4C(c1cccnc1)C2=C(O)CC(CC2=Nc3ccccc34)c5ccc(cc5)C(C)(C)C	NA	0	67.83144496	68.1895422	0.0319947
11	347	11	15	FALSE	CC(=O)N4C(c1cccnc1)C2=C(O)CC(CC2=Nc3ccccc34)c5ccc(cc5)C(C)(C)C	NA	0	67.95801888	68.29213889	0.091890082
3	137	17	6	FALSE	OC(=O)C4=C(CNCCC1=CNc2ccccc12)c3ccccc3N4Cc5ccccc5F	53207066	0	67.85477195	68.18583865	0.051594247
7	137	17	6	FALSE	OC(=O)C4=C(CNCCC1=CNc2ccccc12)c3ccccc3N4Cc5ccccc5F	53207066	0	67.83242938	68.1895422	0.0319947
11	137	17	6	FALSE	OC(=O)C4=C(CNCCC1=CNc2ccccc12)c3ccccc3N4Cc5ccccc5F	53207066	0	68.35590314	68.29213889	0.091890082
3	372	12	16	FALSE	CC1CCC3=C(C1)Sc4ncnc(NCc2cccnc2)c34	4574199	0	67.86445293	68.18583865	0.051594247
7	372	12	16	FALSE	CC1CCC3=C(C1)Sc4ncnc(NCc2cccnc2)c34	4574199	0	67.76289108	68.1895422	0.0319947
11	372	12	16	FALSE	CC1CCC3=C(C1)Sc4ncnc(NCc2cccnc2)c34	4574199	0	67.81826018	68.29213889	0.091890082
3	331	19	14	FALSE	CN5C(=O)C(CC2=Nc1ccccc1C(=O)N2c3ccccc3)c4cc(Br)ccc45	555177	0	67.42962744	68.18583865	0.051594247
7	331	19	14	FALSE	CN5C(=O)C(CC2=Nc1ccccc1C(=O)N2c3ccccc3)c4cc(Br)ccc45	555177	0	66.97108713	68.1895422	0.0319947
11	331	19	14	FALSE	CN5C(=O)C(CC2=Nc1ccccc1C(=O)N2c3ccccc3)c4cc(Br)ccc45	555177	0	67.02651537	68.29213889	0.091890082
2	182	14	8	FALSE	CC1OC(=CC=1C(=O)Nc2ccc(cc2)OC(F)(F)F)c3ccccc3	2742879	0	68.80275864	68.20813253	0.069540518
6	182	14	8	FALSE	CC1OC(=CC=1C(=O)Nc2ccc(cc2)OC(F)(F)F)c3ccccc3	2742879	0	69.22820407	68.16918549	0.097207372
10	182	14	8	FALSE	CC1OC(=CC=1C(=O)Nc2ccc(cc2)OC(F)(F)F)c3ccccc3	2742879	0	69.22879932	68.2113126	0.093646869
4	380	20	16	FALSE	O=C(COc1ccc(Cl)cc1)NCC2=NN=C(O2)SCC(=O)N4CCc3ccccc34	4139635	0	67.53201114	68.23675053	0.084874697
8	380	20	16	FALSE	O=C(COc1ccc(Cl)cc1)NCC2=NN=C(O2)SCC(=O)N4CCc3ccccc34	4139635	0	67.67017277	68.16496682	0.092534993
12	380	20	16	FALSE	O=C(COc1ccc(Cl)cc1)NCC2=NN=C(O2)SCC(=O)N4CCc3ccccc34	4139635	0	67.2207786	68.17382353	0.077146382
4	189	21	8	FALSE	CCN(CC)c1ccc(cc1)C(=O)OCC2=CC(=O)Oc3cc(O)ccc23	5636055	0	69.49704907	68.23675053	0.084874697
8	189	21	8	FALSE	CCN(CC)c1ccc(cc1)C(=O)OCC2=CC(=O)Oc3cc(O)ccc23	5636055	0	69.63527972	68.16496682	0.092534993
12	189	21	8	FALSE	CCN(CC)c1ccc(cc1)C(=O)OCC2=CC(=O)Oc3cc(O)ccc23	5636055	0	69.26605211	68.17382353	0.077146382
3	249	9	11	FALSE	C(Nc2nc(nc3SC1CCCCC=1c23)c4cccnc4)C5CCCO5	5181663	0	67.36347975	68.18583865	0.051594247
7	249	9	11	FALSE	C(Nc2nc(nc3SC1CCCCC=1c23)c4cccnc4)C5CCCO5	5181663	0	67.56621419	68.1895422	0.0319947
11	249	9	11	FALSE	C(Nc2nc(nc3SC1CCCCC=1c23)c4cccnc4)C5CCCO5	5181663	0	67.5252596	68.29213889	0.091890082
4	88	16	4	FALSE	CCc1ccc(cc1)C2NC(=O)NC(C)=C2C(=O)c3ccc(Cl)cc3	3968974	0	67.79403525	68.23675053	0.084874697
8	88	16	4	FALSE	CCc1ccc(cc1)C2NC(=O)NC(C)=C2C(=O)c3ccc(Cl)cc3	3968974	0	67.68287396	68.16496682	0.092534993
12	88	16	4	FALSE	CCc1ccc(cc1)C2NC(=O)NC(C)=C2C(=O)c3ccc(Cl)cc3	3968974	0	67.88083378	68.17382353	0.077146382
3	226	10	10	FALSE	Cc3cccc4SC(NC(=O)CC1=CNc2ccccc12)=Nc34	2114847	0	69.11291742	68.18583865	0.051594247
7	226	10	10	FALSE	Cc3cccc4SC(NC(=O)CC1=CNc2ccccc12)=Nc34	2114847	0	69.2047508	68.1895422	0.0319947
11	226	10	10	FALSE	Cc3cccc4SC(NC(=O)CC1=CNc2ccccc12)=Nc34	2114847	0	69.26650968	68.29213889	0.091890082
5	203	11	9	FALSE	Cc1ccc(cc1)C2NN=CC=2CN3CCN(CC3)c4cccc(C)c4C	7317152	0	68.70020791	68.2772857	0.055985758
9	203	11	9	FALSE	Cc1ccc(cc1)C2NN=CC=2CN3CCN(CC3)c4cccc(C)c4C	7317152	0	68.65621458	68.2799394	0.146243329
13	203	11	9	FALSE	Cc1ccc(cc1)C2NN=CC=2CN3CCN(CC3)c4cccc(C)c4C	7317152	0	68.69696552	68.28545317	0.071644612
3	357	21	15	FALSE	Cc1ccc(cc1F)NC(=O)c2ccc(nc2)c3cncnc3	53149807	0	68.76410759	68.18583865	0.051594247
7	357	21	15	FALSE	Cc1ccc(cc1F)NC(=O)c2ccc(nc2)c3cncnc3	53149807	0	68.81645707	68.1895422	0.0319947
11	357	21	15	FALSE	Cc1ccc(cc1F)NC(=O)c2ccc(nc2)c3cncnc3	53149807	0	68.86008166	68.29213889	0.091890082
2	80	8	4	FALSE	COCC(=O)N1CCC(CC1)N3C(=O)C2C(C)=C(C)SC=2N=C3C4CC4	92432177	0	67.6845601	68.20813253	0.069540518
6	80	8	4	FALSE	COCC(=O)N1CCC(CC1)N3C(=O)C2C(C)=C(C)SC=2N=C3C4CC4	92432177	0	67.6133574	68.16918549	0.097207372
10	80	8	4	FALSE	COCC(=O)N1CCC(CC1)N3C(=O)C2C(C)=C(C)SC=2N=C3C4CC4	92432177	0	67.7846444	68.2113126	0.093646869
3	110	14	5	FALSE	Cc4ccc(CN3C(C(O)=O)=C(CNCC1=CC=CO1)c2ccccc23)cc4	53207025	0	67.33051043	68.18583865	0.051594247
7	110	14	5	FALSE	Cc4ccc(CN3C(C(O)=O)=C(CNCC1=CC=CO1)c2ccccc23)cc4	53207025	0	67.41337222	68.1895422	0.0319947
11	110	14	5	FALSE	Cc4ccc(CN3C(C(O)=O)=C(CNCC1=CC=CO1)c2ccccc23)cc4	53207025	0	67.29943893	68.29213889	0.091890082
4	222	6	10	FALSE	CCOc4ccc(CCNC(=O)C1CCCN(C1)S(=O)(=O)N2CCC3(CC2)OCCO3)cc4	22552849	0	68.01181984	68.23675053	0.084874697
8	222	6	10	FALSE	CCOc4ccc(CCNC(=O)C1CCCN(C1)S(=O)(=O)N2CCC3(CC2)OCCO3)cc4	22552849	0	68.16953708	68.16496682	0.092534993
12	222	6	10	FALSE	CCOc4ccc(CCNC(=O)C1CCCN(C1)S(=O)(=O)N2CCC3(CC2)OCCO3)cc4	22552849	0	68.13956533	68.17382353	0.077146382
5	55	7	3	FALSE	CC(C)(C)N2C(=O)c1ccncc1C2c3ccccc3	101762973	0	67.11864515	68.2772857	0.055985758
9	55	7	3	FALSE	CC(C)(C)N2C(=O)c1ccncc1C2c3ccccc3	101762973	0	67.3731712	68.2799394	0.146243329
13	55	7	3	FALSE	CC(C)(C)N2C(=O)c1ccncc1C2c3ccccc3	101762973	0	67.06683425	68.28545317	0.071644612
5	166	22	7	FALSE	COc2cc1ccccc1cc2C(=O)Nc3ccc(cc3)S(=O)(=O)NC4C=C(C)ON=4	1181764	0	67.74400482	68.2772857	0.055985758
9	166	22	7	FALSE	COc2cc1ccccc1cc2C(=O)Nc3ccc(cc3)S(=O)(=O)NC4C=C(C)ON=4	1181764	0	67.56718289	68.2799394	0.146243329
13	166	22	7	FALSE	COc2cc1ccccc1cc2C(=O)Nc3ccc(cc3)S(=O)(=O)NC4C=C(C)ON=4	1181764	0	67.64499149	68.28545317	0.071644612
3	160	16	7	FALSE	O=C(CN3C(=O)CSC1=CC=CN1c2ccccc23)NCc4ccc(Cl)cc4	20888333	0	67.8606128	68.18583865	0.051594247
7	160	16	7	FALSE	O=C(CN3C(=O)CSC1=CC=CN1c2ccccc23)NCc4ccc(Cl)cc4	20888333	0	68.0820112	68.1895422	0.0319947
11	160	16	7	FALSE	O=C(CN3C(=O)CSC1=CC=CN1c2ccccc23)NCc4ccc(Cl)cc4	20888333	0	68.06863852	68.29213889	0.091890082
4	305	17	13	FALSE	O=C(Nc1cc(ccc1N2CCOCC2)S(=O)(=O)N3CCOCC3)C5=CC4CCCCC=4S5	4084205	0	66.60546495	68.23675053	0.084874697
8	305	17	13	FALSE	O=C(Nc1cc(ccc1N2CCOCC2)S(=O)(=O)N3CCOCC3)C5=CC4CCCCC=4S5	4084205	0	67.30421542	68.16496682	0.092534993
12	305	17	13	FALSE	O=C(Nc1cc(ccc1N2CCOCC2)S(=O)(=O)N3CCOCC3)C5=CC4CCCCC=4S5	4084205	0	67.06209229	68.17382353	0.077146382
2	297	9	13	FALSE	O=C4Oc3c(cc(Cl)c2OCN(CCc1ccc(F)cc1)Cc23)C5CCCCC4=5	7524399	0	67.90544984	68.20813253	0.069540518
6	297	9	13	FALSE	O=C4Oc3c(cc(Cl)c2OCN(CCc1ccc(F)cc1)Cc23)C5CCCCC4=5	7524399	0	67.95427625	68.16918549	0.097207372
10	297	9	13	FALSE	O=C4Oc3c(cc(Cl)c2OCN(CCc1ccc(F)cc1)Cc23)C5CCCCC4=5	7524399	0	67.81245746	68.2113126	0.093646869
3	146	2	7	FALSE	COc1ccccc1N2CCN(CC2)C(=O)c3cc5c(cc3)S(=O)c4ccccc4C(=O)N5Cc6cc(C)ccc6C	46255360	0	67.27381075	68.18583865	0.051594247
7	146	2	7	FALSE	COc1ccccc1N2CCN(CC2)C(=O)c3cc5c(cc3)S(=O)c4ccccc4C(=O)N5Cc6cc(C)ccc6C	46255360	0	67.11390778	68.1895422	0.0319947
11	146	2	7	FALSE	COc1ccccc1N2CCN(CC2)C(=O)c3cc5c(cc3)S(=O)c4ccccc4C(=O)N5Cc6cc(C)ccc6C	46255360	0	67.46660754	68.29213889	0.091890082
4	30	6	2	FALSE	CCc1ccc(cc1)NC(=O)CSC2=NC(=NC3=CC(=O)NN23)c4ccccc4F	46337885	0	66.74703013	68.23675053	0.084874697
8	30	6	2	FALSE	CCc1ccc(cc1)NC(=O)CSC2=NC(=NC3=CC(=O)NN23)c4ccccc4F	46337885	1	66.90159857	68.16496682	0.092534993
12	30	6	2	FALSE	CCc1ccc(cc1)NC(=O)CSC2=NC(=NC3=CC(=O)NN23)c4ccccc4F	46337885	0	66.69366157	68.17382353	0.077146382
5	13	13	1	FALSE	CCN2C(=O)[C@@]6(c1ccccc12)[C@@H]4C(=O)N(c3cccc(Br)c3)C(=O)[C@@H]4[C@@H]5CCCN56	2022352	0	67.8189581	68.2772857	0.055985758
9	13	13	1	FALSE	CCN2C(=O)[C@@]6(c1ccccc12)[C@@H]4C(=O)N(c3cccc(Br)c3)C(=O)[C@@H]4[C@@H]5CCCN56	2022352	0	67.87730249	68.2799394	0.146243329
13	13	13	1	FALSE	CCN2C(=O)[C@@]6(c1ccccc12)[C@@H]4C(=O)N(c3cccc(Br)c3)C(=O)[C@@H]4[C@@H]5CCCN56	2022352	0	67.71047662	68.28545317	0.071644612
5	12	12	1	FALSE	CCc1ccc(cc1)N4C(C)=CC(/C=C3/C(=O)N=C2SC=NN2C/3=N)=C4C	1300395	1	66.47105264	68.2772857	0.055985758
9	12	12	1	FALSE	CCc1ccc(cc1)N4C(C)=CC(/C=C3/C(=O)N=C2SC=NN2C/3=N)=C4C	1300395	1	66.41762242	68.2799394	0.146243329
13	12	12	1	FALSE	CCc1ccc(cc1)N4C(C)=CC(/C=C3/C(=O)N=C2SC=NN2C/3=N)=C4C	1300395	0	66.59271585	68.28545317	0.071644612
3	238	22	10	FALSE	NC(=O)c1ccc(cc1)NC(=O)C3C=NN(Cc2ccccc2)C=3	29374225	0	68.84318203	68.18583865	0.051594247
7	238	22	10	FALSE	NC(=O)c1ccc(cc1)NC(=O)C3C=NN(Cc2ccccc2)C=3	29374225	0	68.67043252	68.1895422	0.0319947
11	238	22	10	FALSE	NC(=O)c1ccc(cc1)NC(=O)C3C=NN(Cc2ccccc2)C=3	29374225	0	68.78559337	68.29213889	0.091890082
2	228	12	10	FALSE	COc1cc(cc(OC)c1OC)NS(=O)(=O)C2=CNc3ccc(cc23)[N+]([O-])=O	10294805	0	68.58337585	68.20813253	0.069540518
6	228	12	10	FALSE	COc1cc(cc(OC)c1OC)NS(=O)(=O)C2=CNc3ccc(cc23)[N+]([O-])=O	10294805	0	68.53728537	68.16918549	0.097207372
10	228	12	10	FALSE	COc1cc(cc(OC)c1OC)NS(=O)(=O)C2=CNc3ccc(cc23)[N+]([O-])=O	10294805	0	68.7153324	68.2113126	0.093646869
4	261	21	11	FALSE	Cc1nc(cc(n1)N3CC2(CCCCC2)OC3=O)C4CCNC4	110099197	0	68.12835529	68.23675053	0.084874697
8	261	21	11	FALSE	Cc1nc(cc(n1)N3CC2(CCCCC2)OC3=O)C4CCNC4	110099197	0	68.05434475	68.16496682	0.092534993
12	261	21	11	FALSE	Cc1nc(cc(n1)N3CC2(CCCCC2)OC3=O)C4CCNC4	110099197	0	68.15371745	68.17382353	0.077146382
4	248	8	11	FALSE	Cc1cc(C)cc(c1)N3C=CN2C=C(N=C2C3=O)c4cccc(Cl)c4	53036418	0	67.50197871	68.23675053	0.084874697
8	248	8	11	FALSE	Cc1cc(C)cc(c1)N3C=CN2C=C(N=C2C3=O)c4cccc(Cl)c4	53036418	0	67.55047107	68.16496682	0.092534993
12	248	8	11	FALSE	Cc1cc(C)cc(c1)N3C=CN2C=C(N=C2C3=O)c4cccc(Cl)c4	53036418	0	67.53236058	68.17382353	0.077146382
3	121	1	6	FALSE	O=C(Nc1ccc(cc1)C3=CN2C=CSC2=N3)c4ccccc4Br	3900356	0	67.55890667	68.18583865	0.051594247
7	121	1	6	FALSE	O=C(Nc1ccc(cc1)C3=CN2C=CSC2=N3)c4ccccc4Br	3900356	0	67.6894243	68.1895422	0.0319947
