Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
0.045	-0.026211	0.088333	12.16568	0.44	0.487431					0.088333	-0.048606
0.046667	-0.028968	0.091667	12.166735	0.456667	0.524418					0.09	-0.047993
0.048333	-0.029758	0.095	12.166757	0.473333	0.56143					0.091667	-0.04738
0.05	-0.030935	0.098333	12.166413	0.49	0.598458					0.093333	-0.046767
0.051667	-0.032127	0.101667	12.166119	0.506667	0.635476					0.095	-0.046154
0.053333	-0.03317	0.105	12.166075	0.523333	0.672495					0.096667	-0.045638
0.055	-0.035077	0.108333	12.166101	0.54	0.709499					0.098333	-0.045121
0.056667	-0.036806	0.111667	12.16613	0.556667	0.746523					0.1	-0.044605
0.058333	-0.039056	0.115	12.166351	0.573333	0.783513					0.101667	-0.044089
0.06	-0.041351	0.118333	12.166536	0.59	0.820531					0.103333	-0.043573
0.061667	-0.043571	0.121667	12.166616	0.606667	0.857539					0.105	-0.043988
0.063333	-0.043675	0.125	12.166784	0.623333	0.894551					0.106667	-0.043646
0.065	-0.044122	0.128333	12.167007	0.64	0.93157					0.108333	-0.044525
0.066667	-0.042185	0.131667	12.167301	0.656667	0.968574					0.11	-0.045076
0.068333	-0.040799	0.135	12.167567	0.673333	1.005572					0.111667	-0.04603
0.07	-0.039354	0.138333	12.167678	0.69	1.04257					0.113333	-0.046477
0.071667	-0.038773	0.141667	12.168122	0.706667	1.079585					0.115	-0.047132
0.073333	-0.03916	0.145	12.168532	0.723333	1.116597					0.116667	-0.049576
0.075	-0.037864	0.148333	12.168813	0.74	1.1536					0.118333	-0.051364
0.076667	-0.037938	0.151667	12.169165	0.756667	1.190613					0.12	-0.050142
0.078333	-0.039101	0.155	12.169546	0.773333	1.227641					0.121667	-0.050113
0.08	-0.040874	0.158333	12.169928	0.79	1.264626					0.123333	-0.046775
0.081667	-0.042394	0.161667	12.170467	0.806667	1.301646					0.125	-0.045374
0.083333	-0.044599	0.165	12.170835	0.823333	1.338658					0.126667	-0.046432
0.085	-0.043601	0.168333	12.171228	0.84	1.375676					0.128333	-0.045225
0.086667	-0.043467	0.171667	12.171562	0.856667	1.412679					0.13	-0.044093
0.088333	-0.043377	0.175	12.172098	0.873333	1.449697					0.131667	-0.043333
0.09	-0.044599	0.178333	12.172899	0.89	1.486684					0.133333	-0.042632
0.091667	-0.045121	0.181667	12.174216	0.906667	1.523685					0.135	-0.045568
0.093333	-0.044391	0.185	12.176366	0.923333	1.560697					0.136667	-0.047415
0.095	-0.044748	0.188333	12.179374	0.94	1.597713					0.138333	-0.047818
0.096667	-0.045046	0.191667	12.183411	0.956667	1.634734					0.14	-0.048906
0.098333	-0.044301	0.195	12.188481	0.973333	1.671748					0.141667	-0.049949
0.1	-0.042394	0.198333	12.19376	0.99	1.708759					0.143333	-0.050366
0.101667	-0.042722	0.201667	12.199512	1.006667	1.745766					0.145	-0.051364
0.103333	-0.04296	0.205	12.203234	1.023333	1.78279					0.146667	-0.050426
0.105	-0.043988	0.208333	12.200647	1.04	1.819792					0.148333	-0.051782
0.106667	-0.043646	0.211667	12.197137	1.056667	1.856805					0.15	-0.051409
0.108333	-0.044525	0.215	12.19462	1.073333	1.893821					0.151667	-0.053287
0.11	-0.045076	0.218333	12.190847	1.09	1.930804					0.153333	-0.052512
0.111667	-0.04603	0.221667	12.186655	1.106667	1.967808					0.155	-0.053123
0.113333	-0.046477	0.225	12.184791	1.123333	2.004822					0.156667	-0.051364
0.115	-0.047132	0.228333	12.184713	1.14	2.041831					0.158333	-0.051424
0.116667	-0.049576	0.231667	12.184796	1.156667	2.078871					0.16	-0.051439
0.118333	-0.051364	0.235	12.182355	1.173333	2.115886					0.161667	-0.050411
0.12	-0.050142	0.238333	12.175533	1.19	2.152893					0.163333	-0.050426
0.121667	-0.050113	0.241667	12.16496	1.206667	2.189905					0.165	-0.053003
0.123333	-0.046775	0.245	12.150923	1.223333	2.226917					0.166667	-0.053078
0.125	-0.045374	0.248333	12.13435	1.24	2.263927					0.168333	-0.051618
0.126667	-0.046432	0.251667	12.116436	1.256667	2.300943					0.17	-0.053763
0.128333	-0.045225	0.255	12.098609	1.273333	2.337955					0.171667	-0.054821
0.13	-0.044093	0.258333	12.081538	1.29	2.374933					0.173333	-0.056729
0.131667	-0.043333	0.261667	12.065554	1.306667	2.411953					0.175	-0.059724
0.133333	-0.042632	0.265	12.050948	1.323333	2.448959					0.176667	-0.058904
0.135	-0.045568	0.268333	12.037879	1.34	2.485974					0.178333	-0.057831
0.136667	-0.047415	0.271667	12.026356	1.356667	2.522988					0.18	-0.058055
0.138333	-0.047818	0.275	12.0163	1.373333	2.560013					0.181667	-0.057757
0.14	-0.048906	0.278333	12.007136	1.39	2.596998					0.183333	-0.05883
0.141667	-0.049949	0.281667	11.998788	1.406667	2.634019					0.185	-0.05804
0.143333	-0.050366	0.285	11.990917	1.423333	2.671025					0.186667	-0.057504
0.145	-0.051364	0.288333	11.983181	1.44	2.708044					0.188333	-0.056937
0.146667	-0.050426	0.291667	11.97568	1.456667	2.745056					0.19	-0.054151
0.148333	-0.051782	0.295	11.968307	1.473333	2.782035					0.191667	-0.056282
0.15	-0.051409	0.298333	11.960947	1.49	2.819049					0.193333	-0.056863
0.151667	-0.053287	0.301667	11.953718	1.506667	2.856068					0.195	-0.057921
0.153333	-0.052512	0.305	11.946907	1.523333	2.893099					0.196667	-0.058949
0.155	-0.053123	0.308333	11.940156	1.54	2.93012					0.198333	-0.059813
0.156667	-0.051364	0.311667	11.933766	1.556667	2.967108					0.2	-0.060022
0.158333	-0.051424	0.315	11.927499	1.573333	3.004127					0.201667	-0.060812
0.16	-0.051439	0.318333	11.921554	1.59	3.041139					0.203333	-0.059724
0.161667	-0.050411	0.321667	11.915794	1.606667	3.078152					0.205	-0.061184
0.163333	-0.050426	0.325	11.910168	1.623333	3.115168					0.206667	-0.062451
0.165	-0.053003	0.328333	11.904312	1.64	3.152174					0.208333	-0.063568
0.166667	-0.053078	0.331667	11.89846	1.656667	3.189169					0.21	-0.064239
0.168333	-0.051618	0.335	11.8925	1.673333	3.22618					0.211667	-0.065818
0.17	-0.053763	0.338333	11.88655	1.69	3.263186					0.213333	-0.066802
0.171667	-0.054821	0.341667	11.880721	1.706667	3.300202					0.215	-0.066131
0.173333	-0.056729	0.345	11.874947	1.723333	3.337223					0.216667	-0.063747
0.175	-0.059724	0.348333	11.869216	1.74	3.374218					0.218333	-0.010535
0.176667	-0.058904	0.351667	11.863533	1.756667	3.411228					0.22	-0.002938
0.178333	-0.057831	0.355	11.858017	1.773333	3.44824					0.221667	-0.002413
0.18	-0.058055	0.358333	11.852962	1.79	3.485267					0.223333	-0.001889
0.181667	-0.057757	0.361667	11.847697	1.806667	3.522292					0.225	-0.001364
0.183333	-0.05883	0.365	11.842851	1.823333	3.559278					0.226667	-0.000839
0.185	-0.05804	0.368333	11.838012	1.84	3.596292					0.228333	-0.000314
0.186667	-0.057504	0.371667	11.833459	1.856667	3.633308					0.23	0.000374
0.188333	-0.056937	0.375	11.829203	1.873333	3.670318					0.231667	0.001062
0.19	-0.054151	0.378333	11.825153	1.89	3.707332					0.233333	0.001749
0.191667	-0.056282	0.381667	11.821053	1.906667	3.744328					0.235	0.002437
0.193333	-0.056863	0.385	11.817294	1.923333	3.781352					0.236667	0.003125
0.195	-0.057921	0.388333	11.813537	1.94	3.818362					0.238333	0.003813
0.196667	-0.058949	0.391667	11.809955	1.956667	3.85538					0.24	0.004501
0.198333	-0.059813	0.395	11.806501	1.973333	3.892385					0.241667	0.005189
0.2	-0.060022	0.398333	11.803256	1.99	3.92937					0.243333	0.005877
0.201667	-0.060812	0.401667	11.800154	2.006667	3.966381					0.245	0.006565
0.203333	-0.059724	0.405	11.797338	2.023334	4.003392					0.246667	0.007138
0.205	-0.061184	0.408333	11.794674	2.04	4.040434					0.248333	0.007711
0.206667	-0.062451	0.411667	11.792451	2.056667	4.077463					0.25	0.008284
0.208333	-0.063568	0.415	11.790271	2.073334	4.114447					0.251667	0.008857
0.21	-0.064239	0.418333	11.788348	2.09	4.151468					0.253333	0.00943
0.211667	-0.065818	0.421667	11.786213	2.106667	4.188483					0.255	0.010003
0.213333	-0.066802	0.425	11.78441	2.123333	4.225497					0.256667	0.010576
0.215	-0.066131	0.428333	11.782652	2.14	4.262469					0.258333	0.011149
0.216667	-0.063747	0.431667	11.78125	2.156667	4.299483					0.26	0.011722
0.218333	-0.010535	0.435	11.779876	2.173333	4.336504					0.261667	0.012295
0.22	0.256822	0.438333	11.778635	2.19	4.373518					0.263333	0.012889
0.221667	0.835672	0.441667	11.777737	2.206667	4.410528					0.265	0.013483
0.223333	1.64938	0.445	11.776919	2.223333	4.447526					0.266667	0.014077
0.225	2.638131	0.448333	11.776151	2.24	4.484539					0.268333	0.01467
0.226667	3.841937	0.451667	11.775211	2.256667	4.521582					0.27	0.015264
0.228333	5.273461	0.455	11.774649	2.273334	4.558597					0.271667	0.015858
0.23	6.994441	0.458333	11.773932	2.29	4.595601					0.273333	0.016452
0.231667	9.028212	0.461667	11.773348	2.306667	4.632599					0.275	0.017045
0.233333	11.365339	0.465	11.772682	2.323334	4.66961					0.276667	0.017639
0.235	13.989181	0.468333	11.771885	2.34	4.70661					0.278333	0.018233
0.236667	16.872406	0.471667	11.771137	2.356667	4.743638					0.28	0.018536
0.238333	19.997402	0.475	11.770578	2.373333	4.780638					0.281667	0.018839
0.24	23.393036	0.478333	11.770095	2.39	4.817647					0.283333	0.019142
0.241667	27.156607	0.481667	11.769628	2.406667	4.854668					0.285	0.019446
0.243333	31.161114	0.485	11.768966	2.423333	4.891675					0.286667	0.019749
0.245	35.333916	0.488333	11.768526	2.44	4.928719					0.288333	0.020052
0.246667	39.672775	0.491667	11.768417	2.456667	4.965693					0.29	0.020355
0.248333	44.225677	0.495	11.768297	2.473333	5.00271					0.291667	0.020659
0.25	49.037025	0.498333	11.76819	2.49	5.039728					0.293333	0.020962
0.251667	54.049343	0.501667	11.767816	2.506667	5.076746					0.295	0.021265
0.253333	59.249222	0.505	11.76752	2.523334	5.113748					0.296667	0.021889
0.255	64.58828	0.508333	11.767198	2.54	5.150761					0.298333	0.022513
0.256667	70.039955	0.511667	11.766954	2.556667	5.187778					0.3	0.023136
0.258333	75.593796	0.515	11.766663	2.573334	5.224801					0.301667	0.02376
0.26	81.187546	0.518333	11.76632	2.59	5.261768					0.303333	0.024384
0.261667	86.646812	0.521667	11.766174	2.606667	5.29879					0.305	0.025007
0.263333	91.866631	0.525	11.765985	2.623333	5.335831					0.306667	0.025631
0.265	96.910728	0.528333	11.765805	2.64	5.372844					0.308333	0.026255
0.266667	101.842285	0.531667	11.7656	2.656667	5.409868					0.31	0.026879
0.268333	106.624588	0.535	11.765555	2.673333	5.446854					0.311667	0.027502
0.27	111.249702	0.538333	11.765327	2.69	5.483872					0.313333	0.028145
0.271667	115.642723	0.541667	11.764973	2.706667	5.520899					0.315	0.028788
0.273333	119.763611	0.545	11.764804	2.723333	5.557897					0.316667	0.029431
0.275	123.616455	0.548333	11.764465	2.74	5.594883					0.318333	0.030075
0.276667	127.212288	0.551667	11.764168	2.756667	5.631899					0.32	0.030718
0.278333	130.574829	0.555	11.763906	2.773334	5.668937					0.321667	0.031361
0.28	133.725143	0.558333	11.7637	2.79	5.705953					0.323333	0.032004
0.281667	136.627701	0.561667	11.763421	2.806667	5.742952					0.325	0.032647
0.283333	139.190552	0.565	11.763028	2.823334	5.779966					0.326667	0.03329
0.285	141.542465	0.568333	11.762575	2.84	5.81699					0.328333	0.033933
0.286667	143.751175	0.571667	11.762289	2.856667	5.854001					0.33	0.034595
0.288333	145.822998	0.575	11.762016	2.873333	5.890977					0.331667	0.035257
0.29	147.704147	0.578333	11.761527	2.89	5.927991					0.333333	0.035918
0.291667	149.350082	0.581667	11.761131	2.906667	5.965008					0.335	0.03658
0.293333	150.822632	0.585	11.760763	2.923333	6.002027					0.336667	0.037242
0.295	152.137161	0.588333	11.760573	2.94	6.039045					0.338333	0.037904
0.296667	153.336258	0.591667	11.760283	2.956667	6.076061					0.34	0.038566
0.298333	154.448685	0.595	11.759846	2.973334	6.113082					0.341667	0.039228
0.3	155.487473	0.598333	11.759301	2.99	6.150097					0.343333	0.039889
0.301667	156.456863	0.601667	11.758884	3.006667	6.187079					0.345	0.040551
0.303333	157.371826	0.605	11.758715	3.023334	6.224091					0.346667	0.041231
0.305	158.239243	0.608333	11.758803	3.04	6.261104					0.348333	0.041911
0.306667	159.067276	0.611667	11.758947	3.056667	6.298122					0.35	0.042591
0.308333	159.848846	0.615	11.759094	3.073334	6.335138					0.351667	0.043271
0.31	160.589005	0.618333	11.759396	3.09	6.372159					0.353333	0.043952
0.311667	161.282562	0.621667	11.759556	3.106667	6.409181					0.355	0.044632
0.313333	161.935486	0.625	11.759719	3.123333	6.446194					0.356667	0.045312
0.315	162.559326	0.628333	11.759795	3.14	6.483176					0.358333	0.045992
0.316667	163.164169	0.631667	11.759953	3.156667	6.520199					0.36	0.046672
0.318333	163.748291	0.635	11.759861	3.173333	6.557209					0.361667	0.047352
0.32	164.312775	0.638333	11.759897	3.19	6.594223					0.363333	0.047697
0.321667	164.853958	0.641667	11.759794	3.206667	6.631235					0.365	0.048042
0.323333	165.382919	0.645	11.759821	3.223334	6.668258					0.366667	0.048388
0.325	165.898407	0.648333	11.759714	3.24	6.705287					0.368333	0.048733
0.326667	166.400467	0.651667	11.759753	3.256667	6.7423					0.37	0.049078
0.328333	166.890167	0.655	11.759802	3.273334	6.779281					0.371667	0.049424
0.33	167.369186	0.658333	11.759633	3.29	6.816297					0.373333	0.049769
0.331667	167.836639	0.661667	11.759409	3.306667	6.853312					0.375	0.050114
0.333333	168.289063	0.665	11.758984	3.323334	6.890325					0.376667	0.050459
0.335	168.721024	0.668333	11.758708	3.34	6.927348					0.378333	0.050805
0.336667	169.130707	0.671667	11.758484	3.356667	6.964371					0.38	0.051511
0.338333	169.521454	0.675	11.758418	3.373333	7.00139					0.381667	0.052217
0.34	169.893768	0.678333	11.758255	3.39	7.038392					0.383333	0.052924
0.341667	170.241806	0.681667	11.758146	3.406667	7.075384					0.385	0.05363
0.343333	170.569534	0.685	11.758106	3.423333	7.112398					0.386667	0.054336
0.345	170.867477	0.688333	11.758144	3.44	7.14941					0.388333	0.055042
0.346667	171.145264	0.691667	11.758085	3.456667	7.186416					0.39	0.055749
0.348333	171.404816	0.695	11.757926	3.473334	7.223448					0.391667	0.056455
0.35	171.654877	0.698333	11.75774	3.49	7.260467					0.393333	0.057161
0.351667	171.886749	0.701667	11.757549	3.506667	7.297496					0.395	0.057867
0.353333	172.103195	0.705	11.757527	3.523334	7.33446					0.396667	0.05859
0.355	172.308212	0.708333	11.75721	3.54	7.371482					0.398333	0.059313
0.356667	172.509171	0.711667	11.756977	3.556667	7.408497					0.4	0.060036
0.358333	172.702759	0.715	11.756741	3.573334	7.445517					0.401667	0.060759
0.36	172.894302	0.718333	11.756511	3.59	7.482538					0.403333	0.061482
0.361667	173.085358	0.721667	11.756419	3.606667	7.519557					0.405	0.062205
0.363333	173.274902	0.725	11.756586	3.623333	7.556569					0.406667	0.062928
0.365	173.453568	0.728333	11.756755	3.64	7.593585					0.408333	0.063651
0.366667	173.623032	0.731667	11.75695	3.656667	7.630568					0.41	0.064374
0.368333	173.776947	0.735	11.757099	3.673333	7.667583					0.411667	0.065097
0.37	173.9142	0.738333	11.757185	3.69	7.704601					0.413333	0.065463
0.371667	174.043808	0.741667	11.757128	3.706667	7.74163					0.415	0.065829
0.373333	174.159973	0.745	11.756898	3.723334	7.778645					0.416667	0.066196
0.375	174.273788	0.748333	11.756752	3.74	7.815666					0.418333	0.066562
0.376667	174.383041	0.751667	11.756695	3.756667	7.852677					0.42	0.066928
0.378333	174.486877	0.755	11.75663	3.773334	7.889667					0.421667	0.067294
0.38	174.589401	0.758333	11.756536	3.79	7.926683					0.423333	0.06766
0.381667	174.688034	0.761667	11.75661	3.806667	7.963689					0.425	0.068026
0.383333	174.781982	0.765	11.756683	3.823334	8.000717					0.426667	0.068392
0.385	174.876328	0.768333	11.756697	3.84	8.037736					0.428333	0.068759
0.386667	174.9785	0.771667	11.756731	3.856667	8.074755					0.43	0.069506
0.388333	175.079041	0.775	11.756669	3.873333	8.111766					0.431667	0.070252
0.39	175.179474	0.778333	11.75671	3.89	8.148746					0.433333	0.070999
0.391667	175.273804	0.781667	11.7566	3.906667	8.185761					0.435	0.071746
0.393333	175.36441	0.785	11.756464	3.923334	8.222776					0.436667	0.072493
0.395	175.450241	0.788333	11.756307	3.94	8.259799					0.438333	0.07324
0.396667	175.529175	0.791667	11.755981	3.956667	8.29682					0.44	0.073987
0.398333	175.60202	0.795	11.755599	3.973334	8.33384					0.441667	0.074734
0.4	175.667191	0.798333	11.755346	3.99	8.370851					0.443333	0.075481
0.401667	175.728973	0.801667	11.75519	4.006667	8.407836					0.445	0.076228
0.403333	175.783096	0.805	11.75503	4.023334	8.444853					0.446667	0.076606
0.405	175.833878	0.808333	11.755019	4.04	8.481892					0.448333	0.076984
0.406667	175.885147	0.811667	11.754908	4.056667	8.518897					0.45	0.077361
0.408333	175.933563	0.815	11.754642	4.073334	8.555908					0.451667	0.077739
0.41	175.97908	0.818333	11.75435	4.09	8.592927					0.453333	0.078117
0.411667	176.025116	0.821667	11.754218	4.106667	8.629938					0.455	0.078495
0.413333	176.06604	0.825	11.754128	4.123333	8.666928					0.456667	0.078872
0.415	176.106842	0.828333	11.753954	4.14	8.703967					0.458333	0.07925
0.416667	176.141678	0.831667	11.753764	4.156667	8.740982					0.46	0.079628
0.418333	176.174881	0.835	11.753799	4.173334	8.777987					0.461667	0.080005
0.42	176.20665	0.838333	11.753756	4.19	8.815006					0.463333	0.080775
0.421667	176.233643	0.841667	11.753797	4.206667	8.852016					0.465	0.081545
0.423333	176.25415	0.845	11.753864	4.223333	8.889005					0.466667	0.082314
0.425	176.275909	0.848333	11.753907	4.24	8.92603					0.468333	0.083084
0.426667	176.291138	0.851667	11.754009	4.256667	8.963058					0.47	0.083853
0.428333	176.30452	0.855	11.753998	4.273334	9.000081					0.471667	0.084623
0.43	176.314804	0.858333	11.754105	4.29	9.037081					0.473333	0.085392
0.431667	176.321274	0.861667	11.754147	4.306667	9.074102					0.475	0.086162
0.433333	176.327316	0.865	11.753949	4.323334	9.11112					0.476667	0.086931
0.435	176.330688	0.868333	11.753771	4.34	9.148121					0.478333	0.087701
0.436667	176.329315	0.871667	11.753664	4.356667	9.185136					0.48	0.08809
0.438333	176.329224	0.875	11.753574	4.373333	9.222157					0.481667	0.088478
0.44	176.322968	0.878333	11.753382	4.39	9.25916					0.483333	0.088867
0.441667	176.316772	0.881667	11.753186	4.406667	9.296177					0.485	0.089256
0.443333	176.304581	0.885	11.753062	4.423334	9.333194					0.486667	0.089644
0.445	176.291702	0.888333	11.752919	4.44	9.37023					0.488333	0.090033
0.446667	176.276566	0.891667	11.752821	4.456667	9.40722					0.49	0.090422
0.448333	176.259613	0.895	11.752945	4.473333	9.444238					0.491667	0.09081
0.45	176.24054	0.898333	11.753173	4.49	9.481252					0.493333	0.091199
0.451667	176.221817	0.901667	11.753198	4.506667	9.518247					0.495	0.091588
0.453333	176.19989	0.905	11.75312	4.523334	9.555263					0.496667	0.092378
0.455	176.176575	0.908333	11.753155	4.54	9.592306					0.498333	0.093169
0.456667	176.151871	0.911667	11.753166	4.556667	9.629286					0.5	0.09396
0.458333	176.124573	0.915	11.753244	4.573334	9.666306					0.501667	0.094751
0.46	176.09465	0.918333	11.753122	4.59	9.703322					0.503333	0.095542
0.461667	176.064514	0.921667	11.752937	4.606667	9.740331					0.505	0.096332
0.463333	176.032639	0.925	11.75304	4.623333	9.777361					0.506667	0.097123
0.465	176.002228	0.928333	11.753069	4.64	9.814384					0.508333	0.097914
0.466667	175.965698	0.931667	11.753141	4.656667	9.851365					0.51	0.098705
0.468333	175.932144	0.935	11.753054	4.673334	9.888385					0.511667	0.099496
0.47	175.892822	0.938333	11.752858	4.69	9.925409					0.513333	0.099894
0.471667	175.85582	0.941667	11.752635	4.706667	9.962425					0.515	0.100293
0.473333	175.816956	0.945	11.752371	4.723333	9.999451					0.516667	0.100692
0.475	175.777283	0.948333	11.752253	4.74	10.036474					0.518333	0.101091
0.476667	175.734879	0.951667	11.752048	4.756667	10.073484					0.52	0.10149
0.478333	175.688354	0.955	11.751812	4.773334	10.110471					0.521667	0.101889
0.48	175.639832	0.958333	11.751727	4.79	10.147487					0.523333	0.102288
0.481667	175.592453	0.961667	11.751447	4.806667	10.184531					0.525	0.102687
0.483333	175.547577	0.965	11.751268	4.823334	10.22153					0.526667	0.103086
0.485	175.501251	0.968333	11.751112	4.84	10.258548					0.528333	0.103484
0.486667	175.454437	0.971667	11.751097	4.856667	10.295565					0.53	0.104295
0.488333	175.405502	0.975	11.750979	4.873333	10.332556					0.531667	0.105106
0.49	175.353561	0.978333	11.750906	4.89	10.3696					0.533333	0.105916
0.491667	175.30304	0.981667	11.750769	4.906667	10.406608					0.535	0.106727
0.493333	175.250412	0.985	11.750526	4.923334	10.443614					0.536667	0.107538
0.495	175.19754	0.988333	11.750328	4.94	10.480628					0.538333	0.108349
0.496667	175.14238	0.991667	11.75025	4.956667	10.517647					0.54	0.109159
0.498333	175.085342	0.995	11.750327	4.973333	10.554639					0.541667	0.10997
0.5	175.026917	0.998333	11.750278	4.99	10.591669					0.543333	0.110781
0.501667	174.970749	1.001667	11.750031	5.006667	10.628689					0.545	0.111591
0.503333	174.909912	1.005	11.749746	5.023334	10.665691					0.546667	0.112
0.505	174.85202	1.008333	11.749487	5.04	10.702709					0.548333	0.112408
0.506667	174.790085	1.011667	11.749197	5.056667	10.739729					0.55	0.112817
0.508333	174.730118	1.015	11.749001	5.073334	10.776736					0.551667	0.113225
0.51	174.667007	1.018333	11.749001	5.09	10.813749					0.553333	0.113633
0.511667	174.60704	1.021667	11.749086	5.106667	10.85077					0.555	0.114042
0.513333	174.540009	1.025	11.749123	5.123333	10.887773					0.556667	0.11445
0.515	174.476654	1.028333	11.748976	5.14	10.924803					0.558333	0.114859
0.516667	174.410141	1.031667	11.74881	5.156667	10.961838					0.56	0.115267
0.518333	174.340012	1.035	11.748688	5.173334	10.998818					0.561667	0.115676
0.52	174.277008	1.038333	11.748631	5.19	11.035838					0.563333	0.116505
0.521667	174.211563	1.041667	11.748661	5.206667	11.072852					0.565	0.117334
0.523333	174.14328	1.045	11.748758	5.223334	11.109879					0.566667	0.118163
0.525	174.072144	1.048333	11.748923	5.24	11.146894					0.568333	0.118993
0.526667	174.001343	1.051667	11.748897	5.256667	11.183911					0.57	0.119822
0.528333	173.929993	1.055	11.748839	5.273334	11.2209					0.571667	0.120651
0.53	173.863083	1.058333	11.748682	5.29	11.257915					0.573333	0.12148
0.531667	173.794037	1.061667	11.74865	5.306667	11.294965					0.575	0.122309
0.533333	173.720413	1.065	11.748563	5.323334	11.331959					0.576667	0.123139
0.535	173.647736	1.068333	11.748613	5.34	11.368979					0.578333	0.123968
0.536667	173.572189	1.071667	11.748827	5.356667	11.405984					0.58	0.124385
0.538333	173.498566	1.075	11.748777	5.373333	11.442975					0.581667	0.124802
0.54	173.424988	1.078333	11.748696	5.39	11.480017					0.583333	0.12522
0.541667	173.351639	1.081667	11.748516	5.406667	11.517021					0.585	0.125637
0.543333	173.271713	1.085	11.74835	5.423334	11.554035					0.586667	0.126054
0.545	173.198257	1.088333	11.748176	5.44	11.591066					0.588333	0.126472
0.546667	173.121216	1.091667	11.748048	5.456667	11.628054					0.59	0.126889
0.548333	173.044861	1.095	11.747909	5.473334	11.665081					0.591667	0.127306
0.55	172.969574	1.098333	11.747885	5.49	11.702097					0.593333	0.127724
0.551667	172.893204	1.101667	11.747956	5.506667	11.739109					0.595	0.128141
0.553333	172.813416	1.105	11.747675	5.523334	11.776122					0.596667	0.128561
0.555	172.736282	1.108333	11.747511	5.54	11.813169					0.598333	0.128981
0.556667	172.656387	1.111667	11.747385	5.556667	11.850151					0.6	0.129402
0.558333	172.576584	1.115	11.747297	5.573334	11.887172					0.601667	0.129822
0.56	172.500397	1.118333	11.747375	5.59	11.924194					0.603333	0.130242
0.561667	172.418091	1.121667	11.74747	5.606667	11.961191					0.605	0.130662
0.563333	172.336273	1.125	11.74769	5.623333	11.998234					0.606667	0.131082
0.565	172.258194	1.128333	11.747781	5.64	12.035242					0.608333	0.131502
0.566667	172.180481	1.131667	11.747808	5.656667	12.072227					0.61	0.131922
0.568333	172.101044	1.135	11.747663	5.673334	12.109243					0.611667	0.132343
0.57	172.018982	1.138333	11.747622	5.690001	12.146272					0.613333	0.133194
0.571667	171.934845	1.141667	11.747788	5.706667	12.18329					0.615	0.134046
0.573333	171.853806	1.145	11.747931	5.723334	12.220318					0.616667	0.134898
0.575	171.772385	1.148333	11.747854	5.74	12.257292					0.618333	0.13575
0.576667	171.68927	1.151667	11.747671	5.756667	12.294335					0.62	0.136602
0.578333	171.611908	1.155	11.747396	5.773334	12.331352					0.621667	0.137453
0.58	171.53067	1.158333	11.747327	5.79	12.368357					0.623333	0.138305
0.581667	171.450562	1.161667	11.747208	5.806667	12.405376					0.625	0.139157
0.583333	171.370178	1.165	11.747128	5.823334	12.442393					0.626667	0.140009
