Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
0.045	0.014365	0.088333	12.475772	0.443333	0.494839					0.09	0.023405
0.046667	0.014976	0.091667	12.476244	0.46	0.53184					0.091667	0.023618
0.048333	0.016466	0.095	12.476735	0.476667	0.568837					0.093333	0.020206
0.05	0.018403	0.098333	12.476822	0.493333	0.605862					0.095	0.020489
0.051667	0.021517	0.101667	12.477015	0.51	0.64288					0.096667	0.020102
0.053333	0.022709	0.105	12.477117	0.526667	0.679892					0.098333	0.018597
0.055	0.023559	0.108333	12.477228	0.543333	0.694012					0.1	0.020161
0.056667	0.024915	0.111667	12.477502	0.56	0.694484					0.101667	0.018716
0.058333	0.024855	0.115	12.47774	0.576667	0.697321					0.103333	0.016093
0.06	0.026688	0.118333	12.478299	0.593333	0.702731					0.105	0.014216
0.061667	0.029162	0.121667	12.478819	0.61	0.710709					0.106667	0.012532
0.063333	0.030041	0.125	12.479478	0.626667	0.721262					0.108333	0.010878
0.065	0.029385	0.128333	12.480067	0.643333	0.734401					0.11	0.014156
0.066667	0.029683	0.131667	12.480776	0.66	0.750076					0.111667	0.013009
0.068333	0.026718	0.135	12.481377	0.676667	0.768353					0.113333	0.01289
0.07	0.028878	0.138333	12.481331	0.693333	0.789192					0.115	0.015274
0.071667	0.029624	0.141667	12.479944	0.71	0.812601					0.116667	0.016004
0.073333	0.027224	0.145	12.475235	0.726667	0.838566					0.118333	0.017524
0.075	0.027776	0.148333	12.464695	0.743333	0.867104					0.12	0.018001
0.076667	0.026032	0.151667	12.445078	0.76	0.898228					0.121667	0.015691
0.078333	0.024617	0.155	12.415324	0.776667	0.931913					0.123333	0.016481
0.08	0.026211	0.158333	12.376428	0.793333	0.968079					0.125	0.016481
0.081667	0.02557	0.161667	12.331875	0.81	1.005089					0.126667	0.016019
0.083333	0.025675	0.165	12.286204	0.826667	1.042102					0.128333	0.015825
0.085	0.025019	0.168333	12.244264	0.843333	1.079119					0.13	0.01651
0.086667	0.026554	0.171667	12.210505	0.86	1.116126					0.131667	0.017777
0.088333	0.026211	0.175	12.187609	0.876667	1.153142					0.133333	0.017181
0.09	0.024885	0.178333	12.175865	0.893333	1.19014					0.135	0.019297
0.091667	0.023618	0.181667	12.173794	0.91	1.227156					0.136667	0.017434
0.093333	0.020206	0.185	12.177971	0.926667	1.264165					0.138333	0.016823
0.095	0.020489	0.188333	12.180712	0.943333	1.301177					0.14	0.018537
0.096667	0.020102	0.191667	12.177311	0.96	1.338199					0.141667	0.016361
0.098333	0.018597	0.195	12.168531	0.976667	1.375206					0.143333	0.016287
0.1	0.020161	0.198333	12.155018	0.993333	1.412204					0.145	0.017107
0.101667	0.018716	0.201667	12.138403	1.01	1.449195					0.146667	0.017419
0.103333	0.016093	0.205	12.120659	1.026667	1.486214					0.148333	0.016034
0.105	0.014216	0.208333	12.102167	1.043333	1.523224					0.15	0.015661
0.106667	0.012532	0.211667	12.082852	1.06	1.56023					0.151667	0.012964
0.108333	0.010878	0.215	12.063165	1.076667	1.597243					0.153333	0.010788
0.11	0.014156	0.218333	12.043371	1.093333	1.634279					0.155	0.009596
0.111667	0.013009	0.221667	12.023997	1.11	1.671272					0.156667	0.037759
0.113333	0.01289	0.225	12.006135	1.126667	1.708285					0.158333	0.038148
0.115	0.015274	0.228333	11.990873	1.143333	1.745299					0.16	0.038538
0.116667	0.016004	0.231667	11.978809	1.16	1.782321					0.161667	0.038927
0.118333	0.017524	0.235	11.970181	1.176667	1.819325					0.163333	0.039317
0.12	0.018001	0.238333	11.965565	1.193333	1.856335					0.165	0.039667
0.121667	0.015691	0.241667	11.96507	1.21	1.893323					0.166667	0.040017
0.123333	0.016481	0.245	11.967887	1.226667	1.930331					0.168333	0.040367
0.125	0.016481	0.248333	11.972814	1.243333	1.967345					0.17	0.040717
0.126667	0.016019	0.251667	11.977798	1.26	2.004359					0.171667	0.041067
0.128333	0.015825	0.255	11.981773	1.276667	2.041376					0.173333	0.041417
0.13	0.01651	0.258333	11.983804	1.293333	2.07842					0.175	0.041767
0.131667	0.017777	0.261667	11.983543	1.31	2.115402					0.176667	0.042117
0.133333	0.017181	0.265	11.981164	1.326667	2.152419					0.178333	0.042467
0.135	0.019297	0.268333	11.976978	1.343333	2.189445					0.18	0.042817
0.136667	0.017434	0.271667	11.971027	1.36	2.226448					0.181667	0.043191
0.138333	0.016823	0.275	11.964003	1.376667	2.263463					0.183333	0.043564
0.14	0.018537	0.278333	11.956252	1.393333	2.300444					0.185	0.043937
0.141667	0.016361	0.281667	11.948309	1.41	2.337456					0.186667	0.044311
0.143333	0.016287	0.285	11.939976	1.426667	2.374467					0.188333	0.044684
0.145	0.017107	0.288333	11.931145	1.443333	2.411483					0.19	0.045057
0.146667	0.017419	0.291667	11.921904	1.46	2.448493					0.191667	0.045431
0.148333	0.016034	0.295	11.912876	1.476667	2.485518					0.193333	0.045804
0.15	0.015661	0.298333	11.904497	1.493333	2.522504					0.195	0.046177
0.151667	0.012964	0.301667	11.897445	1.51	2.55952					0.196667	0.046551
0.153333	0.010788	0.305	11.891717	1.526667	2.596537					0.198333	0.046865
0.155	0.009596	0.308333	11.887098	1.543333	2.633553					0.2	0.04718
0.156667	0.049263	0.311667	11.883677	1.56	2.670563					0.201667	0.047494
0.158333	0.656813	0.315	11.881062	1.576667	2.707559					0.203333	0.047809
0.16	1.962751	0.318333	11.878924	1.593333	2.744565					0.205	0.048123
0.161667	3.879056	0.321667	11.877242	1.61	2.78157					0.206667	0.048438
0.163333	6.258741	0.325	11.875867	1.626667	2.818583					0.208333	0.048752
0.165	8.953094	0.328333	11.874245	1.643333	2.855592					0.21	0.049067
0.166667	11.872038	0.331667	11.872217	1.66	2.892641					0.211667	0.049381
0.168333	14.92922	0.335	11.869164	1.676667	2.929634					0.213333	0.049696
0.17	17.940447	0.338333	11.865433	1.693333	2.966649					0.215	0.05011
0.171667	20.931705	0.341667	11.86064	1.71	3.003661					0.216667	0.050524
0.173333	23.769438	0.345	11.855222	1.726667	3.04068					0.218333	0.050938
0.175	26.525139	0.348333	11.849094	1.743333	3.077684					0.22	0.051352
0.176667	29.367596	0.351667	11.842686	1.76	3.114667					0.221667	0.051767
0.178333	32.432602	0.355	11.836178	1.776667	3.151688					0.223333	0.052181
0.18	35.66441	0.358333	11.829862	1.793333	3.188701					0.225	0.052595
0.181667	39.007099	0.361667	11.823983	1.81	3.22571					0.226667	0.053009
0.183333	42.432846	0.365	11.818516	1.826667	3.262719					0.228333	0.053423
0.185	45.912609	0.368333	11.813444	1.843333	3.299723					0.23	0.053837
0.186667	49.445854	0.371667	11.809008	1.86	3.336741					0.231667	0.054184
0.188333	53.103535	0.375	11.804976	1.876667	3.373747					0.233333	0.05453
0.19	56.869553	0.378333	11.801813	1.893333	3.410764					0.235	0.054877
0.191667	60.744747	0.381667	11.798936	1.91	3.447785					0.236667	0.055223
0.193333	64.744812	0.385	11.796756	1.926667	3.48477					0.238333	0.05557
0.195	68.905266	0.388333	11.794853	1.943333	3.52179					0.24	0.055916
0.196667	73.267746	0.391667	11.793303	1.96	3.558812					0.241667	0.056263
0.198333	77.770142	0.395	11.79213	1.976667	3.595821					0.243333	0.056609
0.2	81.889702	0.398333	11.791043	1.993333	3.632846					0.245	0.056956
0.201667	85.489197	0.401667	11.790113	2.01	3.669842					0.246667	0.057302
0.203333	88.637489	0.405	11.78939	2.026667	3.706849					0.248333	0.057662
0.205	91.42971	0.408333	11.788806	2.043334	3.743871					0.25	0.058023
0.206667	93.993324	0.411667	11.788189	2.06	3.780885					0.251667	0.058383
0.208333	96.42601	0.415	11.787829	2.076667	3.817895					0.253333	0.058743
0.21	98.810806	0.418333	11.787835	2.093333	3.854873					0.255	0.059103
0.211667	101.327911	0.421667	11.787937	2.11	3.8919					0.256667	0.059463
0.213333	103.945107	0.425	11.788132	2.126667	3.928912					0.258333	0.059824
0.215	106.79805	0.428333	11.788225	2.143333	3.965914					0.26	0.060184
0.216667	109.810173	0.431667	11.788207	2.16	4.002931					0.261667	0.060544
0.218333	112.793831	0.435	11.788166	2.176667	4.039958					0.263333	0.060904
0.22	115.601059	0.438333	11.78831	2.193333	4.076972					0.265	0.061278
0.221667	118.292656	0.441667	11.788577	2.21	4.113986					0.266667	0.061651
0.223333	120.922241	0.445	11.78891	2.226667	4.150996					0.268333	0.062025
0.225	123.52961	0.448333	11.789286	2.243333	4.188025					0.27	0.062399
0.226667	126.129509	0.451667	11.789515	2.26	4.224991					0.271667	0.062772
0.228333	128.722107	0.455	11.78966	2.276667	4.262012					0.273333	0.063146
0.23	131.235123	0.458333	11.789655	2.293334	4.299025					0.275	0.06352
0.231667	133.684189	0.461667	11.789757	2.31	4.336039					0.276667	0.063893
0.233333	136.052246	0.465	11.789965	2.326667	4.373062					0.278333	0.064267
0.235	138.332962	0.468333	11.790146	2.343333	4.410049					0.28	0.06464
0.236667	140.504303	0.471667	11.790362	2.36	4.447059					0.281667	0.064831
0.238333	142.517212	0.475	11.790651	2.376667	4.484086					0.283333	0.065022
0.24	144.384293	0.478333	11.790911	2.393333	4.521119					0.285	0.065213
0.241667	146.11348	0.481667	11.791123	2.41	4.558099					0.286667	0.065404
0.243333	147.720901	0.485	11.7913	2.426667	4.595117					0.288333	0.065595
0.245	149.225052	0.488333	11.791512	2.443333	4.632127					0.29	0.065786
0.246667	150.674072	0.491667	11.791772	2.46	4.66915					0.291667	0.065977
0.248333	152.069595	0.495	11.791964	2.476667	4.706159					0.293333	0.066168
0.25	153.406769	0.498333	11.792425	2.493334	4.743155					0.295	0.066359
0.251667	154.686539	0.501667	11.792704	2.51	4.78018					0.296667	0.06655
0.253333	155.8983	0.505	11.792893	2.526667	4.817185					0.298333	0.066943
0.255	157.055023	0.508333	11.79307	2.543334	4.854204					0.3	0.067337
0.256667	158.148193	0.511667	11.793234	2.56	4.891183					0.301667	0.06773
0.258333	159.184006	0.515	11.793523	2.576667	4.928222					0.303333	0.068123
0.26	160.179886	0.518333	11.793809	2.593333	4.965238					0.305	0.068516
0.261667	161.149536	0.521667	11.794033	2.61	5.002253					0.306667	0.068909
0.263333	162.084229	0.525	11.794144	2.626667	5.039269					0.308333	0.069302
0.265	162.981354	0.528333	11.793978	2.643333	5.076273					0.31	0.069695
0.266667	163.835556	0.531667	11.927938	2.66	5.11328					0.311667	0.070089
0.268333	164.663437	0.535	11.927935	2.676667	5.150289					0.313333	0.070482
0.27	165.465683	0.538333	11.927971	2.693333	5.187314					0.315	0.070887
0.271667	166.243469	0.541667	11.9281	2.71	5.224291					0.316667	0.071293
0.273333	167.002823	0.545	11.928379	2.726667	5.2613					0.318333	0.071699
0.275	167.755539	0.548333	11.928778	2.743334	5.298315					0.32	0.072105
0.276667	168.491776	0.551667	11.929073	2.76	5.335354					0.321667	0.07251
0.278333	169.200714	0.555	11.929349	2.776667	5.372367					0.323333	0.072916
0.28	169.887268	0.558333	11.929728	2.793334	5.409369					0.325	0.073322
0.281667	170.558212	0.561667	11.930188	2.81	5.446389					0.326667	0.073727
0.283333	171.203232	0.565	11.930652	2.826667	5.48341					0.328333	0.074133
0.285	171.809402	0.568333	11.931133	2.843333	5.520416					0.33	0.074539
0.286667	172.378159	0.571667	11.931797	2.86	5.557394					0.331667	0.074957
0.288333	172.915375	0.575	11.932554	2.876667	5.594412					0.333333	0.075375
0.29	173.434677	0.578333	11.933496	2.893333	5.631423					0.335	0.075793
0.291667	173.933624	0.581667	11.93433	2.91	5.668476					0.336667	0.076211
0.293333	174.417465	0.585	11.935315	2.926667	5.705462					0.338333	0.076629
0.295	174.896149	0.588333	11.936607	2.943333	5.742486					0.34	0.077047
0.296667	175.360291	0.591667	11.937991	2.96	5.779503					0.341667	0.077465
0.298333	175.821487	0.595	11.939391	2.976667	5.816515					0.343333	0.077883
0.3	176.276154	0.598333	11.940798	2.993334	5.853497					0.345	0.078301
0.301667	176.721268	0.601667	11.942358	3.01	5.890514					0.346667	0.078719
0.303333	177.158798	0.605	11.943952	3.026667	5.927527					0.348333	0.078931
0.305	177.585693	0.608333	11.944895	3.043334	5.964552					0.35	0.079144
0.306667	178.005753	0.611667	11.9385	3.06	6.001548					0.351667	0.079357
0.308333	178.411758	0.615	11.92432	3.076667	6.038587					0.353333	0.079569
0.31	178.800934	0.618333	11.907903	3.093333	6.075605					0.355	0.079782
0.311667	179.17392	0.621667	11.892344	3.11	6.112622					0.356667	0.079994
0.313333	179.529434	0.625	11.877971	3.126667	6.149595					0.358333	0.080207
0.315	179.864532	0.628333	11.866952	3.143333	6.186621					0.36	0.08042
0.316667	180.179626	0.631667	11.861987	3.16	6.223633					0.361667	0.080632
0.318333	180.47493	0.635	11.86355	3.176667	6.26065					0.363333	0.080845
0.32	180.753326	0.638333	11.869886	3.193333	6.297638					0.365	0.081281
0.321667	181.009644	0.641667	11.878107	3.21	6.334682					0.366667	0.081716
0.323333	181.250839	0.645	11.885239	3.226667	6.371701					0.368333	0.082152
0.325	181.46965	0.648333	11.89006	3.243334	6.408716					0.37	0.082587
0.326667	181.676147	0.651667	11.893568	3.26	6.445698					0.371667	0.083023
0.328333	181.867416	0.655	11.896099	3.276667	6.482711					0.373333	0.083459
0.33	182.042007	0.658333	11.897829	3.293334	6.519723					0.375	0.083894
0.331667	182.203201	0.661667	11.899364	3.31	6.556743					0.376667	0.08433
0.333333	182.357605	0.665	11.900844	3.326667	6.593732					0.378333	0.084766
0.335	182.498688	0.668333	11.901978	3.343333	6.630769					0.38	0.085201
0.336667	182.631851	0.671667	11.903008	3.36	6.667795					0.381667	0.085648
0.338333	182.759796	0.675	11.904613	3.376667	6.704816					0.383333	0.086095
0.34	182.873077	0.678333	11.907234	3.393333	6.741796					0.385	0.086542
0.341667	182.975677	0.681667	11.911021	3.41	6.77881					0.386667	0.086989
0.343333	183.069611	0.685	11.916045	3.426667	6.815823					0.388333	0.087436
0.345	183.153275	0.688333	11.921329	3.443334	6.852848					0.39	0.087883
0.346667	183.234573	0.691667	11.926559	3.46	6.889833					0.391667	0.08833
0.348333	183.307892	0.695	11.930746	3.476667	6.926879					0.393333	0.088777
0.35	183.382156	0.698333	11.933903	3.493334	6.963891					0.395	0.089224
0.351667	183.457016	0.701667	11.935578	3.51	7.00091					0.396667	0.089671
0.353333	183.531189	0.705	11.935887	3.526667	7.03789					0.398333	0.089898
0.355	183.60585	0.708333	11.934938	3.543334	7.074906					0.4	0.090124
0.356667	183.681183	0.711667	11.932896	3.56	7.111925					0.401667	0.090351
0.358333	183.759506	0.715	11.930202	3.576667	7.148941					0.403333	0.090578
0.36	183.838669	0.718333	11.927014	3.593333	7.185943					0.405	0.090805
0.361667	183.919067	0.721667	11.92346	3.61	7.222985					0.406667	0.091031
0.363333	184.002396	0.725	11.919576	3.626667	7.260006					0.408333	0.091258
0.365	184.086472	0.728333	11.915097	3.643333	7.296988					0.41	0.091485
0.366667	184.171326	0.731667	11.910364	3.66	7.334					0.411667	0.091711
0.368333	184.250748	0.735	11.905638	3.676667	7.371018					0.413333	0.091938
0.37	184.330261	0.738333	11.901654	3.693334	7.408036					0.415	0.092401
0.371667	184.406525	0.741667	11.898312	3.71	7.445041					0.416667	0.092865
0.373333	184.479263	0.745	11.895989	3.726667	7.482066					0.418333	0.093328
0.375	184.545609	0.748333	11.894656	3.743334	7.519089					0.42	0.093791
0.376667	184.605988	0.751667	11.893944	3.76	7.556099					0.421667	0.094254
0.378333	184.66156	0.755	11.894024	3.776667	7.593089					0.423333	0.094718
0.38	184.70993	0.758333	11.89467	3.793334	7.630105					0.425	0.095181
0.381667	184.755325	0.761667	11.895618	3.81	7.66712					0.426667	0.095644
0.383333	184.798843	0.765	11.896672	3.826667	7.70412					0.428333	0.096107
0.385	184.839966	0.768333	11.897546	3.843333	7.741168					0.43	0.09657
0.386667	184.879959	0.771667	11.898027	3.86	7.778182					0.431667	0.096805
0.388333	184.916321	0.775	11.897998	3.876667	7.815193					0.433333	0.09704
0.39	184.950882	0.778333	11.897167	3.893333	7.852183					0.435	0.097274
0.391667	184.98317	0.781667	11.895366	3.91	7.889189					0.436667	0.097509
0.393333	185.008942	0.785	11.892847	3.926667	7.926208					0.438333	0.097743
0.395	185.027985	0.788333	11.889685	3.943334	7.963211					0.44	0.097978
0.396667	185.044678	0.791667	11.885957	3.96	8.000251					0.441667	0.098213
0.398333	185.052963	0.795	11.882072	3.976667	8.037273					0.443333	0.098447
0.4	185.057129	0.798333	11.878498	3.993334	8.074286					0.445	0.098682
0.401667	185.055161	0.801667	11.875048	4.01	8.111267					0.446667	0.098916
0.403333	185.045425	0.805	11.871823	4.026667	8.148285					0.448333	0.099395
0.405	185.032394	0.808333	11.868685	4.043334	8.185296					0.45	0.099874
0.406667	185.009567	0.811667	11.86598	4.06	8.222302					0.451667	0.100352
0.408333	184.986237	0.815	11.863656	4.076667	8.25934					0.453333	0.100831
0.41	184.9617	0.818333	11.861876	4.093334	8.296361					0.455	0.10131
0.411667	184.93158	0.821667	11.860527	4.11	8.333381					0.456667	0.101788
0.413333	184.899628	0.825	11.859254	4.126667	8.370358					0.458333	0.102267
0.415	184.86673	0.828333	11.858379	4.143333	8.407378					0.46	0.102745
0.416667	184.830338	0.831667	11.857505	4.16	8.44439					0.461667	0.103224
0.418333	184.796036	0.835	11.856875	4.176667	8.481419					0.463333	0.103703
0.42	184.756958	0.838333	11.856357	4.193334	8.518435					0.465	0.103945
0.421667	184.720428	0.841667	11.855982	4.21	8.555447					0.466667	0.104187
0.423333	184.683289	0.845	11.855403	4.226667	8.592463					0.468333	0.104429
0.425	184.642471	0.848333	11.854841	4.243333	8.62946					0.47	0.104671
0.426667	184.602524	0.851667	11.854353	4.26	8.666473					0.471667	0.104913
0.428333	184.559464	0.855	11.854011	4.276667	8.703509					0.473333	0.105155
0.43	184.517685	0.858333	11.853785	4.293334	8.740514					0.475	0.105397
0.431667	184.477158	0.861667	11.853485	4.31	8.777532					0.476667	0.105639
0.433333	184.430206	0.865	11.853249	4.326667	8.814545					0.478333	0.105881
0.435	184.383301	0.868333	11.853027	4.343334	8.85154					0.48	0.106123
0.436667	184.339523	0.871667	11.852994	4.36	8.888549					0.481667	0.106616
0.438333	184.292557	0.875	11.852912	4.376667	8.925575					0.483333	0.10711
0.44	184.248001	0.878333	11.85265	4.393333	8.962612					0.485	0.107603
0.441667	184.198975	0.881667	11.85239	4.41	8.999598					0.486667	0.108096
0.443333	184.15242	0.885	11.852192	4.426667	9.036626					0.488333	0.108589
0.445	184.10408	0.888333	11.852072	4.443334	9.073634					0.49	0.109082
0.446667	184.053772	0.891667	11.852003	4.46	9.110612					0.491667	0.109575
0.448333	184.007919	0.895	11.851995	4.476667	9.147653					0.493333	0.110068
0.45	183.959091	0.898333	11.851818	4.493333	9.18467					0.495	0.110562
0.451667	183.912811	0.901667	11.851635	4.51	9.221671					0.496667	0.111055
0.453333	183.866058	0.905	11.851414	4.526667	9.258693					0.498333	0.111304
0.455	183.816559	0.908333	11.851119	4.543334	9.295709					0.5	0.111553
0.456667	183.766251	0.911667	11.850807	4.56	9.332718					0.501667	0.111802
0.458333	183.716202	0.915	11.850508	4.576667	9.36973					0.503333	0.112051
0.46	183.662445	0.918333	11.850201	4.593334	9.406749					0.505	0.1123
0.461667	183.612198	0.921667	11.849666	4.61	9.443764					0.506667	0.112549
0.463333	183.558762	0.925	11.849074	4.626667	9.480769					0.508333	0.112798
0.465	183.50705	0.928333	11.848679	4.643333	9.517795					0.51	0.113047
0.466667	183.456863	0.931667	11.848385	4.66	9.55482					0.511667	0.113296
0.468333	183.403137	0.935	11.848067	4.676667	9.591816					0.513333	0.113545
0.47	183.352921	0.938333	11.847812	4.693334	9.628836					0.515	0.114052
0.471667	183.298019	0.941667	11.847654	4.71	9.665849					0.516667	0.114559
0.473333	183.243607	0.945	11.847409	4.726667	9.702854					0.518333	0.115066
0.475	183.19487	0.948333	11.847143	4.743334	9.739873					0.52	0.115573
0.476667	183.144363	0.951667	11.847081	4.76	9.776914					0.521667	0.11608
0.478333	183.089493	0.955	11.846925	4.776667	9.81392					0.523333	0.116586
0.48	183.037186	0.958333	11.846846	4.793334	9.850918					0.525	0.117093
0.481667	182.983154	0.961667	11.846754	4.81	9.887936					0.526667	0.1176
0.483333	182.931519	0.965	11.846642	4.826667	9.924941					0.528333	0.118107
0.485	182.877457	0.968333	11.846535	4.843334	9.961937					0.53	0.118614
0.486667	182.825592	0.971667	11.846286	4.86	9.998981					0.531667	0.118869
0.488333	182.774033	0.975	11.846098	4.876667	10.035995					0.533333	0.119125
0.49	182.719681	0.978333	11.846056	4.893333	10.072983					0.535	0.119381
0.491667	182.666687	0.981667	11.845987	4.91	10.109996					0.536667	0.119636
0.493333	182.610153	0.985	11.845846	4.926667	10.147018					0.538333	0.119892
0.495	182.554626	0.988333	11.845737	4.943334	10.18405					0.54	0.120147
0.496667	182.500275	0.991667	11.845597	4.96	10.221058					0.541667	0.120403
0.498333	182.44603	0.995	11.845404	4.976667	10.25808					0.543333	0.120659
0.5	182.392181	0.998333	11.845245	4.993334	10.295067					0.545	0.120914
0.501667	182.340179	1.001667	11.8451	5.01	10.332084					0.546667	0.12117
0.503333	182.285934	1.005	11.844859	5.026667	10.369129					0.548333	0.121428
0.505	182.23381	1.008333	11.844663	5.043334	10.406126					0.55	0.121686
0.506667	182.180908	1.011667	11.844526	5.06	10.443142					0.551667	0.121943
0.508333	182.129089	1.015	11.844274	5.076667	10.480168					0.553333	0.122201
0.51	182.076935	1.018333	11.844016	5.093334	10.517146					0.555	0.122459
0.511667	182.024445	1.021667	11.84393	5.11	10.554174					0.556667	0.122717
0.513333	181.969971	1.025	11.843863	5.126667	10.591199					0.558333	0.122974
0.515	181.915039	1.028333	11.843794	5.143333	10.628206					0.56	0.123232
0.516667	181.859253	1.031667	11.843695	5.16	10.665228					0.561667	0.12349
0.518333	181.800934	1.035	11.843523	5.176667	10.702243					0.563333	0.123748
0.52	181.747437	1.038333	11.843543	5.193334	10.739226					0.565	0.124271
0.521667	181.690781	1.041667	11.843666	5.21	10.776269					0.566667	0.124795
0.523333	181.637497	1.045	11.843577	5.226667	10.813292					0.568333	0.125318
0.525	181.583755	1.048333	11.843419	5.243334	10.85029					0.57	0.125842
0.526667	181.531006	1.051667	11.843412	5.26	10.887306					0.571667	0.126366
0.528333	181.479126	1.055	11.843328	5.276667	10.924342					0.573333	0.126889
0.53	180.430923	1.058333	11.843353	5.293334	10.961337					0.575	0.127413
0.531667	180.434341	1.061667	11.843391	5.31	10.998354					0.576667	0.127937
0.533333	180.436844	1.065	11.843396	5.326667	11.035365					0.578333	0.12846
0.535	180.441025	1.068333	11.843367	5.343334	11.072362					0.58	0.128984
0.536667	180.446121	1.071667	11.84328	5.36	11.109419					0.581667	0.129248
0.538333	180.452438	1.075	11.843138	5.376667	11.146433					0.583333	0.129511
0.54	180.457001	1.078333	11.843115	5.393333	11.183416					0.585	0.129775
0.541667	180.461914	1.081667	11.842986	5.41	11.220429					0.586667	0.130039
0.543333	180.463486	1.085	11.842946	5.426667	11.257446					0.588333	0.130303
0.545	180.47023	1.088333	11.842953	5.443334	11.294478					0.59	0.130566
0.546667	180.471069	1.091667	11.8429	5.460001	11.331492					0.591667	0.13083
0.548333	180.476273	1.095	11.842813	5.476667	11.368508					0.593333	0.131094
0.55	180.479828	1.098333	11.842672	5.493334	11.405503					0.595	0.131358
0.551667	180.484421	1.101667	11.842558	5.51	11.442516					0.596667	0.131621
0.553333	180.491089	1.105	11.842418	5.526667	11.479557					0.598333	0.131887
0.555	180.497147	1.108333	11.842441	5.543334	11.516556					0.6	0.132153
0.556667	180.503006	1.111667	11.842478	5.56	11.553577					0.601667	0.132418
0.558333	180.507156	1.115	11.842426	5.576667	11.590595					0.603333	0.132684
0.56	180.513565	1.118333	11.842581	5.593334	11.627592					0.605	0.13295
0.561667	180.521072	1.121667	11.84264	5.61	11.664617					0.606667	0.133215
0.563333	180.530853	1.125	11.842624	5.626667	11.701622					0.608333	0.133481
0.565	180.537338	1.128333	11.842768	5.643333	11.73864					0.61	0.133747
0.566667	180.544968	1.131667	11.842924	5.66	11.775653					0.611667	0.134012
0.568333	180.554596	1.135	11.842933	5.676667	11.812663					0.613333	0.134278
0.57	180.561722	1.138333	11.842783	5.693334	11.849685					0.615	0.134817
0.571667	180.573166	1.141667	11.84268	5.710001	11.886698					0.616667	0.135356
0.573333	180.585556	1.145	11.842497	5.726667	11.923706					0.618333	0.135895
0.575	180.598526	1.148333	11.84236	5.743334	11.960713					0.62	0.136434
0.576667	180.607559	1.151667	11.842223	5.76	11.997763					0.621667	0.136973
0.578333	180.620316	1.155	11.842122	5.776667	12.034754					0.623333	0.137512
0.58	180.634232	1.158333	11.842125	5.793334	12.071774					0.625	0.13805
0.581667	180.649185	1.161667	11.842081	5.81	12.108791					0.626667	0.138589
0.583333	180.667099	1.165	11.841959	5.826667	12.145819					0.628333	0.139128
0.585	180.687729	1.168333	11.841753	5.843334	12.18284					0.63	0.139667
0.586667	180.704437	1.171667	11.841659	5.86	12.21982					0.631667	0.139938
0.588333	180.730133	1.175	11.841568	5.876667	12.256838					0.633333	0.140209
0.59	180.754364	1.178333	11.841573	5.893333	12.293872					0.635	0.140481
0.591667	180.781967	1.181667	11.841464	5.91	12.330878					0.636667	0.140752
0.593333	180.809372	1.185	11.841411	5.926667	12.367902					0.638333	0.141023
