Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
0.046667	0.009656	0.091667	12.627969	0.456667	0.524417					0.09	0.006795
0.048333	0.009283	0.095	12.628218	0.473333	0.56144					0.091667	0.007346
0.05	0.008628	0.098333	12.628445	0.49	0.598444					0.093333	0.006735
0.051667	0.009105	0.101667	12.628271	0.506667	0.635455					0.095	0.008807
0.053333	0.008404	0.105	12.628019	0.523333	0.672465					0.096667	0.007719
0.055	0.009552	0.108333	12.62783	0.54	0.709478					0.098333	0.007704
0.056667	0.010431	0.111667	12.627435	0.556667	0.746501					0.1	0.006214
0.058333	0.010908	0.115	12.627157	0.573333	0.783495					0.101667	0.004783
0.06	0.01201	0.118333	12.626954	0.59	0.820504					0.103333	0.003457
0.061667	0.013173	0.121667	12.626742	0.606667	0.857527					0.105	0.003144
0.063333	0.01429	0.125	12.626589	0.623333	0.894532					0.106667	0.002325
0.065	0.015438	0.128333	12.62664	0.64	0.931538					0.108333	0.002742
0.066667	0.017658	0.131667	12.626305	0.656667	0.968556					0.11	0.003487
0.068333	0.018522	0.135	12.625718	0.673333	1.005547					0.111667	0.004366
0.07	0.016332	0.138333	12.624147	0.69	1.042547					0.113333	0.00523
0.071667	0.01657	0.141667	12.621174	0.706667	1.079555					0.115	0.00599
0.073333	0.014096	0.145	12.616516	0.723333	1.116569					0.116667	0.006139
0.075	0.013739	0.148333	12.609621	0.74	1.153589					0.118333	0.006467
0.076667	0.01438	0.151667	12.60087	0.756667	1.190595					0.12	0.007272
0.078333	0.013962	0.155	12.590971	0.773333	1.227621					0.121667	0.00681
0.08	0.015005	0.158333	12.580021	0.79	1.264608					0.123333	0.007018
0.081667	0.013411	0.161667	12.568743	0.806667	1.301629					0.125	0.009656
0.083333	0.012994	0.165	12.558195	0.823333	1.338628					0.126667	0.012323
0.085	0.010103	0.168333	12.549498	0.84	1.375646					0.128333	0.014231
0.086667	0.008792	0.171667	12.543747	0.856667	1.412672					0.13	0.015587
0.088333	0.006661	0.175	12.541347	0.873333	1.449671					0.131667	0.015527
0.09	0.006795	0.178333	12.541089	0.89	1.486654					0.133333	0.014856
0.091667	0.007346	0.181667	12.540058	0.906667	1.523664					0.135	0.014991
0.093333	0.006735	0.185	12.535889	0.923333	1.560705					0.136667	0.013426
0.095	0.008807	0.188333	12.527248	0.94	1.597721					0.138333	0.011668
0.096667	0.007719	0.191667	12.514977	0.956667	1.634724					0.14	0.009686
0.098333	0.007704	0.195	12.500248	0.973333	1.671739					0.141667	0.010878
0.1	0.006214	0.198333	12.484219	0.99	1.708749					0.143333	0.010535
0.101667	0.004783	0.201667	12.467712	1.006667	1.745751					0.145	0.007927
0.103333	0.003457	0.205	12.451227	1.023333	1.782768					0.146667	0.01739
0.105	0.003144	0.208333	12.434053	1.04	1.819782					0.148333	0.031333
0.106667	0.002325	0.211667	12.41671	1.056667	1.856798					0.15	0.031729
0.108333	0.002742	0.215	12.398948	1.073333	1.893806					0.151667	0.032126
0.11	0.003487	0.218333	12.381448	1.09	1.930785					0.153333	0.032522
0.111667	0.004366	0.221667	12.365832	1.106667	1.96781					0.155	0.032919
0.113333	0.00523	0.225	12.35319	1.123333	2.00481					0.156667	0.033316
0.115	0.00599	0.228333	12.344923	1.14	2.04182					0.158333	0.033712
0.116667	0.006139	0.231667	12.341386	1.156667	2.078833					0.16	0.034109
0.118333	0.006467	0.235	12.342642	1.173333	2.115846					0.161667	0.034505
0.12	0.007272	0.238333	12.348181	1.19	2.152857					0.163333	0.035019
0.121667	0.00681	0.241667	12.357179	1.206667	2.189873					0.165	0.035534
0.123333	0.007018	0.245	12.36784	1.223333	2.226885					0.166667	0.036048
0.125	0.009656	0.248333	12.378082	1.24	2.263908					0.168333	0.036562
0.126667	0.012323	0.251667	12.386273	1.256667	2.300914					0.17	0.037076
0.128333	0.014231	0.255	12.391565	1.273333	2.337929					0.171667	0.03759
0.13	0.015587	0.258333	12.393761	1.29	2.37491					0.173333	0.038104
0.131667	0.015527	0.261667	12.393413	1.306667	2.411922					0.175	0.038618
0.133333	0.014856	0.265	12.390667	1.323333	2.44894					0.176667	0.039132
0.135	0.014991	0.268333	12.385742	1.34	2.485943					0.178333	0.039646
0.136667	0.013426	0.271667	12.3787	1.356667	2.522982					0.18	0.040104
0.138333	0.011668	0.275	12.370007	1.373333	2.560011					0.181667	0.040562
0.14	0.009686	0.278333	12.360136	1.39	2.596995					0.183333	0.04102
0.141667	0.010878	0.281667	12.34982	1.406667	2.634016					0.185	0.041478
0.143333	0.010535	0.285	12.338929	1.423333	2.671028					0.186667	0.041936
0.145	0.007927	0.288333	12.327624	1.44	2.70804					0.188333	0.042394
0.146667	0.01739	0.291667	12.316278	1.456667	2.745052					0.19	0.042852
0.148333	0.345439	0.295	12.304753	1.473333	2.782026					0.191667	0.04331
0.15	1.261845	0.298333	12.293774	1.49	2.819053					0.193333	0.043768
0.151667	2.752915	0.301667	12.283373	1.506667	2.856071					0.195	0.044226
0.153333	4.790127	0.305	12.273484	1.523333	2.89307					0.196667	0.044611
0.155	7.313728	0.308333	12.264441	1.54	2.930085					0.198333	0.044996
0.156667	10.260031	0.311667	12.25657	1.556667	2.967091					0.2	0.045382
0.158333	13.552486	0.315	12.249416	1.573333	3.004104					0.201667	0.045767
0.16	17.114073	0.318333	12.24351	1.59	3.041119					0.203333	0.046152
0.161667	20.886152	0.321667	12.238421	1.606667	3.078124					0.205	0.046537
0.163333	24.829044	0.325	12.23369	1.623333	3.115149					0.206667	0.046922
0.165	28.907017	0.328333	12.229017	1.64	3.152146					0.208333	0.047307
0.166667	33.065884	0.331667	12.223606	1.656667	3.189138					0.21	0.047693
0.168333	37.119404	0.335	12.217617	1.673333	3.226173					0.211667	0.048078
0.17	40.886059	0.338333	12.211051	1.69	3.26319					0.213333	0.048584
0.171667	44.42215	0.341667	12.203952	1.706667	3.300199					0.215	0.04909
0.173333	47.883183	0.345	12.196428	1.723333	3.33722					0.216667	0.049597
0.175	51.390766	0.348333	12.188643	1.74	3.374211					0.218333	0.050103
0.176667	54.958328	0.351667	12.180744	1.756667	3.411239					0.22	0.050609
0.178333	58.601318	0.355	12.172743	1.773333	3.448239					0.221667	0.051115
0.18	62.372684	0.358333	12.164906	1.79	3.48526					0.223333	0.051622
0.181667	66.307831	0.361667	12.156818	1.806667	3.522268					0.225	0.052128
0.183333	70.423347	0.365	12.148653	1.823333	3.559249					0.226667	0.052634
0.185	74.726433	0.368333	12.140684	1.84	3.596267					0.228333	0.053141
0.186667	79.199135	0.371667	12.133164	1.856667	3.633281					0.23	0.053564
0.188333	83.784576	0.375	12.126037	1.873333	3.67029					0.231667	0.053986
0.19	88.191208	0.378333	12.119232	1.89	3.707315					0.233333	0.054409
0.191667	92.236382	0.381667	12.112978	1.906667	3.744303					0.235	0.054832
0.193333	95.955849	0.385	12.106964	1.923333	3.781343					0.236667	0.055255
0.195	99.317413	0.388333	12.101279	1.94	3.818357					0.238333	0.055678
0.196667	102.302505	0.391667	12.096138	1.956667	3.855375					0.24	0.056101
0.198333	104.916824	0.395	12.091528	1.973333	3.892383					0.241667	0.056524
0.2	107.253342	0.398333	12.087051	1.99	3.929366					0.243333	0.056947
0.201667	109.400734	0.401667	12.0832	2.006667	3.966388					0.245	0.05737
0.203333	111.396568	0.405	12.079752	2.023334	4.003401					0.246667	0.057809
0.205	113.258614	0.408333	12.076542	2.04	4.040406					0.248333	0.058248
0.206667	115.052162	0.411667	12.073755	2.056667	4.077434					0.25	0.058687
0.208333	116.840034	0.415	12.071137	2.073334	4.114423					0.251667	0.059126
0.21	118.792267	0.418333	12.068644	2.09	4.151438					0.253333	0.059565
0.211667	121.078133	0.421667	12.066589	2.106667	4.188453					0.255	0.060004
0.213333	123.626945	0.425	12.064609	2.123333	4.225471					0.256667	0.060444
0.215	126.299232	0.428333	12.062836	2.14	4.262458					0.258333	0.060883
0.216667	128.99408	0.431667	12.061115	2.156667	4.299483					0.26	0.061322
0.218333	131.692322	0.435	12.059456	2.173333	4.336496					0.261667	0.061761
0.22	134.365982	0.438333	12.05819	2.19	4.373511					0.263333	0.062216
0.221667	136.954391	0.441667	12.056979	2.206667	4.410529					0.265	0.062671
0.223333	139.423782	0.445	12.055691	2.223333	4.447529					0.266667	0.063126
0.225	141.767593	0.448333	12.054632	2.24	4.484542					0.268333	0.063581
0.226667	143.98735	0.451667	12.053516	2.256667	4.521552					0.27	0.064036
0.228333	146.099747	0.455	12.052645	2.273334	4.558589					0.271667	0.064491
0.23	148.126358	0.458333	12.051716	2.29	4.595583					0.273333	0.064946
0.231667	150.035019	0.461667	12.051091	2.306667	4.632574					0.275	0.0654
0.233333	151.750259	0.465	12.0505	2.323334	4.669587					0.276667	0.065855
0.235	153.25293	0.468333	12.049873	2.34	4.706603					0.278333	0.06631
0.236667	154.605621	0.471667	12.049271	2.356667	4.743639					0.28	0.066781
0.238333	155.886475	0.475	12.048824	2.373333	4.780643					0.281667	0.067251
0.24	157.151337	0.478333	12.048491	2.39	4.817658					0.283333	0.067721
0.241667	158.371063	0.481667	12.048217	2.406667	4.854673					0.285	0.068192
0.243333	159.533356	0.485	12.047745	2.423333	4.89168					0.286667	0.068662
0.245	160.662796	0.488333	12.04735	2.44	4.928697					0.288333	0.069133
0.246667	161.783524	0.491667	12.046961	2.456667	4.965682					0.29	0.069603
0.248333	162.857178	0.495	12.0468	2.473333	5.002695					0.291667	0.070073
0.25	163.86705	0.498333	12.046561	2.49	5.039711					0.293333	0.070544
0.251667	164.827042	0.501667	12.046447	2.506667	5.076724					0.295	0.071014
0.253333	165.742279	0.505	12.046008	2.523334	5.113739					0.296667	0.071499
0.255	166.618469	0.508333	12.045747	2.54	5.150767					0.298333	0.071985
0.256667	167.454483	0.511667	12.045639	2.556667	5.187771					0.3	0.07247
0.258333	168.233521	0.515	12.045498	2.573334	5.224799					0.301667	0.072956
0.26	168.970291	0.518333	12.045422	2.59	5.261775					0.303333	0.073441
0.261667	169.681824	0.521667	12.04541	2.606667	5.29879					0.305	0.073926
0.263333	170.375229	0.525	12.045471	2.623333	5.3358					0.306667	0.074412
0.265	171.051086	0.528333	12.045355	2.64	5.372815					0.308333	0.074897
0.266667	171.694366	0.531667	12.045407	2.656667	5.409836					0.31	0.075383
0.268333	172.294861	0.535	12.045468	2.673333	5.446836					0.311667	0.075868
0.27	172.863602	0.538333	12.045774	2.69	5.483841					0.313333	0.076115
0.271667	173.428619	0.541667	12.046183	2.706667	5.520887					0.315	0.076362
0.273333	174.003357	0.545	12.046685	2.723333	5.557901					0.316667	0.07661
0.275	174.572998	0.548333	12.046936	2.74	5.594882					0.318333	0.076857
0.276667	175.130814	0.551667	12.047188	2.756667	5.631894					0.32	0.077104
0.278333	175.676651	0.555	12.047504	2.773334	5.668915					0.321667	0.077351
0.28	176.208252	0.558333	12.047827	2.79	5.705925					0.323333	0.077599
0.281667	176.731461	0.561667	12.048347	2.806667	5.74293					0.325	0.077846
0.283333	177.259506	0.565	12.048831	2.823334	5.779943					0.326667	0.078093
0.285	177.788879	0.568333	12.049316	2.84	5.816958					0.328333	0.07834
0.286667	178.311111	0.571667	12.049829	2.856667	5.853997					0.33	0.078847
0.288333	178.824783	0.575	12.050315	2.873333	5.890977					0.331667	0.079354
0.29	179.343338	0.578333	12.050703	2.89	5.927994					0.333333	0.079862
0.291667	179.866608	0.581667	12.051167	2.906667	5.965009					0.335	0.080369
0.293333	180.403061	0.585	12.051598	2.923333	6.002023					0.336667	0.080876
0.295	180.959351	0.588333	12.051917	2.94	6.039036					0.338333	0.081383
0.296667	181.531403	0.591667	12.052131	2.956667	6.076037					0.34	0.08189
0.298333	182.112671	0.595	12.052488	2.973334	6.11306					0.341667	0.082397
0.3	182.701462	0.598333	12.052738	2.99	6.150076					0.343333	0.082904
0.301667	183.286224	0.601667	12.053034	3.006667	6.187086					0.345	0.083411
0.303333	183.857147	0.605	12.05328	3.023334	6.224097					0.346667	0.083932
0.305	184.417068	0.608333	12.053474	3.04	6.261117					0.348333	0.084454
0.306667	184.96048	0.611667	12.053594	3.056667	6.298127					0.35	0.084975
0.308333	185.490723	0.615	12.053752	3.073334	6.335133					0.351667	0.085496
0.31	186.012054	0.618333	12.054031	3.09	6.372139					0.353333	0.086017
0.311667	186.519272	0.621667	12.054206	3.106667	6.409159					0.355	0.086538
0.313333	186.999374	0.625	12.05418	3.123333	6.446172					0.356667	0.087059
0.315	187.453323	0.628333	12.054405	3.14	6.483174					0.358333	0.08758
0.316667	187.880814	0.631667	12.054432	3.156667	6.520197					0.36	0.088101
0.318333	188.283325	0.635	12.05447	3.173333	6.557213					0.361667	0.088622
0.32	188.663803	0.638333	12.054535	3.19	6.594229					0.363333	0.089157
0.321667	189.017273	0.641667	12.05461	3.206667	6.631231					0.365	0.089691
0.323333	189.344788	0.645	12.054381	3.223334	6.668228					0.366667	0.090226
0.325	189.640823	0.648333	12.054139	3.24	6.705254					0.368333	0.09076
0.326667	189.909546	0.651667	12.053907	3.256667	6.742269					0.37	0.091295
0.328333	190.153183	0.655	12.053771	3.273334	6.779253					0.371667	0.09183
0.33	190.373093	0.658333	12.053789	3.29	6.816289					0.373333	0.092364
0.331667	190.564362	0.661667	12.053782	3.306667	6.853302					0.375	0.092899
0.333333	190.729385	0.665	12.05372	3.323334	6.890316					0.376667	0.093433
0.335	190.864944	0.668333	12.053672	3.34	6.927326					0.378333	0.093968
0.336667	190.971191	0.671667	12.053472	3.356667	6.964338					0.38	0.094239
0.338333	191.063171	0.675	12.053366	3.373333	7.001351					0.381667	0.09451
0.34	191.131805	0.678333	12.053231	3.39	7.038365					0.383333	0.094781
0.341667	191.178116	0.681667	12.053138	3.406667	7.075374					0.385	0.095052
0.343333	191.208664	0.685	12.053231	3.423333	7.112388					0.386667	0.095323
0.345	191.226776	0.688333	12.053293	3.44	7.149401					0.388333	0.095595
0.346667	191.2379	0.691667	12.053238	3.456667	7.186423					0.39	0.095866
0.348333	191.240524	0.695	12.053244	3.473334	7.223425					0.391667	0.096137
0.35	191.238098	0.698333	12.053513	3.49	7.260438					0.393333	0.096408
0.351667	191.227051	0.701667	12.053513	3.506667	7.297462					0.395	0.096679
0.353333	191.209488	0.705	12.053541	3.523334	7.334442					0.396667	0.097233
0.355	191.193283	0.708333	12.053419	3.54	7.371481					0.398333	0.097787
0.356667	191.173309	0.711667	12.053278	3.556667	7.408497					0.4	0.098341
0.358333	191.155075	0.715	12.053084	3.573334	7.445504					0.401667	0.098895
0.36	191.138184	0.718333	12.052786	3.59	7.482514					0.403333	0.099449
0.361667	191.123215	0.721667	12.052483	3.606667	7.519533					0.405	0.100003
0.363333	191.116013	0.725	12.052078	3.623333	7.556543					0.406667	0.100557
0.365	191.109024	0.728333	12.051574	3.64	7.593559					0.408333	0.101111
0.366667	191.108231	0.731667	12.051097	3.656667	7.630571					0.41	0.101665
0.368333	191.11174	0.735	12.050901	3.673333	7.667582					0.411667	0.102219
0.37	191.122406	0.738333	12.050891	3.69	7.704597					0.413333	0.102499
0.371667	191.140228	0.741667	12.050656	3.706667	7.741603					0.415	0.10278
0.373333	191.165024	0.745	12.05031	3.723334	7.778618					0.416667	0.10306
0.375	191.202881	0.748333	12.049951	3.74	7.81564					0.418333	0.103341
0.376667	191.250824	0.751667	12.049658	3.756667	7.852644					0.42	0.103621
0.378333	191.309357	0.755	12.049394	3.773334	7.88966					0.421667	0.103902
0.38	191.376053	0.758333	12.048958	3.79	7.926671					0.423333	0.104183
0.381667	191.451096	0.761667	12.048549	3.806667	7.96369					0.425	0.104463
0.383333	191.533005	0.765	12.048	3.823334	8.000692					0.426667	0.104744
0.385	191.61409	0.768333	12.047414	3.84	8.037709					0.428333	0.105024
0.386667	191.695953	0.771667	12.046834	3.856667	8.07472					0.43	0.105596
0.388333	191.775299	0.775	12.046288	3.873333	8.111749					0.431667	0.106169
0.39	191.855225	0.778333	12.045565	3.89	8.148742					0.433333	0.106741
0.391667	191.932922	0.781667	12.044873	3.906667	8.185758					0.435	0.107313
0.393333	192.007385	0.785	12.04425	3.923334	8.222775					0.436667	0.107886
0.395	192.076294	0.788333	12.043506	3.94	8.259786					0.438333	0.108458
0.396667	192.137604	0.791667	12.042893	3.956667	8.296798					0.44	0.10903
0.398333	192.199402	0.795	12.04236	3.973334	8.33382					0.441667	0.109603
0.4	192.258743	0.798333	12.041797	3.99	8.370861					0.443333	0.110175
0.401667	192.316986	0.801667	12.041177	4.006667	8.407845					0.445	0.110747
0.403333	192.371063	0.805	12.040504	4.023334	8.444863					0.446667	0.111331
0.405	192.42189	0.808333	12.03988	4.04	8.481871					0.448333	0.111915
0.406667	192.475082	0.811667	12.039317	4.056667	8.518875					0.45	0.112499
0.408333	192.525116	0.815	12.038665	4.073334	8.555896					0.451667	0.113083
0.41	192.575012	0.818333	12.037912	4.09	8.592934					0.453333	0.113667
0.411667	192.623169	0.821667	12.036987	4.106667	8.629945					0.455	0.114251
0.413333	192.667252	0.825	12.036325	4.123333	8.666933					0.456667	0.114835
0.415	192.714783	0.828333	12.035742	4.14	8.703949					0.458333	0.115419
0.416667	192.758743	0.831667	12.035007	4.156667	8.740966					0.46	0.116003
0.418333	192.79924	0.835	12.034378	4.173334	8.777966					0.461667	0.116587
0.42	192.837234	0.838333	12.033725	4.19	8.814992					0.463333	0.116882
0.421667	192.871414	0.841667	12.032898	4.206667	8.852028					0.465	0.117177
0.423333	192.908051	0.845	12.03218	4.223333	8.88902					0.466667	0.117473
0.425	192.940506	0.848333	12.031598	4.24	8.926028					0.468333	0.117768
0.426667	192.970993	0.851667	12.030879	4.256667	8.963042					0.47	0.118063
0.428333	193.002945	0.855	12.030283	4.273334	9.000059					0.471667	0.118358
0.43	193.031006	0.858333	12.029661	4.29	9.037074					0.473333	0.118653
0.431667	193.056427	0.861667	12.029118	4.306667	9.074099					0.475	0.118948
0.433333	193.079086	0.865	12.028445	4.323334	9.111123					0.476667	0.119243
0.435	193.102814	0.868333	12.02774	4.34	9.148104					0.478333	0.119538
0.436667	193.123932	0.871667	12.027058	4.356667	9.185112					0.48	0.120139
0.438333	193.14241	0.875	12.026338	4.373333	9.222127					0.481667	0.120739
0.44	193.1586	0.878333	12.025589	4.39	9.259153					0.483333	0.12134
0.441667	193.173523	0.881667	12.024938	4.406667	9.296174					0.485	0.12194
0.443333	193.188644	0.885	12.02423	4.423334	9.333199					0.486667	0.122541
0.445	193.202621	0.888333	12.023432	4.44	9.370197					0.488333	0.123142
0.446667	193.213013	0.891667	12.022658	4.456667	9.407194					0.49	0.123742
0.448333	193.222076	0.895	12.021824	4.473333	9.444206					0.491667	0.124343
0.45	193.231262	0.898333	12.021008	4.49	9.481249					0.493333	0.124943
0.451667	193.238174	0.901667	12.020229	4.506667	9.518248					0.495	0.125544
0.453333	193.245712	0.905	12.01951	4.523334	9.555266					0.496667	0.125847
0.455	193.253906	0.908333	12.018825	4.54	9.592287					0.498333	0.12615
0.456667	193.256622	0.911667	12.017869	4.556667	9.629278					0.5	0.126453
0.458333	193.25441	0.915	12.017193	4.573334	9.666291					0.501667	0.126756
0.46	193.255783	0.918333	12.016673	4.59	9.703324					0.503333	0.127059
0.461667	193.257095	0.921667	12.016177	4.606667	9.740334					0.505	0.127363
0.463333	193.257217	0.925	12.015648	4.623333	9.777349					0.506667	0.127666
0.465	193.254715	0.928333	12.014879	4.64	9.814366					0.508333	0.127969
0.466667	193.249756	0.931667	12.013914	4.656667	9.851351					0.51	0.128272
0.468333	193.246719	0.935	12.013016	4.673334	9.88839					0.511667	0.128575
0.47	193.24115	0.938333	12.012072	4.69	9.925406					0.513333	0.129191
0.471667	193.237183	0.941667	12.01112	4.706667	9.962438					0.515	0.129807
0.473333	193.230652	0.945	12.010364	4.723333	9.999419					0.516667	0.130423
0.475	193.222763	0.948333	12.009879	4.74	10.036439					0.518333	0.13104
0.476667	193.212952	0.951667	12.009578	4.756667	10.073458					0.52	0.131656
0.478333	193.202133	0.955	12.009293	4.773334	10.110469					0.521667	0.132272
0.48	193.191849	0.958333	12.008677	4.79	10.147483					0.523333	0.132888
0.481667	193.178268	0.961667	12.007944	4.806667	10.184504					0.525	0.133504
0.483333	193.167801	0.965	12.007179	4.823334	10.221503					0.526667	0.134121
0.485	193.154312	0.968333	12.006546	4.84	10.258523					0.528333	0.134737
0.486667	193.139435	0.971667	12.005896	4.856667	10.29556					0.53	0.135047
0.488333	193.125336	0.975	12.005257	4.873333	10.332546					0.531667	0.135358
0.49	193.109894	0.978333	12.004527	4.89	10.36956					0.533333	0.135668
0.491667	193.091843	0.981667	12.003831	4.906667	10.406584					0.535	0.135979
0.493333	193.073517	0.985	12.003195	4.923334	10.443584					0.536667	0.13629
0.495	193.054947	0.988333	12.002601	4.94	10.480634					0.538333	0.1366
0.496667	193.034622	0.991667	12.001809	4.956667	10.517647					0.54	0.136911
0.498333	193.014084	0.995	12.001019	4.973333	10.554635					0.541667	0.137221
0.5	192.995789	0.998333	12.000264	4.99	10.591653					0.543333	0.137532
0.501667	192.97496	1.001667	11.999683	5.006667	10.628659					0.545	0.137842
0.503333	192.952454	1.005	11.999183	5.023334	10.665691					0.546667	0.138155
0.505	192.930542	1.008333	11.998909	5.04	10.702711					0.548333	0.138468
0.506667	192.907013	1.011667	11.998581	5.056667	10.739727					0.55	0.138781
0.508333	192.883133	1.015	11.998262	5.073334	10.776699					0.551667	0.139094
0.51	192.859055	1.018333	11.997756	5.09	10.813719					0.553333	0.139407
0.511667	192.832825	1.021667	11.99697	5.106667	10.850765					0.555	0.13972
0.513333	192.806747	1.025	11.996274	5.123333	10.887771					0.556667	0.140033
0.515	192.781006	1.028333	11.995522	5.14	10.924781					0.558333	0.140346
0.516667	192.754959	1.031667	11.994833	5.156667	10.961807					0.56	0.140659
0.518333	192.728287	1.035	11.993991	5.173334	10.998784					0.561667	0.140972
0.52	192.704178	1.038333	11.993582	5.19	11.035826					0.563333	0.141607
0.521667	192.673203	1.041667	11.993276	5.206667	11.072845					0.565	0.142243
0.523333	192.645676	1.045	11.99306	5.223334	11.109844					0.566667	0.142878
0.525	192.616974	1.048333	11.992697	5.24	11.146864					0.568333	0.143513
0.526667	192.585617	1.051667	11.992439	5.256667	11.183888					0.57	0.144149
0.528333	192.556503	1.055	11.99209	5.273334	11.220893					0.571667	0.144784
0.53	192.527115	1.058333	11.991749	5.29	11.257908					0.573333	0.145419
0.531667	192.49559	1.061667	11.991413	5.306667	11.294935					0.575	0.146055
0.533333	192.462708	1.065	11.991133	5.323334	11.331929					0.576667	0.14669
0.535	192.430191	1.068333	11.99087	5.34	11.368954					0.578333	0.147325
0.536667	192.396912	1.071667	11.990596	5.356667	11.405987					0.58	0.147645
0.538333	192.364609	1.075	11.99012	5.373333	11.442973					0.581667	0.147965
0.54	192.33284	1.078333	11.989736	5.39	11.479988					0.583333	0.148284
0.541667	192.301804	1.081667	11.989437	5.406667	11.517019					0.585	0.148604
0.543333	192.272278	1.085	11.989029	5.423334	11.55403					0.586667	0.148924
0.545	192.241699	1.088333	11.988636	5.44	11.591057					0.588333	0.149244
0.546667	192.209717	1.091667	11.988133	5.456667	11.628045					0.59	0.149564
0.548333	192.176636	1.095	11.9876	5.473334	11.665058					0.591667	0.149883
0.55	192.143738	1.098333	11.987096	5.49	11.702072					0.593333	0.150203
0.551667	192.106964	1.101667	11.986658	5.506667	11.739102					0.595	0.150523
0.553333	192.072952	1.105	11.986223	5.523334	11.776118					0.596667	0.151171
0.555	192.03624	1.108333	11.985653	5.54	11.813138					0.598333	0.15182
0.556667	191.996811	1.111667	11.985129	5.556667	11.850115					0.6	0.152468
0.558333	191.957825	1.115	11.984788	5.573334	11.887153					0.601667	0.153117
0.56	191.921555	1.118333	11.984362	5.59	11.924178					0.603333	0.153765
0.561667	191.881744	1.121667	11.983871	5.606667	11.961183					0.605	0.154414
0.563333	191.845505	1.125	11.983298	5.623333	11.998203					0.606667	0.155062
0.565	191.807724	1.128333	11.982757	5.64	12.035213					0.608333	0.155711
0.566667	191.767899	1.131667	11.982155	5.656667	12.07222					0.61	0.156359
0.568333	191.728531	1.135	11.981703	5.673334	12.109247					0.611667	0.157008
0.57	191.685196	1.138333	11.981459	5.690001	12.146274					0.613333	0.157334
0.571667	191.645538	1.141667	11.980988	5.706667	12.183264					0.615	0.15766
0.573333	191.604828	1.145	11.98056	5.723334	12.220313					0.616667	0.157986
0.575	191.562744	1.148333	11.980057	5.74	12.257298					0.618333	0.158312
0.576667	191.524536	1.151667	11.979576	5.756667	12.294317					0.62	0.158638
0.578333	191.485916	1.155	11.979088	5.773334	12.331331					0.621667	0.158964
0.58	191.446869	1.158333	11.978549	5.79	12.368334					0.623333	0.15929
0.581667	191.407318	1.161667	11.978148	5.806667	12.405379					0.625	0.159616
0.583333	191.362946	1.165	11.97776	5.823334	12.442402					0.626667	0.159942
0.585	191.317535	1.168333	11.977465	5.84	12.479375					0.628333	0.160268
0.586667	191.271393	1.171667	11.977118	5.856667	12.516385					0.63	0.160596
0.588333	191.226898	1.175	11.976675	5.873333	12.553442					0.631667	0.160924
0.59	191.182907	1.178333	11.976515	5.89	12.590441					0.633333	0.161252
0.591667	191.137878	1.181667	11.976528	5.906667	12.627461					0.635	0.161581
0.593333	191.093628	1.185	11.976463	5.923334	12.664442					0.636667	0.161909
