Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
0.046667	0.01654	0.091667	12.401215	0.456667	0.524427					0.088333	0.012651
0.048333	0.016302	0.095	12.402416	0.473333	0.561445					0.09	0.014737
0.05	0.016406	0.098333	12.403112	0.49	0.598451					0.091667	0.01353
0.051667	0.017658	0.101667	12.403544	0.506667	0.635431					0.093333	0.014096
0.053333	0.017449	0.105	12.403855	0.523333	0.672445					0.095	0.016791
0.055	0.016391	0.108333	12.403983	0.54	0.709459					0.096667	0.017105
0.056667	0.015557	0.111667	12.404078	0.556667	0.746468					0.098333	0.01742
0.058333	0.015393	0.115	12.403973	0.573333	0.783478					0.1	0.017734
0.06	0.016198	0.118333	12.404023	0.59	0.820497					0.101667	0.018049
0.061667	0.015482	0.121667	12.404084	0.606667	0.857511					0.103333	0.018364
0.063333	0.016227	0.125	12.403917	0.623333	0.894503					0.105	0.018678
0.065	0.014454	0.128333	12.403961	0.64	0.931516					0.106667	0.018993
0.066667	0.012189	0.131667	12.404192	0.656667	0.968536					0.108333	0.019308
0.068333	0.012249	0.135	12.404166	0.673333	1.005543					0.11	0.019622
0.07	0.014111	0.138333	12.403947	0.69	1.042552					0.111667	0.019088
0.071667	0.013471	0.141667	12.402794	0.706667	1.07957					0.113333	0.020254
0.073333	0.012279	0.145	12.400654	0.723333	1.116579					0.115	0.018865
0.075	0.012353	0.148333	12.396814	0.74	1.153558					0.116667	0.019744
0.076667	0.010952	0.151667	12.390549	0.756667	1.190573					0.118333	0.018775
0.078333	0.009537	0.155	12.38192	0.773333	1.227606					0.12	0.017092
0.08	0.013337	0.158333	12.37081	0.79	1.264627					0.121667	0.015467
0.081667	0.010923	0.161667	12.357974	0.806667	1.301632					0.123333	0.014901
0.083333	0.010908	0.165	12.344477	0.823333	1.33865					0.125	0.013843
0.085	0.011787	0.168333	12.332009	0.84	1.375646					0.126667	0.010565
0.086667	0.013143	0.171667	12.322148	0.856667	1.412663					0.128333	0.009447
0.088333	0.012651	0.175	12.315541	0.873333	1.44967					0.13	0.009552
0.09	0.014737	0.178333	12.312065	0.89	1.48669					0.131667	0.008702
0.091667	0.01353	0.181667	12.310154	0.906667	1.523711					0.133333	0.009611
0.093333	0.014096	0.185	12.307318	0.923333	1.560711					0.135	0.008807
0.095	0.017032	0.188333	12.302351	0.94	1.597691					0.136667	0.006393
0.096667	0.019014	0.191667	12.294974	0.956667	1.634712					0.138333	0.007004
0.098333	0.019208	0.195	12.286071	0.973333	1.671726					0.14	0.008449
0.1	0.020325	0.198333	12.275993	0.99	1.708739					0.141667	0.00757
0.101667	0.01955	0.201667	12.265605	1.006667	1.745739					0.143333	0.008017
0.103333	0.021681	0.205	12.254649	1.023333	1.782752					0.145	0.004366
0.105	0.021711	0.208333	12.242736	1.04	1.819764					0.146667	0.003487
0.106667	0.02256	0.211667	12.230119	1.056667	1.856765					0.148333	0.001654
0.108333	0.022188	0.215	12.217645	1.073333	1.89378					0.15	0.027095
0.11	0.02256	0.218333	12.206168	1.09	1.930799					0.151667	0.027423
0.111667	0.019088	0.221667	12.19635	1.106667	1.967817					0.153333	0.027751
0.113333	0.020325	0.225	12.188922	1.123333	2.004821					0.155	0.028079
0.115	0.018865	0.228333	12.184154	1.14	2.0418					0.156667	0.028407
0.116667	0.019744	0.231667	12.182005	1.156667	2.078818					0.158333	0.028735
0.118333	0.018775	0.235	12.18187	1.173333	2.115831					0.16	0.029063
0.12	0.017092	0.238333	12.18315	1.19	2.152839					0.161667	0.029357
0.121667	0.015467	0.241667	12.184897	1.206667	2.189858					0.163333	0.02965
0.123333	0.014901	0.245	12.186494	1.223333	2.226868					0.165	0.029943
0.125	0.013843	0.248333	12.187363	1.24	2.263866					0.166667	0.030237
0.126667	0.010565	0.251667	12.187062	1.256667	2.300878					0.168333	0.03053
0.128333	0.009447	0.255	12.185799	1.273333	2.337914					0.17	0.030824
0.13	0.009552	0.258333	12.184334	1.29	2.374941					0.171667	0.031117
0.131667	0.008702	0.261667	12.182762	1.306667	2.411942					0.173333	0.031411
0.133333	0.009611	0.265	12.180759	1.323333	2.448951					0.175	0.031704
0.135	0.008807	0.268333	12.178458	1.34	2.485935					0.176667	0.031998
0.136667	0.006393	0.271667	12.175974	1.356667	2.522954					0.178333	0.032309
0.138333	0.007004	0.275	12.173222	1.373333	2.559964					0.18	0.032621
0.14	0.008449	0.278333	12.170354	1.39	2.596977					0.181667	0.032933
0.141667	0.00757	0.281667	12.16732	1.406667	2.633988					0.183333	0.033245
0.143333	0.008017	0.285	12.163683	1.423333	2.670999					0.185	0.033557
0.145	0.004366	0.288333	12.159147	1.44	2.708					0.186667	0.033869
0.146667	0.003487	0.291667	12.153694	1.456667	2.745018					0.188333	0.034181
0.148333	0.001654	0.295	12.147288	1.473333	2.782042					0.19	0.034493
0.15	0.182226	0.298333	12.139935	1.49	2.819051					0.191667	0.034805
0.151667	1.015946	0.301667	12.131635	1.506667	2.856057					0.193333	0.035117
0.153333	2.560794	0.305	12.122633	1.523333	2.89304					0.195	0.035447
0.155	4.764214	0.308333	12.113229	1.54	2.930065					0.196667	0.035777
0.156667	7.571399	0.311667	12.103654	1.556667	2.967075					0.198333	0.036107
0.158333	10.904804	0.315	12.093922	1.573333	3.004079					0.2	0.036437
0.16	14.683723	0.318333	12.084234	1.59	3.041102					0.201667	0.036767
0.161667	18.816084	0.321667	12.074465	1.606667	3.078121					0.203333	0.037097
0.163333	23.234234	0.325	12.064823	1.623333	3.115139					0.205	0.037427
0.165	27.865828	0.328333	12.055614	1.64	3.152148					0.206667	0.037757
0.166667	32.636448	0.331667	12.046829	1.656667	3.189165					0.208333	0.038087
0.168333	37.413715	0.335	12.038251	1.673333	3.226183					0.21	0.038417
0.17	41.883961	0.338333	12.029967	1.69	3.263156					0.211667	0.038765
0.171667	46.04298	0.341667	12.022156	1.706667	3.300171					0.213333	0.039112
0.173333	49.984753	0.345	12.01475	1.723333	3.337182					0.215	0.03946
0.175	53.846657	0.348333	12.007333	1.74	3.374201					0.216667	0.039808
0.176667	57.771027	0.351667	12.000137	1.756667	3.411211					0.218333	0.040155
0.178333	61.792625	0.355	11.9932	1.773333	3.448214					0.22	0.040503
0.18	65.949112	0.358333	11.9862	1.79	3.485225					0.221667	0.040851
0.181667	70.30529	0.361667	11.979098	1.806667	3.522244					0.223333	0.041199
0.183333	74.880753	0.365	11.971845	1.823333	3.559257					0.225	0.041546
0.185	79.710068	0.368333	11.964478	1.84	3.59627					0.226667	0.041894
0.186667	84.7332	0.371667	11.957237	1.856667	3.633253					0.228333	0.042184
0.188333	89.914787	0.375	11.950039	1.873333	3.670286					0.23	0.042474
0.19	95.320221	0.378333	11.94312	1.89	3.707304					0.231667	0.042764
0.191667	100.840958	0.381667	11.936255	1.906667	3.744313					0.233333	0.043054
0.193333	106.016937	0.385	11.929692	1.923333	3.781322					0.235	0.043344
0.195	110.708237	0.388333	11.923525	1.94	3.818333					0.236667	0.043634
0.196667	114.880608	0.391667	11.917562	1.956667	3.855342					0.238333	0.043924
0.198333	118.582428	0.395	11.911844	1.973333	3.892357					0.24	0.044214
0.2	121.87159	0.398333	11.906469	1.99	3.929373					0.241667	0.044504
0.201667	124.815849	0.401667	11.901803	2.006667	3.966395					0.243333	0.044794
0.203333	127.461884	0.405	11.89764	2.023334	4.00337					0.245	0.045095
0.205	129.919144	0.408333	11.894508	2.04	4.040383					0.246667	0.045396
0.206667	132.277405	0.411667	11.891326	2.056667	4.077396					0.248333	0.045696
0.208333	134.58461	0.415	11.888305	2.073334	4.114417					0.25	0.045997
0.21	136.943253	0.418333	11.885382	2.09	4.151422					0.251667	0.046298
0.211667	139.648407	0.421667	11.882769	2.106667	4.18845					0.253333	0.046599
0.213333	142.724335	0.425	11.880348	2.123333	4.225469					0.255	0.046899
0.215	146.094971	0.428333	11.878134	2.14	4.26248					0.256667	0.0472
0.216667	149.603928	0.431667	11.875945	2.156667	4.299499					0.258333	0.047501
0.218333	153.083984	0.435	11.873955	2.173333	4.336501					0.26	0.047802
0.22	156.508896	0.438333	11.871823	2.19	4.373495					0.261667	0.048113
0.221667	159.840195	0.441667	11.869935	2.206667	4.410511					0.263333	0.048424
0.223333	163.024689	0.445	11.868325	2.223333	4.447515					0.265	0.048735
0.225	166.048798	0.448333	11.866625	2.24	4.484533					0.266667	0.049047
0.226667	168.869522	0.451667	11.864937	2.256667	4.521535					0.268333	0.049358
0.228333	171.539688	0.455	11.863309	2.273334	4.558549					0.27	0.049669
0.23	174.077515	0.458333	11.861902	2.29	4.595559					0.271667	0.04998
0.231667	176.446228	0.461667	11.860655	2.306667	4.632598					0.273333	0.050292
0.233333	178.592651	0.465	11.859397	2.323334	4.669617					0.275	0.050603
0.235	180.494247	0.468333	11.85803	2.34	4.706592					0.276667	0.050914
0.236667	182.232437	0.471667	11.856771	2.356667	4.743609					0.278333	0.051236
0.238333	183.879547	0.475	11.855581	2.373333	4.780625					0.28	0.051557
0.24	185.440598	0.478333	11.854486	2.39	4.81764					0.281667	0.051879
0.241667	186.926819	0.481667	11.853518	2.406667	4.854642					0.283333	0.0522
0.243333	188.35112	0.485	11.852749	2.423333	4.891655					0.285	0.052521
0.245	189.757431	0.488333	11.851795	2.44	4.928668					0.286667	0.052843
0.246667	191.088684	0.491667	11.851111	2.456667	4.965694					0.288333	0.053164
0.248333	192.318146	0.495	11.850653	2.473333	5.00269					0.29	0.053486
0.25	193.476074	0.498333	11.850355	2.49	5.039705					0.291667	0.053807
0.251667	194.599808	0.501667	11.849909	2.506667	5.076721					0.293333	0.054129
0.253333	195.710175	0.505	11.849536	2.523334	5.113739					0.295	0.05446
0.255	196.784821	0.508333	11.849211	2.54	5.15075					0.296667	0.054792
0.256667	197.809784	0.511667	11.84922	2.556667	5.187751					0.298333	0.055123
0.258333	198.803757	0.515	11.849243	2.573334	5.224762					0.3	0.055454
0.26	199.80127	0.518333	11.849331	2.59	5.261787					0.301667	0.055786
0.261667	200.793564	0.521667	11.849469	2.606667	5.298793					0.303333	0.056117
0.263333	201.773621	0.525	11.849509	2.623333	5.335777					0.305	0.056449
0.265	202.741623	0.528333	11.849623	2.64	5.372796					0.306667	0.05678
0.266667	203.700836	0.531667	11.849731	2.656667	5.409826					0.308333	0.057111
0.268333	204.65744	0.535	11.849771	2.673333	5.446846					0.31	0.057443
0.27	205.619843	0.538333	11.85005	2.69	5.483862					0.311667	0.057784
0.271667	206.60791	0.541667	11.850463	2.706667	5.520859					0.313333	0.058125
0.273333	207.59198	0.545	11.851095	2.723333	5.557879					0.315	0.058466
0.275	208.55191	0.548333	11.851837	2.74	5.594888					0.316667	0.058807
0.276667	209.508591	0.551667	11.852509	2.756667	5.631903					0.318333	0.059148
0.278333	210.470169	0.555	11.853066	2.773334	5.668889					0.32	0.059489
0.28	211.445511	0.558333	11.853859	2.79	5.705905					0.321667	0.05983
0.281667	212.439362	0.561667	11.854519	2.806667	5.742918					0.323333	0.060171
0.283333	213.449631	0.565	11.855085	2.823334	5.779952					0.325	0.060512
0.285	214.489136	0.568333	11.855511	2.84	5.816952					0.326667	0.060853
0.286667	215.552216	0.571667	11.855813	2.856667	5.853978					0.328333	0.061027
0.288333	216.652695	0.575	11.856318	2.873333	5.890986					0.33	0.0612
0.29	217.796448	0.578333	11.856971	2.89	5.928008					0.331667	0.061373
0.291667	218.979156	0.581667	11.857795	2.906667	5.964984					0.333333	0.061547
0.293333	220.193146	0.585	11.858768	2.923333	6.002002					0.335	0.06172
0.295	221.427231	0.588333	11.859712	2.94	6.039017					0.336667	0.061893
0.296667	222.66922	0.591667	11.860553	2.956667	6.076024					0.338333	0.062067
0.298333	223.91713	0.595	11.861437	2.973334	6.113048					0.34	0.06224
0.3	225.183212	0.598333	11.862255	2.99	6.150077					0.341667	0.062413
0.301667	226.442871	0.601667	11.863109	3.006667	6.187079					0.343333	0.062587
0.303333	227.690308	0.605	11.863818	3.023334	6.224104					0.345	0.062942
0.305	228.92598	0.608333	11.864359	3.04	6.261082					0.346667	0.063297
0.306667	230.143311	0.611667	11.864912	3.056667	6.298102					0.348333	0.063652
0.308333	231.317642	0.615	11.86535	3.073334	6.335117					0.35	0.064007
0.31	232.452896	0.618333	11.866025	3.09	6.372128					0.351667	0.064361
0.311667	233.559311	0.621667	11.866788	3.106667	6.409123					0.353333	0.064716
0.313333	234.62352	0.625	11.867328	3.123333	6.446174					0.355	0.065071
0.315	235.64357	0.628333	11.867834	3.14	6.483181					0.356667	0.065426
0.316667	236.639175	0.631667	11.868411	3.156667	6.520205					0.358333	0.065781
0.318333	237.594162	0.635	11.868993	3.173333	6.557184					0.36	0.066136
0.32	238.501633	0.638333	11.86963	3.19	6.594199					0.361667	0.0665
0.321667	239.366028	0.641667	11.870159	3.206667	6.631213					0.363333	0.066864
0.323333	240.186035	0.645	11.870831	3.223334	6.668221					0.365	0.067228
0.325	240.961609	0.648333	11.87152	3.24	6.705224					0.366667	0.067592
0.326667	241.689957	0.651667	11.872177	3.256667	6.742276					0.368333	0.067956
0.328333	242.370483	0.655	11.872712	3.273334	6.77928					0.37	0.068319
0.33	243.000717	0.658333	11.873379	3.29	6.816305					0.371667	0.068683
0.331667	243.579025	0.661667	11.873998	3.306667	6.853285					0.373333	0.069047
0.333333	244.113052	0.665	11.874512	3.323334	6.890298					0.375	0.069411
0.335	244.598206	0.668333	11.875099	3.34	6.927309					0.376667	0.069775
0.336667	245.03952	0.671667	11.875421	3.356667	6.964322					0.378333	0.070147
0.338333	245.455292	0.675	11.875816	3.373333	7.001319					0.38	0.07052
0.34	245.845886	0.678333	11.876188	3.39	7.038371					0.381667	0.070892
0.341667	246.203506	0.681667	11.876713	3.406667	7.075382					0.383333	0.071265
0.343333	246.546661	0.685	11.877245	3.423333	7.112373					0.385	0.071637
0.345	246.891617	0.688333	11.877756	3.44	7.149385					0.386667	0.07201
0.346667	247.244156	0.691667	11.878201	3.456667	7.186393					0.388333	0.072382
0.348333	247.596329	0.695	11.878518	3.473334	7.223412					0.39	0.072754
0.35	247.961075	0.698333	11.878928	3.49	7.260407					0.391667	0.073127
0.351667	248.33194	0.701667	11.879393	3.506667	7.297449					0.393333	0.073499
0.353333	248.696625	0.705	11.879658	3.523334	7.334476					0.395	0.073688
0.355	249.060333	0.708333	11.880131	3.54	7.371479					0.396667	0.073877
0.356667	249.42189	0.711667	11.880558	3.556667	7.408468					0.398333	0.074065
0.358333	249.769394	0.715	11.881076	3.573334	7.44549					0.4	0.074254
0.36	250.103943	0.718333	11.881314	3.59	7.482508					0.401667	0.074442
0.361667	250.422714	0.721667	11.881439	3.606667	7.519522					0.403333	0.074631
0.363333	250.723694	0.725	11.881697	3.623333	7.556542					0.405	0.07482
0.365	251.011765	0.728333	11.881799	3.64	7.593557					0.406667	0.075008
0.366667	251.288269	0.731667	11.881842	3.656667	7.630583					0.408333	0.075197
0.368333	251.54689	0.735	11.881791	3.673333	7.667557					0.41	0.075385
0.37	251.795227	0.738333	11.881884	3.69	7.704577					0.411667	0.07577
0.371667	252.035416	0.741667	11.882025	3.706667	7.741594					0.413333	0.076155
0.373333	252.267334	0.745	11.882164	3.723334	7.778607					0.415	0.07654
0.375	252.488907	0.748333	11.882423	3.74	7.815629					0.416667	0.076924
0.376667	252.706711	0.751667	11.882592	3.756667	7.852644					0.418333	0.077309
0.378333	252.916611	0.755	11.882648	3.773334	7.889664					0.42	0.077694
0.38	253.116425	0.758333	11.882568	3.79	7.92665					0.421667	0.078079
0.381667	253.302872	0.761667	11.88257	3.806667	7.963657					0.423333	0.078463
0.383333	253.474503	0.765	11.882511	3.823334	8.000675					0.425	0.078848
0.385	253.626801	0.768333	11.882353	3.84	8.037695					0.426667	0.079233
0.386667	253.74675	0.771667	11.882201	3.856667	8.074718					0.428333	0.079626
0.388333	253.841278	0.775	11.882217	3.873333	8.111734					0.43	0.080018
0.39	253.906601	0.778333	11.882269	3.89	8.148751					0.431667	0.080411
0.391667	253.949844	0.781667	11.882297	3.906667	8.185732					0.433333	0.080803
0.393333	253.972198	0.785	11.882454	3.923334	8.22276					0.435	0.081196
0.395	253.976852	0.788333	11.882557	3.94	8.259771					0.436667	0.081588
0.396667	253.966721	0.791667	11.882409	3.956667	8.296771					0.438333	0.081981
0.398333	253.946396	0.795	11.882328	3.973334	8.333812					0.44	0.082374
0.4	253.908569	0.798333	11.88225	3.99	8.370824					0.441667	0.082766
0.401667	253.85585	0.801667	11.882043	4.006667	8.407848					0.443333	0.083159
0.403333	253.797501	0.805	11.881894	4.023334	8.444824					0.445	0.083357
0.405	253.729218	0.808333	11.881655	4.04	8.481841					0.446667	0.083556
0.406667	253.649948	0.811667	11.881243	4.056667	8.518855					0.448333	0.083754
0.408333	253.565338	0.815	11.88096	4.073334	8.55591					0.45	0.083952
0.41	253.469055	0.818333	11.880703	4.09	8.5929					0.451667	0.084151
0.411667	253.368881	0.821667	11.880531	4.106667	8.629922					0.453333	0.084349
0.413333	253.258347	0.825	11.880406	4.123333	8.666939					0.455	0.084547
0.415	253.143585	0.828333	11.880207	4.14	8.703921					0.456667	0.084746
0.416667	253.022736	0.831667	11.879802	4.156667	8.740939					0.458333	0.084944
0.418333	252.89151	0.835	11.879159	4.173334	8.777973					0.46	0.085142
0.42	252.762711	0.838333	11.878829	4.19	8.814998					0.461667	0.085546
0.421667	252.628922	0.841667	11.878266	4.206667	8.852					0.463333	0.08595
0.423333	252.493256	0.845	11.877638	4.223333	8.889007					0.465	0.086353
0.425	252.352356	0.848333	11.877054	4.24	8.926028					0.466667	0.086757
0.426667	252.205704	0.851667	11.876675	4.256667	8.963014					0.468333	0.087161
0.428333	252.058746	0.855	11.876239	4.273334	9.000051					0.47	0.087565
0.43	251.904877	0.858333	11.875647	4.29	9.037067					0.471667	0.087968
0.431667	251.750381	0.861667	11.874986	4.306667	9.074074					0.473333	0.088372
0.433333	251.591919	0.865	11.874443	4.323334	9.11109					0.475	0.088776
0.435	251.43158	0.868333	11.87394	4.34	9.148118					0.476667	0.089179
0.436667	251.270798	0.871667	11.873208	4.356667	9.185112					0.478333	0.089383
0.438333	251.105072	0.875	11.872626	4.373333	9.22213					0.48	0.089587
0.44	250.938065	0.878333	11.87179	4.39	9.259148					0.481667	0.089791
0.441667	250.771637	0.881667	11.871119	4.406667	9.296164					0.483333	0.089994
0.443333	250.604752	0.885	11.870543	4.423334	9.333166					0.485	0.090198
0.445	250.432693	0.888333	11.86997	4.44	9.370186					0.486667	0.090402
0.446667	250.25737	0.891667	11.869299	4.456667	9.407195					0.488333	0.090605
0.448333	250.080139	0.895	11.868551	4.473333	9.444211					0.49	0.090809
0.45	249.89888	0.898333	11.867665	4.49	9.48123					0.491667	0.091013
0.451667	249.721497	0.901667	11.866753	4.506667	9.518237					0.493333	0.091217
0.453333	249.536545	0.905	11.865927	4.523334	9.555243					0.495	0.091631
0.455	249.350723	0.908333	11.865269	4.54	9.592254					0.496667	0.092045
0.456667	249.167587	0.911667	11.864476	4.556667	9.6293					0.498333	0.092459
0.458333	248.982574	0.915	11.863604	4.573334	9.66629					0.5	0.092873
0.46	248.798553	0.918333	11.862836	4.59	9.703301					0.501667	0.093287
0.461667	248.608292	0.921667	11.862011	4.606667	9.740318					0.503333	0.093702
0.463333	248.418457	0.925	11.861195	4.623333	9.777344					0.505	0.094116
0.465	248.225891	0.928333	11.860572	4.64	9.814332					0.506667	0.09453
0.466667	248.033829	0.931667	11.859769	4.656667	9.851379					0.508333	0.094944
0.468333	247.84079	0.935	11.859083	4.673334	9.888399					0.51	0.095358
0.47	247.64917	0.938333	11.85833	4.69	9.925384					0.511667	0.095567
0.471667	247.453812	0.941667	11.857619	4.706667	9.962399					0.513333	0.095776
0.473333	247.257507	0.945	11.856869	4.723333	9.999412					0.515	0.095984
0.475	247.062408	0.948333	11.856192	4.74	10.03644					0.516667	0.096193
0.476667	246.867325	0.951667	11.855545	4.756667	10.073463					0.518333	0.096402
0.478333	246.667145	0.955	11.85485	4.773334	10.110476					0.52	0.096611
0.48	246.470154	0.958333	11.854062	4.79	10.147462					0.521667	0.096819
0.481667	246.271545	0.961667	11.85323	4.806667	10.184474					0.523333	0.097028
0.483333	246.069824	0.965	11.852654	4.823334	10.22149					0.525	0.097237
0.485	245.866806	0.968333	11.851948	4.84	10.25853					0.526667	0.097446
0.486667	245.666153	0.971667	11.851343	4.856667	10.295536					0.528333	0.097869
0.488333	245.464767	0.975	11.850683	4.873333	10.332559					0.53	0.098293
0.49	245.260895	0.978333	11.849804	4.89	10.369547					0.531667	0.098717
0.491667	245.056595	0.981667	11.849002	4.906667	10.406562					0.533333	0.099141
0.493333	244.848221	0.985	11.848292	4.923334	10.443591					0.535	0.099565
0.495	244.642441	0.988333	11.847507	4.94	10.480597					0.536667	0.099989
0.496667	244.439667	0.991667	11.8466	4.956667	10.517616					0.538333	0.100413
0.498333	244.232712	0.995	11.84589	4.973333	10.554639					0.54	0.100837
0.5	244.025375	0.998333	11.845154	4.99	10.591618					0.541667	0.101261
0.501667	243.815659	1.001667	11.844357	5.006667	10.628658					0.543333	0.101684
0.503333	243.607285	1.005	11.843441	5.023334	10.665672					0.545	0.101898
0.505	243.397034	1.008333	11.842543	5.04	10.702691					0.546667	0.102111
0.506667	243.186081	1.011667	11.841521	5.056667	10.739693					0.548333	0.102325
0.508333	242.974731	1.015	11.840677	5.073334	10.776715					0.55	0.102538
0.51	242.76561	1.018333	11.839876	5.09	10.813723					0.551667	0.102752
0.511667	242.551682	1.021667	11.839195	5.106667	10.85074					0.553333	0.102965
0.513333	242.340057	1.025	11.838366	5.123333	10.887757					0.555	0.103178
0.515	242.131531	1.028333	11.837768	5.14	10.924759					0.556667	0.103392
0.516667	241.918121	1.031667	11.837339	5.156667	10.961774					0.558333	0.103605
0.518333	241.702499	1.035	11.836891	5.173334	10.99882					0.56	0.103819
0.52	241.491318	1.038333	11.836085	5.19	11.035804					0.561667	0.104252
0.521667	241.276855	1.041667	11.835506	5.206667	11.072822					0.563333	0.104684
0.523333	241.063034	1.045	11.834897	5.223334	11.109833					0.565	0.105117
0.525	240.848038	1.048333	11.834209	5.24	11.146837					0.566667	0.10555
0.526667	240.634201	1.051667	11.833603	5.256667	11.18388					0.568333	0.105983
0.528333	240.418427	1.055	11.833059	5.273334	11.220901					0.57	0.106416
0.53	240.203674	1.058333	11.83234	5.29	11.257886					0.571667	0.106849
0.531667	239.988449	1.061667	11.831731	5.306667	11.294901					0.573333	0.107282
0.533333	239.773743	1.065	11.831024	5.323334	11.33194					0.575	0.107715
0.535	239.562119	1.068333	11.830302	5.34	11.368947					0.576667	0.108148
0.536667	239.347809	1.071667	11.829434	5.356667	11.405973					0.578333	0.108366
0.538333	239.132202	1.075	11.82855	5.373333	11.442988					0.58	0.108583
0.54	238.915741	1.078333	11.827749	5.39	11.479976					0.581667	0.108801
0.541667	238.698242	1.081667	11.826806	5.406667	11.517015					0.583333	0.109019
0.543333	238.484619	1.085	11.825904	5.423334	11.554033					0.585	0.109237
0.545	238.267487	1.088333	11.825209	5.44	11.591032					0.586667	0.109454
0.546667	238.051117	1.091667	11.824436	5.456667	11.628057					0.588333	0.109672
0.548333	237.837646	1.095	11.823749	5.473334	11.66506					0.59	0.10989
0.55	237.621338	1.098333	11.823076	5.49	11.702078					0.591667	0.110108
0.551667	237.406189	1.101667	11.822479	5.506667	11.739093					0.593333	0.110325
0.553333	237.189301	1.105	11.8218	5.523334	11.776101					0.595	0.110767
0.555	236.972397	1.108333	11.821271	5.54	11.813121					0.596667	0.111208
0.556667	236.754333	1.111667	11.82096	5.556667	11.85016					0.598333	0.111649
0.558333	236.536407	1.115	11.820492	5.573334	11.887142					0.6	0.112091
0.56	236.322678	1.118333	11.81988	5.59	11.924162					0.601667	0.112532
0.561667	236.10347	1.121667	11.819219	5.606667	11.961182					0.603333	0.112973
0.563333	235.885895	1.125	11.818629	5.623333	11.998178					0.605	0.113414
0.565	235.668427	1.128333	11.817994	5.64	12.035226					0.606667	0.113856
0.566667	235.452499	1.131667	11.817279	5.656667	12.072245					0.608333	0.114297
0.568333	235.235489	1.135	11.816462	5.673334	12.109233					0.61	0.114738
0.57	235.019409	1.138333	11.81562	5.690001	12.146246					0.611667	0.11496
0.571667	234.801834	1.141667	11.814814	5.706667	12.18329					0.613333	0.115182
0.573333	234.587021	1.145	11.814106	5.723334	12.220285					0.615	0.115404
0.575	234.370148	1.148333	11.813487	5.74	12.257312					0.616667	0.115625
0.576667	234.15271	1.151667	11.812977	5.756667	12.294286					0.618333	0.115847
0.578333	233.934677	1.155	11.812387	5.773334	12.331306					0.62	0.116069
0.58	233.714905	1.158333	11.811842	5.79	12.368351					0.621667	0.116291
0.581667	233.498001	1.161667	11.811478	5.806667	12.405357					0.623333	0.116512
0.583333	233.283188	1.165	11.811019	5.823334	12.442381					0.625	0.116734
0.585	233.066147	1.168333	11.810493	5.84	12.479392					0.626667	0.116956
0.586667	232.850067	1.171667	11.809721	5.856667	12.516403					0.628333	0.117179
0.588333	232.634964	1.175	11.809088	5.873333	12.553416					0.63	0.117402
0.59	232.417496	1.178333	11.808404	5.89	12.590441					0.631667	0.117625
0.591667	232.202087	1.181667	11.80746	5.906667	12.627435					0.633333	0.117848
0.593333	231.984528	1.185	11.806572	5.923334	12.664483					0.635	0.118071
