Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
0.045	0.001252	0.088333	13.493695	0.443333	0.494833					0.088333	-0.010237
0.046667	0.00225	0.091667	13.492164	0.46	0.531816					0.09	-0.009298
0.048333	0.001028	0.095	13.490768	0.476667	0.568825					0.091667	-0.009209
0.05	0.000343	0.098333	13.490051	0.493333	0.605845					0.093333	-0.008846
0.051667	-0.001311	0.101667	13.489419	0.51	0.642859					0.095	-0.009134
0.053333	-0.000685	0.105	13.488752	0.526667	0.679861					0.096667	-0.010297
0.055	-0.000328	0.108333	13.488358	0.543333	0.716873					0.098333	-0.00982
0.056667	-0.002563	0.111667	13.488115	0.56	0.7539					0.1	-0.00982
0.058333	-0.003994	0.115	13.487837	0.576667	0.790885					0.101667	-0.011086
0.06	-0.004888	0.118333	13.48785	0.593333	0.827899					0.103333	-0.009194
0.061667	-0.00602	0.121667	13.487996	0.61	0.864927					0.105	-0.008911
0.063333	-0.005051	0.125	13.488176	0.626667	0.901956					0.106667	-0.010237
0.065	-0.006944	0.128333	13.488618	0.643333	0.938969					0.108333	-0.011355
0.066667	-0.007838	0.131667	13.488993	0.66	0.975979					0.11	-0.01289
0.068333	-0.007287	0.135	13.489412	0.676667	1.012977					0.111667	-0.012755
0.07	-0.007331	0.138333	13.489532	0.693333	1.049968					0.113333	-0.012547
0.071667	-0.009269	0.141667	13.489063	0.71	1.086981					0.115	-0.011101
0.073333	-0.009671	0.145	13.488205	0.726667	1.123989					0.116667	-0.01274
0.075	-0.007331	0.148333	13.486773	0.743333	1.161002					0.118333	-0.015467
0.076667	-0.006661	0.151667	13.484388	0.76	1.198023					0.12	-0.015587
0.078333	-0.004753	0.155	13.481482	0.776667	1.235034					0.121667	-0.017211
0.08	-0.003546	0.158333	13.477655	0.793333	1.272027					0.123333	-0.017792
0.081667	-0.003219	0.161667	13.473187	0.81	1.309054					0.125	-0.0166
0.083333	-0.004888	0.165	13.468452	0.826667	1.346059					0.126667	-0.016093
0.085	-0.007719	0.168333	13.464087	0.843333	1.383069					0.128333	-0.01438
0.086667	-0.00906	0.171667	13.460838	0.86	1.420083					0.13	-0.015646
0.088333	-0.010237	0.175	13.458624	0.876667	1.457101					0.131667	-0.013769
0.09	-0.00906	0.178333	13.455386	0.893333	1.494073					0.133333	-0.014558
0.091667	-0.009209	0.181667	13.442862	0.91	1.531087					0.135	-0.014976
0.093333	-0.007614	0.185	13.415275	0.926667	1.568105					0.136667	-0.014439
0.095	-0.009134	0.188333	13.371342	0.943333	1.605118					0.138333	-0.014305
0.096667	-0.010297	0.191667	13.316174	0.96	1.642124					0.14	-0.013888
0.098333	-0.00982	0.195	13.255035	0.976667	1.679133					0.141667	-0.013351
0.1	-0.00982	0.198333	13.191525	0.993333	1.716139					0.143333	-0.01125
0.101667	-0.011086	0.201667	13.128419	1.01	1.753159					0.145	-0.012591
0.103333	-0.009194	0.205	13.065215	1.026667	1.790167					0.146667	-0.001133
0.105	-0.008911	0.208333	13.001014	1.043333	1.827193					0.148333	-0.000876
0.106667	-0.010237	0.211667	12.937163	1.06	1.864211					0.15	-0.000619
0.108333	-0.011355	0.215	12.875027	1.076667	1.90122					0.151667	-0.000362
0.11	-0.01289	0.218333	12.815761	1.093333	1.938199					0.153333	-0.000106
0.111667	-0.012755	0.221667	12.76082	1.11	1.975214					0.155	0.000151
0.113333	-0.012547	0.225	12.711123	1.126667	2.012226					0.156667	0.000408
0.115	-0.011101	0.228333	12.667948	1.143333	2.049244					0.158333	0.000665
0.116667	-0.01274	0.231667	12.631408	1.16	2.086248					0.16	0.000922
0.118333	-0.015467	0.235	12.601093	1.176667	2.123263					0.161667	0.001178
0.12	-0.015587	0.238333	12.575888	1.193333	2.160274					0.163333	0.001409
0.121667	-0.017211	0.241667	12.555157	1.21	2.197296					0.165	0.001639
0.123333	-0.017792	0.245	12.538439	1.226667	2.234308					0.166667	0.00187
0.125	-0.0166	0.248333	12.524614	1.243333	2.271333					0.168333	0.0021
0.126667	-0.016093	0.251667	12.513157	1.26	2.308347					0.17	0.002331
0.128333	-0.01438	0.255	12.503113	1.276667	2.345353					0.171667	0.002561
0.13	-0.015646	0.258333	12.494406	1.293333	2.382329					0.173333	0.002791
0.131667	-0.013769	0.261667	12.486969	1.31	2.419357					0.175	0.003022
0.133333	-0.014558	0.265	12.4807	1.326667	2.456368					0.176667	0.003252
0.135	-0.014976	0.268333	12.475257	1.343333	2.493372					0.178333	0.003483
0.136667	-0.014439	0.271667	12.470141	1.36	2.530382					0.18	0.003728
0.138333	-0.014305	0.275	12.465153	1.376667	2.567412					0.181667	0.003974
0.14	-0.013888	0.278333	12.459686	1.393333	2.604399					0.183333	0.004219
0.141667	-0.013351	0.281667	12.453815	1.41	2.641409					0.185	0.004465
0.143333	-0.01125	0.285	12.447365	1.426667	2.678426					0.186667	0.00471
0.145	-0.012591	0.288333	12.439834	1.443333	2.715446					0.188333	0.004956
0.146667	0.09428	0.291667	12.431754	1.46	2.752451					0.19	0.005201
0.148333	0.700831	0.295	12.422658	1.476667	2.789433					0.191667	0.005447
0.15	1.90945	0.298333	12.412661	1.493333	2.826452					0.193333	0.005692
0.151667	3.750369	0.301667	12.402138	1.51	2.863459					0.195	0.005937
0.153333	6.211579	0.305	12.391047	1.526667	2.900479					0.196667	0.006144
0.155	9.225353	0.308333	12.378917	1.543333	2.937484					0.198333	0.006351
0.156667	12.651026	0.311667	12.366106	1.56	2.974508					0.2	0.006557
0.158333	16.420544	0.315	12.353015	1.576667	3.011534					0.201667	0.006764
0.16	20.475521	0.318333	12.339132	1.593333	3.048541					0.203333	0.00697
0.161667	24.749905	0.321667	12.324949	1.61	3.085556					0.205	0.007177
0.163333	29.204548	0.325	12.310816	1.626667	3.122569					0.206667	0.007384
0.165	33.815742	0.328333	12.296434	1.643333	3.159576					0.208333	0.00759
0.166667	38.58511	0.331667	12.282276	1.66	3.196555					0.21	0.007797
0.168333	43.421387	0.335	12.268304	1.676667	3.233577					0.211667	0.008003
0.17	47.967419	0.338333	12.254702	1.693333	3.270586					0.213333	0.008275
0.171667	52.177624	0.341667	12.24141	1.71	3.307603					0.215	0.008547
0.173333	56.191399	0.345	12.228596	1.726667	3.34461					0.216667	0.008819
0.175	60.233875	0.348333	12.21622	1.743333	3.381608					0.218333	0.009091
0.176667	64.360008	0.351667	12.204614	1.76	3.418626					0.22	0.009362
0.178333	68.547188	0.355	12.193831	1.776667	3.455637					0.221667	0.009634
0.18	72.829605	0.358333	12.183651	1.793333	3.492651					0.223333	0.009906
0.181667	77.24987	0.361667	12.174313	1.81	3.529659					0.225	0.010178
0.183333	81.844925	0.365	12.165504	1.826667	3.566675					0.226667	0.01045
0.185	86.615074	0.368333	12.15735	1.843333	3.603688					0.228333	0.010721
0.186667	91.566307	0.371667	12.149723	1.86	3.640696					0.23	0.010949
0.188333	96.545624	0.375	12.142549	1.876667	3.677715					0.231667	0.011176
0.19	101.158768	0.378333	12.135656	1.893333	3.714738					0.233333	0.011403
0.191667	105.390205	0.381667	12.128851	1.91	3.751727					0.235	0.01163
0.193333	109.241547	0.385	12.122124	1.926667	3.788737					0.236667	0.011857
0.195	112.682762	0.388333	12.115696	1.943333	3.825759					0.238333	0.012085
0.196667	115.686775	0.391667	12.109524	1.96	3.862774					0.24	0.012312
0.198333	118.354706	0.395	12.103477	1.976667	3.899777					0.241667	0.012539
0.2	120.75621	0.398333	12.097792	1.993333	3.936767					0.243333	0.012766
0.201667	122.9561	0.401667	12.092253	2.01	3.973783					0.245	0.012993
0.203333	124.992165	0.405	12.087245	2.026667	4.010794					0.246667	0.013229
0.205	126.905739	0.408333	12.0826	2.043334	4.047805					0.248333	0.013465
0.206667	128.762192	0.411667	12.078027	2.06	4.084847					0.25	0.013702
0.208333	130.543472	0.415	12.073862	2.076667	4.121841					0.251667	0.013938
0.21	132.319748	0.418333	12.069922	2.093333	4.158869					0.253333	0.014174
0.211667	134.428558	0.421667	12.066116	2.11	4.195873					0.255	0.01441
0.213333	136.921051	0.425	12.062506	2.126667	4.232897					0.256667	0.014646
0.215	139.667328	0.428333	12.059268	2.143333	4.269869					0.258333	0.014882
0.216667	142.450958	0.431667	12.05604	2.16	4.306884					0.26	0.015118
0.218333	145.194061	0.435	12.052998	2.176667	4.343907					0.261667	0.015354
0.22	147.914444	0.438333	12.050034	2.193333	4.380915					0.263333	0.015598
0.221667	150.574539	0.441667	12.047277	2.21	4.417931					0.265	0.015843
0.223333	153.128571	0.445	12.044841	2.226667	4.454935					0.266667	0.016088
0.225	155.550156	0.448333	12.042603	2.243333	4.491942					0.268333	0.016333
0.226667	157.850891	0.451667	12.040197	2.26	4.528963					0.27	0.016577
0.228333	160.002441	0.455	12.038078	2.276667	4.566004					0.271667	0.016822
0.23	162.033585	0.458333	12.035912	2.293334	4.603006					0.273333	0.017067
0.231667	163.955032	0.461667	12.033794	2.31	4.639996					0.275	0.017311
0.233333	165.686661	0.465	12.031728	2.326667	4.677012					0.276667	0.017556
0.235	167.203064	0.468333	12.029861	2.343333	4.714018					0.278333	0.017801
0.236667	168.542618	0.471667	12.028142	2.36	4.751041					0.28	0.018054
0.238333	169.795547	0.475	12.026338	2.376667	4.788036					0.281667	0.018307
0.24	170.994583	0.478333	12.024756	2.393333	4.825049					0.283333	0.01856
0.241667	172.146713	0.481667	12.023277	2.41	4.862071					0.285	0.018813
0.243333	173.249069	0.485	12.021714	2.426667	4.899087					0.286667	0.019066
0.245	174.321152	0.488333	12.020454	2.443333	4.936095					0.288333	0.019319
0.246667	175.363297	0.491667	12.019157	2.46	4.9731					0.29	0.019572
0.248333	176.339355	0.495	12.017839	2.476667	5.010112					0.291667	0.019825
0.25	177.266479	0.498333	12.016647	2.493334	5.047139					0.293333	0.020079
0.251667	178.162872	0.501667	12.015628	2.51	5.084147					0.295	0.020332
0.253333	179.036911	0.505	12.014551	2.526667	5.121149					0.296667	0.020593
0.255	179.891678	0.508333	12.013479	2.543334	5.158165					0.298333	0.020854
0.256667	180.716568	0.511667	12.012501	2.56	5.195181					0.3	0.021116
0.258333	181.505707	0.515	12.011465	2.576667	5.232198					0.301667	0.021377
0.26	182.276459	0.518333	12.010468	2.593333	5.269174					0.303333	0.021638
0.261667	183.040146	0.521667	12.009476	2.61	5.306195					0.305	0.0219
0.263333	183.79483	0.525	12.008444	2.626667	5.343233					0.306667	0.022161
0.265	184.541855	0.528333	12.007638	2.643333	5.380237					0.308333	0.022422
0.266667	185.268845	0.531667	12.006664	2.66	5.417262					0.31	0.022684
0.268333	185.967804	0.535	12.005668	2.676667	5.454257					0.311667	0.022945
0.27	186.662369	0.538333	12.004965	2.693333	5.491271					0.313333	0.023078
0.271667	187.36673	0.541667	12.004381	2.71	5.528283					0.315	0.023211
0.273333	188.076797	0.545	12.003498	2.726667	5.5653					0.316667	0.023344
0.275	188.776978	0.548333	12.002717	2.743334	5.602288					0.318333	0.023477
0.276667	189.462662	0.551667	12.001733	2.76	5.6393					0.32	0.023611
0.278333	190.136398	0.555	12.001011	2.776667	5.676307					0.321667	0.023744
0.28	190.806564	0.558333	12.000263	2.793334	5.713352					0.323333	0.023877
0.281667	191.480225	0.561667	11.999458	2.81	5.750353					0.325	0.02401
0.283333	192.145523	0.565	11.998716	2.826667	5.787373					0.326667	0.024143
0.285	192.801834	0.568333	11.998165	2.843333	5.824389					0.328333	0.024276
0.286667	193.451111	0.571667	11.997629	2.86	5.861401					0.33	0.024549
0.288333	194.090607	0.575	11.99688	2.876667	5.898384					0.331667	0.024823
0.29	194.720154	0.578333	11.99627	2.893333	5.93539					0.333333	0.025096
0.291667	195.339798	0.581667	11.995793	2.91	5.972407					0.335	0.025369
0.293333	195.951218	0.585	11.995356	2.926667	6.009426					0.336667	0.025642
0.295	196.561966	0.588333	11.994818	2.943333	6.046451					0.338333	0.025915
0.296667	197.162781	0.591667	11.994307	2.96	6.083469					0.34	0.026189
0.298333	197.74794	0.595	11.993704	2.976667	6.120483					0.341667	0.026462
0.3	198.320801	0.598333	11.99298	2.993334	6.157498					0.343333	0.026735
0.301667	198.881592	0.601667	11.992531	3.01	6.194483					0.345	0.027008
0.303333	199.421234	0.605	11.992036	3.026667	6.231494					0.346667	0.027289
0.305	199.947922	0.608333	11.991503	3.043334	6.268504					0.348333	0.02757
0.306667	200.465317	0.611667	11.99109	3.06	6.305522					0.35	0.027851
0.308333	200.967484	0.615	11.990444	3.076667	6.342523					0.351667	0.028132
0.31	201.456757	0.618333	11.989874	3.093333	6.379561					0.353333	0.028412
0.311667	201.92543	0.621667	11.989535	3.11	6.416582					0.355	0.028693
0.313333	202.378632	0.625	11.989146	3.126667	6.453602					0.356667	0.028974
0.315	202.813828	0.628333	11.988827	3.143333	6.490581					0.358333	0.029255
0.316667	203.236557	0.631667	11.988603	3.16	6.527588					0.36	0.029536
0.318333	203.649521	0.635	11.988306	3.176667	6.564605					0.361667	0.029816
0.32	204.048691	0.638333	11.987886	3.193333	6.601624					0.363333	0.029959
0.321667	204.431946	0.641667	11.987554	3.21	6.638625					0.365	0.030102
0.323333	204.795593	0.645	11.987282	3.226667	6.675664					0.366667	0.030244
0.325	205.140091	0.648333	11.987153	3.243334	6.712679					0.368333	0.030387
0.326667	205.464249	0.651667	11.98696	3.26	6.749695					0.37	0.03053
0.328333	205.766678	0.655	11.986912	3.276667	6.786688					0.371667	0.030672
0.33	206.055191	0.658333	11.986794	3.293334	6.823696					0.373333	0.030815
0.331667	206.319931	0.661667	11.986591	3.31	6.860703					0.375	0.030958
0.333333	206.565765	0.665	11.986647	3.326667	6.897729					0.376667	0.0311
0.335	206.796371	0.668333	11.986503	3.343333	6.934726					0.378333	0.031243
0.336667	207.013397	0.671667	11.9863	3.36	6.971767					0.38	0.031535
0.338333	207.214951	0.675	11.98604	3.376667	7.00878					0.381667	0.031826
0.34	207.405807	0.678333	11.985838	3.393333	7.045794					0.383333	0.032118
0.341667	207.586044	0.681667	11.985823	3.41	7.082786					0.385	0.03241
0.343333	207.752823	0.685	11.985716	3.426667	7.119802					0.386667	0.032702
0.345	207.910095	0.688333	11.985704	3.443334	7.156804					0.388333	0.032994
0.346667	208.059402	0.691667	11.985663	3.46	7.19381					0.39	0.033285
0.348333	208.193604	0.695	11.98578	3.476667	7.230838					0.391667	0.033577
0.35	208.325409	0.698333	11.985806	3.493334	7.267869					0.393333	0.033869
0.351667	208.448029	0.701667	11.985908	3.51	7.304893					0.395	0.034161
0.353333	208.56813	0.705	11.985959	3.526667	7.341871					0.396667	0.03446
0.355	208.682983	0.708333	11.985857	3.543334	7.378887					0.398333	0.034759
0.356667	208.793289	0.711667	11.985688	3.56	7.415902					0.4	0.035057
0.358333	208.896103	0.715	11.985579	3.576667	7.452916					0.401667	0.035356
0.36	208.989319	0.718333	11.985369	3.593333	7.489913					0.403333	0.035655
0.361667	209.076614	0.721667	11.985258	3.61	7.526958					0.405	0.035954
0.363333	209.156479	0.725	11.985109	3.626667	7.563976					0.406667	0.036253
0.365	209.23114	0.728333	11.984888	3.643333	7.600979					0.408333	0.036552
0.366667	209.306274	0.731667	11.984787	3.66	7.637972					0.41	0.03685
0.368333	209.381699	0.735	11.984577	3.676667	7.674987					0.411667	0.037149
0.37	209.457779	0.738333	11.984362	3.693334	7.712001					0.413333	0.037301
0.371667	209.53569	0.741667	11.984111	3.71	7.749002					0.415	0.037452
0.373333	209.615829	0.745	11.983757	3.726667	7.786049					0.416667	0.037603
0.375	209.693222	0.748333	11.98336	3.743334	7.823066					0.418333	0.037755
0.376667	209.765411	0.751667	11.982906	3.76	7.860076					0.42	0.037906
0.378333	209.834244	0.755	11.982426	3.776667	7.897061					0.421667	0.038058
0.38	209.90303	0.758333	11.98206	3.793334	7.934077					0.423333	0.038209
0.381667	209.969254	0.761667	11.981612	3.81	7.971091					0.425	0.03836
0.383333	210.034393	0.765	11.981502	3.826667	8.0081					0.426667	0.038512
0.385	210.101578	0.768333	11.981221	3.843333	8.04513					0.428333	0.038663
0.386667	210.169281	0.771667	11.981098	3.86	8.082153					0.43	0.038972
0.388333	210.233444	0.775	11.980959	3.876667	8.119165					0.431667	0.039281
0.39	210.299072	0.778333	11.980688	3.893333	8.156143					0.433333	0.03959
0.391667	210.358505	0.781667	11.980477	3.91	8.193164					0.435	0.039899
0.393333	210.414642	0.785	11.980249	3.926667	8.230177					0.436667	0.040207
0.395	210.473206	0.788333	11.980036	3.943334	8.267205					0.438333	0.040516
0.396667	210.526047	0.791667	11.979609	3.96	8.304224					0.44	0.040825
0.398333	210.573914	0.795	11.979178	3.976667	8.341232					0.441667	0.041134
0.4	210.62175	0.798333	11.978718	3.993334	8.378254					0.443333	0.041443
0.401667	210.667007	0.801667	11.978395	4.01	8.415237					0.445	0.041752
0.403333	210.714432	0.805	11.977987	4.026667	8.452252					0.446667	0.041908
0.405	210.758514	0.808333	11.977796	4.043334	8.489264					0.448333	0.042064
0.406667	210.802612	0.811667	11.977448	4.06	8.526295					0.45	0.042221
0.408333	210.843063	0.815	11.977176	4.076667	8.563313					0.451667	0.042377
0.41	210.878815	0.818333	11.976826	4.093334	8.600332					0.453333	0.042533
0.411667	210.91687	0.821667	11.976558	4.11	8.637341					0.455	0.042689
0.413333	210.951782	0.825	11.976353	4.126667	8.674332					0.456667	0.042846
0.415	210.986282	0.828333	11.97621	4.143333	8.711345					0.458333	0.043002
0.416667	211.016296	0.831667	11.976065	4.16	8.748387					0.46	0.043158
0.418333	211.044312	0.835	11.975852	4.176667	8.785398					0.461667	0.043314
0.42	211.070328	0.838333	11.975551	4.193334	8.822413					0.463333	0.043633
0.421667	211.094345	0.841667	11.975309	4.21	8.859426					0.465	0.043951
0.423333	211.116196	0.845	11.975134	4.226667	8.89641					0.466667	0.04427
0.425	211.135895	0.848333	11.974944	4.243333	8.933423					0.468333	0.044588
0.426667	211.154007	0.851667	11.974801	4.26	8.970461					0.47	0.044906
0.428333	211.171326	0.855	11.974648	4.276667	9.007483					0.471667	0.045225
0.43	211.186295	0.858333	11.974231	4.293334	9.044482					0.473333	0.045543
0.431667	211.199677	0.861667	11.973862	4.31	9.0815					0.475	0.045862
0.433333	211.213913	0.865	11.973428	4.326667	9.11852					0.476667	0.04618
0.435	211.227386	0.868333	11.973004	4.343334	9.155497					0.478333	0.046498
0.436667	211.23317	0.871667	11.972552	4.36	9.192541					0.48	0.046659
0.438333	211.238022	0.875	11.972171	4.376667	9.229562					0.481667	0.04682
0.44	211.246399	0.878333	11.971767	4.393333	9.266564					0.483333	0.046981
0.441667	211.25206	0.881667	11.971178	4.41	9.303576					0.485	0.047142
0.443333	211.254715	0.885	11.970678	4.426667	9.340597					0.486667	0.047302
0.445	211.253967	0.888333	11.970223	4.443334	9.377601					0.488333	0.047463
0.446667	211.254501	0.891667	11.969757	4.46	9.414618					0.49	0.047624
0.448333	211.253189	0.895	11.969324	4.476667	9.451634					0.491667	0.047785
0.45	211.253342	0.898333	11.968847	4.493333	9.488654					0.493333	0.047946
0.451667	211.25412	0.901667	11.968354	4.51	9.525662					0.495	0.048107
0.453333	211.251144	0.905	11.967935	4.526667	9.56267					0.496667	0.048434
0.455	211.248932	0.908333	11.967438	4.543334	9.59972					0.498333	0.048761
0.456667	211.243271	0.911667	11.966904	4.56	9.636703					0.5	0.049089
0.458333	211.2341	0.915	11.966425	4.576667	9.673715					0.501667	0.049416
0.46	211.228012	0.918333	11.965966	4.593334	9.710734					0.503333	0.049743
0.461667	211.221313	0.921667	11.965562	4.61	9.747734					0.505	0.05007
0.463333	211.216507	0.925	11.96497	4.626667	9.784753					0.506667	0.050398
0.465	211.207504	0.928333	11.964491	4.643333	9.821801					0.508333	0.050725
0.466667	211.195374	0.931667	11.963844	4.66	9.858778					0.51	0.051052
0.468333	211.183731	0.935	11.963252	4.676667	9.895797					0.511667	0.05138
0.47	211.169891	0.938333	11.962782	4.693334	9.932811					0.513333	0.051545
0.471667	211.157562	0.941667	11.962222	4.71	9.969819					0.515	0.05171
0.473333	211.145554	0.945	11.961617	4.726667	10.006859					0.516667	0.051875
0.475	211.133179	0.948333	11.960957	4.743334	10.043879					0.518333	0.05204
0.476667	211.118546	0.951667	11.960263	4.76	10.08089					0.52	0.052205
0.478333	211.102997	0.955	11.95974	4.776667	10.117884					0.521667	0.052371
0.48	211.088486	0.958333	11.959084	4.793334	10.154899					0.523333	0.052536
0.481667	211.071609	0.961667	11.958397	4.81	10.191924					0.525	0.052701
0.483333	211.051941	0.965	11.95775	4.826667	10.228935					0.526667	0.052866
0.485	211.035217	0.968333	11.957188	4.843334	10.265952					0.528333	0.053031
0.486667	211.015457	0.971667	11.956763	4.86	10.302964					0.53	0.053367
0.488333	210.995102	0.975	11.956052	4.876667	10.339952					0.531667	0.053702
0.49	210.975616	0.978333	11.955461	4.893333	10.376967					0.533333	0.054038
0.491667	210.951828	0.981667	11.954826	4.91	10.414007					0.535	0.054374
0.493333	210.929489	0.985	11.954178	4.926667	10.451015					0.536667	0.054709
0.495	210.904388	0.988333	11.953689	4.943334	10.488031					0.538333	0.055045
0.496667	210.877335	0.991667	11.953142	4.96	10.525044					0.54	0.055381
0.498333	210.849731	0.995	11.952619	4.976667	10.56203					0.541667	0.055716
0.5	210.827179	0.998333	11.952084	4.993334	10.59907					0.543333	0.056052
0.501667	210.800552	1.001667	11.951538	5.01	10.636094					0.545	0.056388
0.503333	210.772095	1.005	11.950977	5.026667	10.673096					0.546667	0.056557
0.505	210.739288	1.008333	11.950272	5.043334	10.710112					0.548333	0.056726
0.506667	210.711563	1.011667	11.949591	5.06	10.747141					0.55	0.056895
0.508333	210.683136	1.015	11.949043	5.076667	10.784139					0.551667	0.057064
0.51	210.651093	1.018333	11.948346	5.093334	10.821157					0.553333	0.057234
0.511667	210.621033	1.021667	11.94783	5.11	10.858179					0.555	0.057403
0.513333	210.589798	1.025	11.947264	5.126667	10.895177					0.556667	0.057572
0.515	210.556976	1.028333	11.946764	5.143333	10.932199					0.558333	0.057741
0.516667	210.523987	1.031667	11.946281	5.16	10.969235					0.56	0.05791
0.518333	210.490494	1.035	11.945777	5.176667	11.006224					0.561667	0.058079
0.52	210.460159	1.038333	11.945168	5.193334	11.04324					0.563333	0.058423
0.521667	210.427429	1.041667	11.944468	5.21	11.080252					0.565	0.058766
0.523333	210.391556	1.045	11.943939	5.226667	11.117248					0.566667	0.05911
0.525	210.357574	1.048333	11.943253	5.243334	11.154291					0.568333	0.059453
0.526667	210.32309	1.051667	11.942531	5.26	11.191307					0.57	0.059797
0.528333	210.289444	1.055	11.942016	5.276667	11.228298					0.571667	0.06014
0.53	210.25264	1.058333	11.941492	5.293334	11.265308					0.573333	0.060484
0.531667	210.215927	1.061667	11.940852	5.31	11.302357					0.575	0.060827
0.533333	210.182343	1.065	11.940393	5.326667	11.339352					0.576667	0.061171
0.535	210.144882	1.068333	11.939886	5.343334	11.376379					0.578333	0.061514
0.536667	210.110809	1.071667	11.939514	5.36	11.413388					0.58	0.061687
0.538333	210.076843	1.075	11.938793	5.376667	11.450377					0.581667	0.06186
0.54	210.042358	1.078333	11.938171	5.393333	11.487419					0.583333	0.062033
0.541667	210.005646	1.081667	11.937769	5.41	11.524427					0.585	0.062206
0.543333	209.967758	1.085	11.937369	5.426667	11.56144					0.586667	0.062379
0.545	209.928665	1.088333	11.937126	5.443334	11.598466					0.588333	0.062552
0.546667	209.889832	1.091667	11.936608	5.460001	11.635444					0.59	0.062724
0.548333	209.849716	1.095	11.936282	5.476667	11.672488					0.591667	0.062897
0.55	209.812317	1.098333	11.935815	5.493334	11.709504					0.593333	0.06307
0.551667	209.772919	1.101667	11.935297	5.51	11.746507					0.595	0.063243
0.553333	209.730927	1.105	11.934575	5.526667	11.783524					0.596667	0.063417
0.555	209.687744	1.108333	11.933975	5.543334	11.82057					0.598333	0.063591
0.556667	209.648132	1.111667	11.933422	5.56	11.85756					0.6	0.063765
0.558333	209.606857	1.115	11.932833	5.576667	11.894582					0.601667	0.063939
0.56	209.563141	1.118333	11.932391	5.593334	11.93159					0.603333	0.064114
0.561667	209.517303	1.121667	11.932104	5.61	11.968589					0.605	0.064288
0.563333	209.4729	1.125	11.931725	5.626667	12.005636					0.606667	0.064462
0.565	209.429596	1.128333	11.931434	5.643333	12.042647					0.608333	0.064636
0.566667	209.383453	1.131667	11.930929	5.66	12.079638					0.61	0.06481
0.568333	209.33429	1.135	11.930436	5.676667	12.116652					0.611667	0.064984
0.57	209.286301	1.138333	11.92995	5.693334	12.153677					0.613333	0.065337
0.571667	209.243774	1.141667	11.929469	5.710001	12.190701					0.615	0.06569
0.573333	209.195557	1.145	11.928934	5.726667	12.22772					0.616667	0.066043
0.575	209.146118	1.148333	11.928397	5.743334	12.264703					0.618333	0.066396
0.576667	209.097748	1.151667	11.92778	5.76	12.301719					0.62	0.066749
0.578333	209.048248	1.155	11.927376	5.776667	12.338764					0.621667	0.067102
0.58	208.998291	1.158333	11.92683	5.793334	12.375769					0.623333	0.067455
0.581667	208.950073	1.161667	11.926437	5.81	12.412783					0.625	0.067808
0.583333	208.899323	1.165	11.926029	5.826667	12.449794					0.626667	0.068161
0.585	208.851837	1.168333	11.925587	5.843334	12.486817					0.628333	0.068514
0.586667	208.80336	1.171667	11.925048	5.86	12.523836					0.63	0.068691
0.588333	208.755493	1.175	11.924582	5.876667	12.560833					0.631667	0.068869
