Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1	
0.275107	129.402695	0.550214	12.884135	2.752036	0.991886					0.275107	-0.027487
0.284932	129.889923	0.569865	12.869287	2.850323	1.028293					0.284932	-0.026649
0.294758	130.411453	0.589515	12.854316	2.94861	1.064703					0.294758	-0.025812
0.304583	130.991257	0.609166	12.838381	3.046896	1.101101					0.304583	-0.024962
0.314408	131.498322	0.628816	12.82167	3.145184	1.13747					0.314408	-0.024113
0.324233	131.953644	0.648467	12.804264	3.243471	1.173877					0.324233	-0.023264
0.334059	132.464844	0.668117	12.786579	3.341758	1.210277					0.334059	-0.022414
0.343884	133.008118	0.687768	12.769149	3.440044	1.246678					0.343884	-0.021565
0.353709	133.515839	0.707418	12.752388	3.538332	1.283083					0.353709	-0.020716
0.363534	133.986877	0.727069	12.736501	3.636619	1.319495					0.363534	-0.019867
0.37336	134.471222	0.746719	12.721698	3.734905	1.355888					0.37336	-0.019017
0.383185	134.977997	0.76637	12.707572	3.833192	1.392302					0.383185	-0.018168
0.39301	135.473633	0.78602	12.694082	3.931479	1.428726					0.39301	-0.017319
0.402835	135.988708	0.805671	12.681235	4.029767	1.465127					0.402835	-0.016533
0.412661	136.517365	0.825321	12.669063	4.128054	1.501525					0.412661	-0.015746
0.422486	137.005447	0.844972	12.654152	4.22634	1.53793					0.422486	-0.01496
0.432311	137.436127	0.864622	12.724148	4.324627	1.57433					0.432311	-0.014174
0.442136	137.84285	0.884273	12.728828	4.422915	1.610719					0.442136	-0.013388
0.451962	138.244949	0.903923	12.736267	4.521201	1.647113					0.451962	-0.012601
0.461787	138.663177	0.923574	12.742503	4.619488	1.683515					0.461787	-0.011815
0.471612	139.146133	0.943224	12.739	4.717775	1.71992					0.471612	-0.011029
0.481437	139.65477	0.962875	12.743566	4.816062	1.756326					0.481437	-0.010243
0.491263	140.187866	0.982525	12.743372	4.91435	1.792722					0.491263	-0.009457
0.501088	140.754242	1.002176	12.742552	5.012636	1.82913					0.501088	-0.008589
0.510913	141.361694	1.021826	12.7461	5.110923	1.865551					0.510913	-0.007721
0.520738	142.009689	1.041477	12.743992	5.20921	1.901956					0.520738	-0.006854
0.530564	142.691986	1.061127	12.739046	5.307497	1.938354					0.530564	-0.005986
0.540389	143.394226	1.080778	12.732409	5.405784	1.97476					0.540389	-0.005119
0.550214	144.101288	1.100428	12.724022	5.504071	2.011158					0.550214	-0.004251
0.560039	144.794968	1.120079	12.717774	5.602358	2.047551					0.560039	-0.003384
0.569865	145.466629	1.139729	12.715611	5.700645	2.083949					0.569865	-0.002516
0.57969	146.104889	1.15938	12.717619	5.798932	2.120349					0.57969	-0.001648
0.589515	146.725739	1.17903	12.720078	5.897219	2.156747					0.589515	-0.000781
0.59934	147.336075	1.198681	12.720462	5.995506	2.193155					0.59934	0.000054
0.609166	147.951797	1.218331	12.718393	6.093793	2.229549					0.609166	0.000889
0.618991	148.585281	1.237982	12.713986	6.19208	2.265952					0.618991	0.001723
0.628816	149.222656	1.257632	12.708261	6.290367	2.302383					0.628816	0.002558
0.638641	149.843658	1.277283	12.701738	6.388654	2.338789					0.638641	0.003393
0.648467	150.442032	1.296933	12.694562	6.486941	2.375189					0.648467	0.004228
0.658292	151.003281	1.316584	12.687272	6.585228	2.411592					0.658292	0.005062
0.668117	151.514099	1.336234	12.679757	6.683515	2.447983					0.668117	0.005897
0.677942	151.973602	1.355885	12.671471	6.781802	2.484364					0.677942	0.006732
0.687768	152.388428	1.375535	12.662244	6.880089	2.520784					0.687768	0.007567
0.697593	152.760513	1.395186	12.652272	6.978376	2.557175					0.697593	0.008228
0.707418	153.090591	1.414836	12.641389	7.076663	2.593586					0.707418	0.00889
0.717243	153.39418	1.434487	12.630476	7.17495	2.629984					0.717243	0.009552
0.727069	153.67659	1.454137	12.619829	7.273237	2.666393					0.727069	0.010213
0.736894	153.934906	1.473788	12.609705	7.371524	2.702803					0.736894	0.010875
0.746719	154.163452	1.493438	12.600084	7.469811	2.739217					0.746719	0.011537
0.756544	154.375473	1.513089	12.590909	7.568098	2.775619					0.756544	0.012198
0.76637	154.571213	1.532739	12.58196	7.666385	2.812018					0.76637	0.01286
0.776195	154.749725	1.55239	12.573327	7.764672	2.848423					0.776195	0.013522
0.78602	154.913116	1.57204	12.565011	7.862959	2.884803					0.78602	0.014184
0.795845	155.060471	1.591691	12.556883	7.961246	2.92121					0.795845	0.015118
0.805671	155.198822	1.611341	12.548987	8.059533	2.957613					0.805671	0.016052
0.815496	155.327255	1.630992	12.541131	8.15782	2.994005					0.815496	0.016987
0.825321	155.452484	1.650642	12.533145	8.256107	3.030414					0.825321	0.017921
0.835146	155.571503	1.670293	12.525128	8.354394	3.0668					0.835146	0.018855
0.844972	155.68924	1.689943	12.51721	8.452681	3.103229					0.844972	0.01979
0.854797	158.27359	1.709594	12.509598	8.550968	3.139644					0.854797	0.020724
0.864622	158.35051	1.729244	12.50241	8.649255	3.176049					0.864622	0.021659
0.874447	158.409164	1.748895	12.495632	8.747541	3.212453					0.874447	0.022593
0.884273	158.461899	1.768545	12.489381	8.845829	3.248819					0.884273	0.023527
0.894098	158.480301	1.788196	12.483791	8.944116	3.285228					0.894098	0.02426
0.903923	158.465439	1.807846	12.478656	9.042402	3.321621					0.903923	0.024992
0.913748	158.479599	1.827497	12.474119	9.14069	3.358025					0.913748	0.025725
0.923574	158.507278	1.847147	12.470097	9.238976	3.394429					0.923574	0.026457
0.933399	158.41011	1.866798	12.466448	9.337264	3.430847					0.933399	0.02719
0.943224	158.217255	1.886448	12.462979	9.435551	3.467257					0.943224	0.027922
0.953049	158.069	1.906099	12.459458	9.533837	3.503665					0.953049	0.028655
0.962875	157.93486	1.925749	12.456021	9.632125	3.540068					0.962875	0.029387
0.9727	157.865967	1.9454	12.452489	9.730412	3.576471					0.9727	0.03012
0.982525	157.917511	1.96505	12.449275	9.828699	3.612871					0.982525	0.030852
0.99235	157.992432	1.984701	12.446151	9.926986	3.649265					0.99235	0.031876
1.002176	158.062744	2.004351	12.443192	10.025272	3.685659					1.002176	0.0329
1.012001	158.150757	2.024002	12.440273	10.12356	3.722065					1.012001	0.033924
1.021826	158.255264	2.043652	12.437764	10.221847	3.758465					1.021826	0.034948
1.031651	158.362854	2.063303	12.435286	10.320133	3.794865					1.031651	0.035972
1.041477	158.564819	2.082953	12.433044	10.418421	3.831279					1.041477	0.036996
1.051302	158.810272	2.102604	12.4309	10.516707	3.867678					1.051302	0.03802
1.061127	159.039474	2.122254	12.429008	10.614994	3.904083					1.061127	0.039045
1.070952	159.251175	2.141905	12.427008	10.713282	3.9405					1.070952	0.040069
1.080778	159.46698	2.161555	12.425165	10.811568	3.976882					1.080778	0.041093
1.090603	159.658508	2.181206	12.423353	10.909856	4.013274					1.090603	0.041888
1.100428	159.762283	2.200856	12.421772	11.008142	4.049689					1.100428	0.042684
1.110253	159.794922	2.220507	12.420139	11.106429	4.086087					1.110253	0.043479
1.120079	159.786758	2.240157	12.418497	11.204717	4.122486					1.120079	0.044275
1.129904	159.757706	2.259808	12.416873	11.303003	4.158893					1.129904	0.04507
1.139729	159.708862	2.279458	12.41538	11.401291	4.195314					1.139729	0.045866
1.149554	159.639755	2.299109	12.414182	11.499578	4.231719					1.149554	0.046661
1.15938	159.560104	2.318759	12.41302	11.597864	4.268121					1.15938	0.047457
1.169205	159.496262	2.33841	12.411889	11.696152	4.304527					1.169205	0.048253
1.17903	159.43013	2.35806	12.41104	11.794438	4.340911					1.17903	0.049048
1.188855	159.332031	2.377711	12.410082	11.892725	4.377292					1.188855	0.049868
1.198681	159.213028	2.397361	12.409135	11.991013	4.413713					1.198681	0.050688
1.208506	159.067627	2.417012	12.408089	12.089299	4.450111					1.208506	0.051508
1.218331	158.925461	2.436662	12.406838	12.187586	4.486518					1.218331	0.052328
1.228156	158.79512	2.456313	12.405576	12.285873	4.522914					1.228156	0.053149
1.237982	158.670624	2.475963	12.404439	12.38416	4.559333					1.237982	0.053969
1.247807	158.554565	2.495614	12.403327	12.482448	4.595747					1.247807	0.054789
1.257632	158.456619	2.515264	12.402263	12.580734	4.632151					1.257632	0.055609
1.267457	158.380356	2.534915	12.401252	12.679021	4.66855					1.267457	0.056429
1.277283	158.332291	2.554565	12.400311	12.777308	4.704935					1.277283	0.057249
1.287108	158.306763	2.574216	12.39947	12.875595	4.741332					1.287108	0.058092
1.296933	158.30835	2.593866	12.398678	12.973883	4.777741					1.296933	0.058935
1.306758	158.325256	2.613517	12.397876	13.072169	4.814126					1.306758	0.059778
1.316584	158.34906	2.633167	12.397018	13.170456	4.850545					1.316584	0.060622
1.326409	158.379486	2.652818	12.396053	13.268744	4.886965					1.326409	0.061465
1.336234	158.41246	2.672468	12.395027	13.36703	4.923366					1.336234	0.062308
1.346059	158.442215	2.692119	12.393963	13.465317	4.959774					1.346059	0.063151
1.355885	158.470917	2.711769	12.392895	13.563604	4.996177					1.355885	0.063994
1.36571	158.51506	2.73142	12.391812	13.661891	5.032557					1.36571	0.064837
1.375535	158.574753	2.75107	12.390738	13.760178	5.068964					1.375535	0.06568
1.38536	158.64624	2.770721	12.389812	13.858465	5.105357					1.38536	0.066545
1.395186	158.721115	2.790371	12.388929	13.956752	5.141754					1.395186	0.06741
1.405011	158.798584	2.810022	12.38815	14.055039	5.178156					1.405011	0.068275
1.414836	158.867645	2.829672	12.387483	14.153326	5.214581					1.414836	0.069139
1.424661	158.920776	2.849323	12.386737	14.251613	5.250989					1.424661	0.070004
1.434487	158.962753	2.868973	12.386123	14.3499	5.287395					1.434487	0.070869
1.444312	158.994232	2.888624	12.385681	14.448187	5.323793					1.444312	0.071733
1.454137	159.013443	2.908274	12.385283	14.546474	5.360185					1.454137	0.072598
1.463962	159.021774	2.927925	12.384835	14.644761	5.396581					1.463962	0.073463
1.473788	159.026215	2.947575	12.384204	14.743048	5.432979					1.473788	0.074328
1.483613	159.027267	2.967226	12.383434	14.841335	5.469385					1.483613	0.074913
1.493438	159.026245	2.986876	12.382678	14.939622	5.505798					1.493438	0.075498
1.503263	159.026688	3.006527	12.381811	15.037909	5.542202					1.503263	0.076084
1.513089	159.020935	3.026177	12.380931	15.136196	5.578612					1.513089	0.076669
1.522914	159.012817	3.045828	12.380153	15.234483	5.615017					1.522914	0.077255
1.532739	159.004944	3.065478	12.379372	15.332769	5.651404					1.532739	0.07784
1.542564	158.997833	3.085129	12.378631	15.431057	5.6878					1.542564	0.078425
1.55239	158.989456	3.104779	12.377917	15.529344	5.724198					1.55239	0.079011
1.562215	158.977173	3.12443	12.377331	15.627631	5.760607					1.562215	0.079596
1.57204	158.967651	3.14408	12.376661	15.725918	5.797005					1.57204	0.080182
1.581865	158.955032	3.163731	12.375978	15.824204	5.833422					1.581865	0.081079
1.591691	158.943558	3.183381	12.375478	15.922492	5.869834					1.591691	0.081976
1.601516	158.92659	3.203032	12.374755	16.020779	5.906233					1.601516	0.082874
1.611341	158.903473	3.222682	12.3742	16.119066	5.942615					1.611341	0.083771
1.621166	158.884888	3.242333	12.37342	16.217352	5.979011					1.621166	0.084669
1.630992	158.871887	3.261983	12.372824	16.315639	6.015419					1.630992	0.085566
1.640817	158.864197	3.281634	12.372227	16.413927	6.051827					1.640817	0.086463
1.650642	158.858246	3.301284	12.371426	16.512215	6.088237					1.650642	0.087361
1.660467	158.857285	3.320935	12.370593	16.6105	6.124645					1.660467	0.088258
1.670293	158.857635	3.340585	12.369843	16.708788	6.161053					1.670293	0.089156
1.680118	158.860626	3.360236	12.369281	16.807076	6.197459					1.680118	0.090071
1.689943	158.862854	3.379886	12.368682	16.905361	6.233857					1.689943	0.090986
1.699768	158.865997	3.399537	12.368	17.003649	6.270248					1.699768	0.091901
1.709594	158.872269	3.419187	12.367208	17.101936	6.306644					1.709594	0.092816
1.719419	158.878693	3.438838	12.366449	17.200222	6.343047					1.719419	0.093731
1.729244	158.881607	3.458488	12.365887	17.29851	6.379456					1.729244	0.094646
1.739069	158.879089	3.478139	12.364996	17.396797	6.415864					1.739069	0.095561
1.748895	158.871307	3.497789	12.364194	17.495083	6.452272					1.748895	0.096476
1.75872	158.858459	3.51744	12.363481	17.59337	6.488682					1.75872	0.097391
1.768545	158.843002	3.53709	12.363021	17.691658	6.525067					1.768545	0.098307
1.77837	158.822784	3.556741	12.362665	17.789944	6.561434					1.77837	0.099238
1.788196	158.801117	3.576391	12.362309	17.888231	6.597868					1.788196	0.100169
1.798021	158.777771	3.596042	12.361796	17.986519	6.634265					1.798021	0.101101
1.807846	158.753006	3.615692	12.36112	18.084805	6.670668					1.807846	0.102032
1.817671	158.726608	3.635343	12.360517	18.183092	6.707068					1.817671	0.102963
1.827497	158.699478	3.654993	12.359847	18.28138	6.743497					1.827497	0.103895
1.837322	158.670822	3.674644	12.359178	18.379667	6.779899					1.837322	0.104826
1.847147	158.641983	3.694294	12.358551	18.477953	6.816293					1.847147	0.105758
1.856972	158.616592	3.713945	12.35811	18.576241	6.852664					1.856972	0.106689
1.866798	158.593384	3.733595	12.357647	18.674528	6.889089					1.866798	0.10762
1.876623	158.567337	3.753246	12.357167	18.772814	6.925481					1.876623	0.108247
1.886448	158.539749	3.772896	12.356693	18.871101	6.961893					1.886448	0.108874
1.896273	158.512161	3.792547	12.356136	18.969389	6.998309					1.896273	0.109501
1.906099	158.484695	3.812197	12.355472	19.067675	7.034712					1.906099	0.110128
1.915924	158.460587	3.831848	12.354768	19.165962	7.07112					1.915924	0.110754
1.925749	158.439987	3.851498	12.354038	19.26425	7.107519					1.925749	0.111381
1.935574	158.423599	3.871149	12.353203	19.362535	7.143906					1.935574	0.112008
1.9454	158.410446	3.8908	12.352301	19.460823	7.180314					1.9454	0.112635
1.955225	158.395416	3.91045	12.351414	19.559111	7.216708					1.955225	0.113261
1.96505	158.379578	3.9301	12.35048	19.657398	7.253132					1.96505	0.113888
1.974875	158.365036	3.949751	12.349586	19.755684	7.289527					1.974875	0.114844
1.984701	158.352814	3.969401	12.34858	19.853971	7.325942					1.984701	0.115799
1.994526	158.340729	3.989052	12.347427	19.952259	7.362341					1.994526	0.116754
2.004351	158.328751	4.008702	12.346375	20.050545	7.398701					2.004351	0.11771
2.014176	158.317398	4.028353	12.345374	20.148832	7.435122					2.014176	0.118665
2.024002	158.307022	4.048004	12.344387	20.24712	7.471529					2.024002	0.119621
2.033827	158.298035	4.067654	12.343339	20.345406	7.507924					2.033827	0.120576
2.043652	158.284164	4.087305	12.342331	20.443693	7.544359					2.043652	0.121531
2.053478	158.269363	4.106955	12.34152	20.541981	7.580756					2.053478	0.122487
2.063303	158.254547	4.126606	12.34077	20.640266	7.617157					2.063303	0.123442
2.073128	158.236282	4.146256	12.33996	20.738554	7.653527					2.073128	0.12441
2.082953	158.214981	4.165906	12.339051	20.836842	7.689942					2.082953	0.125378
2.092778	158.193268	4.185557	12.338208	20.935127	7.726354					2.092778	0.126346
2.102604	158.172821	4.205207	12.337234	21.033415	7.762744					2.102604	0.127314
2.112429	158.148666	4.224858	12.336177	21.131702	7.79916					2.112429	0.128283
2.122254	158.121582	4.244508	12.335146	21.229988	7.835574					2.122254	0.129251
2.132079	158.095123	4.264159	12.334177	21.328276	7.871978					2.132079	0.130219
2.141905	158.065872	4.28381	12.333362	21.426563	7.90836					2.141905	0.131187
2.15173	158.036972	4.30346	12.332499	21.524851	7.944761					2.15173	0.132155
2.161555	158.007645	4.323111	12.331555	21.623137	7.981163					2.161555	0.133123
2.171381	157.975769	4.342761	12.330756	21.721424	8.01757					2.171381	0.133772
2.181206	157.943115	4.362411	12.329868	21.819712	8.05398					2.181206	0.134421
2.191031	157.907227	4.382062	12.328846	21.917997	8.090385					2.191031	0.13507
2.200856	157.870102	4.401712	12.327724	22.016285	8.126795					2.200856	0.135719
2.210681	157.835571	4.421363	12.326686	22.114573	8.163199					2.210681	0.136369
2.220507	157.80246	4.441013	12.325467	22.212858	8.19959					2.220507	0.137018
2.230332	157.769394	4.460664	12.324384	22.311146	8.235986					2.230332	0.137667
2.240157	157.735596	4.480314	12.323364	22.409433	8.272384					2.240157	0.138316
2.249983	157.700333	4.499965	12.322114	22.507719	8.308795					2.249983	0.138965
2.259808	157.664322	4.519616	12.320806	22.606007	8.345213					2.259808	0.139614
2.269633	157.627029	4.539266	12.319379	22.704294	8.381602					2.269633	0.1406
2.279458	157.586655	4.558917	12.318086	22.802582	8.417995					2.279458	0.141587
2.289284	157.552002	4.578567	12.31688	22.900867	8.4544					2.289284	0.142573
2.299109	157.51593	4.598217	12.315653	22.999155	8.490797					2.299109	0.143559
2.308934	157.477463	4.617868	12.314685	23.097443	8.527202					2.308934	0.144545
2.318759	157.439133	4.637518	12.313605	23.195728	8.563609					2.318759	0.145531
2.328584	157.404068	4.657169	12.312495	23.294016	8.600013					2.328584	0.146518
2.33841	157.36821	4.676819	12.311487	23.392303	8.636415					2.33841	0.147504
2.348235	157.329956	4.69647	12.310186	23.490589	8.672832					2.348235	0.14849
2.35806	157.294098	4.716121	12.30892	23.588877	8.709222					2.35806	0.149476
2.367886	157.259033	4.735771	12.307646	23.687164	8.74562					2.367886	0.150136
2.377711	157.220535	4.755422	12.306376	23.78545	8.782019					2.377711	0.150796
2.387536	157.182419	4.775072	12.305166	23.883738	8.818423					2.387536	0.151456
2.397361	157.146637	4.794723	12.304123	23.982025	8.854842					2.397361	0.152116
2.407187	157.10994	4.814373	12.303164	24.080311	8.891249					2.407187	0.152776
2.417012	157.073669	4.834023	12.302089	24.178598	8.927645					2.417012	0.153436
2.426837	157.036377	4.853674	12.300933	24.276886	8.964034					2.426837	0.154096
2.436662	156.997864	4.873324	12.299596	24.375172	9.000437					2.436662	0.154756
2.446487	156.961029	4.892975	12.298257	24.473459	9.036838					2.446487	0.155416
2.456313	156.925079	4.912625	12.297029	24.571747	9.07325					2.456313	0.156076
2.466138	156.887787	4.932276	12.295825	24.670034	9.109659					2.466138	0.157077
2.475963	156.848419	4.951927	12.294785	24.76832	9.146061					2.475963	0.158078
2.485789	156.808121	4.971577	12.29376	24.866608	9.182467					2.485789	0.159079
2.495614	156.768829	4.991228	12.292746	24.964895	9.218851					2.495614	0.16008
2.505439	156.730774	5.010878	12.291754	25.063181	9.255256					2.505439	0.161081
2.515264	156.693039	5.030529	12.29078	25.161469	9.291632					2.515264	0.162082
2.52509	156.655151	5.050179	12.289652	25.259756	9.328074					2.52509	0.163083
2.534915	156.61647	5.069829	12.28835	25.358042	9.364473					2.534915	0.164083
2.54474	156.577667	5.08948	12.287028	25.456329	9.400884					2.54474	0.165084
2.554565	156.539886	5.10913	12.285752	25.554617	9.437269					2.554565	0.166085
2.56439	156.50119	5.128781	12.2844	25.652903	9.473669					2.56439	0.166754
2.574216	156.461655	5.148432	12.283023	25.75119	9.510039					2.574216	0.167423
2.584041	156.422379	5.168082	12.281748	25.849478	9.546487					2.584041	0.168091
2.593866	156.384171	5.187733	12.280513	25.947765	9.582901					2.593866	0.16876
2.603692	156.344742	5.207383	12.279164	26.046051	9.6193					2.603692	0.169429
2.613517	156.304047	5.227034	12.277695	26.144339	9.655699					2.613517	0.170097
2.623342	156.265945	5.246684	12.276353	26.242626	9.692093					2.623342	0.170766
2.633167	156.229691	5.266335	12.275056	26.340912	9.72849					2.633167	0.171435
2.642992	156.187988	5.285985	12.273726	26.439199	9.764883					2.642992	0.172103
2.652818	156.14827	5.305635	12.272429	26.537487	9.801304					2.652818	0.172772
2.662643	156.107346	5.325286	12.271237	26.635773	9.837711					2.662643	0.173784
2.672468	156.066986	5.344936	12.27001	26.73406	9.874116					2.672468	0.174797
2.682294	156.026672	5.364587	12.268665	26.832348	9.910485					2.682294	0.175809
2.692119	155.988464	5.384238	12.267154	26.930634	9.946893					2.692119	0.176821
2.701944	155.947372	5.403888	12.265727	27.028921	9.983305					2.701944	0.177833
2.711769	155.905807	5.423539	12.264272	27.127209	10.019723					2.711769	0.178846
2.721595	155.863983	5.443189	12.26296	27.225494	10.056121					2.721595	0.179858
2.73142	155.824661	5.46284	12.261452	27.323782	10.092517					2.73142	0.18087
2.741245	155.785767	5.48249	12.259931	27.42207	10.12892					2.741245	0.181883
2.75107	155.746674	5.502141	12.258589	27.520355	10.165318					2.75107	0.182895
2.760895	155.704132	5.521791	12.257196	27.618643	10.201715					2.760895	0.18357
2.770721	155.662766	5.541441	12.255529	27.71693	10.238125					2.770721	0.184245
2.780546	155.623917	5.561092	12.253946	27.815218	10.274546					2.780546	0.18492
2.790371	155.583786	5.580743	12.252326	27.913504	10.310953					2.790371	0.185596
2.800197	155.541489	5.600393	12.250466	28.011791	10.347342					2.800197	0.186271
2.810022	155.50148	5.620044	12.248357	28.110079	10.383737					2.810022	0.186946
2.819847	155.462067	5.639694	12.246428	28.208364	10.420135					2.819847	0.187621
2.829672	155.41864	5.659345	12.244481	28.306652	10.456545					2.829672	0.188296
2.839498	155.376175	5.678995	12.2429	28.40494	10.492957					2.839498	0.188972
2.849323	155.333664	5.698646	12.241564	28.503225	10.529361					2.849323	0.189647
2.859148	155.291565	5.718296	12.24033	28.601513	10.56576					2.859148	0.190667
2.868973	155.247757	5.737947	12.239223	28.6998	10.602153					2.868973	0.191688
2.878798	155.203278	5.757597	12.238014	28.798086	10.63855					2.878798	0.192709
2.888624	155.162888	5.777247	12.237065	28.896374	10.674954					2.888624	0.193729
2.898449	155.119888	5.796898	12.236262	28.994661	10.711362					2.898449	0.19475
2.908274	155.077316	5.816549	12.235342	29.092949	10.747776					2.908274	0.19577
2.9181	155.032043	5.836199	12.234431	29.191235	10.78418					2.9181	0.196791
2.927925	154.988846	5.85585	12.233438	29.289522	10.820571					2.927925	0.197812
2.93775	154.944626	5.8755	12.232325	29.38781	10.856966					2.93775	0.198832
2.947575	154.90213	5.895151	12.231091	29.486095	10.89337					2.947575	0.199853
2.957401	154.858292	5.914801	12.229818	29.584383	10.929788					2.957401	0.200533
2.967226	154.814941	5.934452	12.22834	29.682671	10.966193					2.967226	0.201212
2.977051	154.771591	5.954102	12.226859	29.780956	11.002596					2.977051	0.201892
2.986876	154.726761	5.973752	12.22548	29.879244	11.038986					2.986876	0.202572
2.996701	154.680161	5.993403	12.224301	29.977531	11.075386					2.996701	0.203251
3.006527	154.635025	6.013053	12.223291	30.075817	11.111792					3.006527	0.203931
3.016352	154.59024	6.032704	12.222191	30.174105	11.148212					3.016352	0.204611
3.026177	154.544891	6.052355	12.221009	30.272392	11.184606					3.026177	0.205291
3.036003	154.499542	6.072005	12.219701	30.370678	11.220998					3.036003	0.20597
3.045828	154.455093	6.091656	12.218252	30.468966	11.257393					3.045828	0.20665
3.055653	154.409729	6.111306	12.216688	30.567253	11.293802					3.055653	0.207676
3.065478	154.363586	6.130957	12.215206	30.665539	11.3302					3.065478	0.208702
3.075304	154.319778	6.150607	12.213921	30.763826	11.366617					3.075304	0.209728
3.085129	154.275543	6.170258	12.212793	30.862114	11.403002					3.085129	0.210754
3.094954	154.228973	6.189908	12.211708	30.960402	11.439427					3.094954	0.21178
3.104779	154.183304	6.209558	12.210644	31.058687	11.475811					3.104779	0.212806
3.114604	154.138062	6.229209	12.209601	31.156975	11.512207					3.114604	0.213832
3.12443	154.091064	6.24886	12.208346	31.255262	11.548622					3.12443	0.214858
3.134255	154.043762	6.26851	12.206934	31.353548	11.585024					3.134255	0.215884
3.14408	153.997437	6.288161	12.205669	31.451836	11.621444					3.14408	0.21691
3.153906	153.95015	6.307811	12.204573	31.550123	11.657846					3.153906	0.217593
3.163731	153.902939	6.327462	12.203571	31.648409	11.694229					3.163731	0.218275
3.173556	153.857742	6.347112	12.202642	31.746696	11.730625					3.173556	0.218958
3.183381	153.810867	6.366763	12.201806	31.844984	11.767032					3.183381	0.21964
3.193207	153.761932	6.386413	12.201106	31.94327	11.803437					3.193207	0.220322
3.203032	153.713638	6.406064	12.200346	32.041557	11.839856					3.203032	0.221005
3.212857	153.667755	6.425714	12.199329	32.139843	11.87625					3.212857	0.221687
3.222682	153.620239	6.445364	12.198175	32.238132	11.912623					3.222682	0.22237
3.232508	153.570953	6.465015	12.197151	32.336418	11.949039					3.232508	0.223052
3.242333	153.524704	6.484666	12.196252	32.434704	11.985465					3.242333	0.223734
3.252158	153.478149	6.504316	12.195062	32.532993	12.021871					3.252158	0.224417
3.261983	153.431549	6.523967	12.193651	32.631279	12.058259					3.261983	0.2251
3.271809	153.38414	6.543617	12.192231	32.729565	12.094654					3.271809	0.225783
3.281634	153.335403	6.563268	12.190784	32.827854	12.131052					3.281634	0.226466
3.291459	153.286392	6.582918	12.189165	32.92614	12.167459					3.291459	0.227149
3.301284	153.237778	6.602569	12.187446	33.024429	12.203879					3.301284	0.227832
3.31111	153.191757	6.622219	12.185836	33.122715	12.240279					3.31111	0.228515
3.320935	153.140305	6.64187	12.184333	33.221001	12.276681					3.320935	0.229198
3.33076	153.088913	6.66152	12.182812	33.31929	12.313079					3.33076	0.229881
3.340585	153.041656	6.681171	12.181392	33.417576	12.349475					3.340585	0.230564
